Date,Lake,TAG.NUMBER,Species,Length..mm.,Weight..g.,Recap,Tag.Loss,Fin.Clipped,Notes,Gear,Site.Transect,Start.Latitude,Start.Longitude,End.Latitude,End.Longitude,On.Time..s.,Water.Temp..C.,Secchi..cm.,Weather,Year
5/16/2018,5 Island,18299,COC,691,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18300,COC,639,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18301,COC,648,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18302,COC,619,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18303,COC,576,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18304,COC,624,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18305,COC,705,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18306,COC,655,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18307,COC,635,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18308,COC,578,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18309,COC,635,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18310,COC,711,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18311,COC,670,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18312,COC,653,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18313,COC,653,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18314,BIB,742,6029,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18315,COC,614,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18316,COC,591,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18317,COC,589,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18318,COC,696,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18319,COC,600,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18320,COC,330,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18321,COC,584,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18322,COC,556,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18323,COC,768,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18324,COC,540,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18325,COC,650,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18326,COC,635,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18327,BIB,665,4119,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18328,COC,568,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18351,COC,638,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18352,BIB,542,2340,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18353,COC,596,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18354,COC,700,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18355,COC,648,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18356,BIB,653,4036,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18357,BIB,630,3555,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18358,COC,750,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18359,COC,569,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18360,COC,699,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18361,COC,630,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18362,COC,653,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18363,COC,608,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18364,COC,590,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18365,COC,666,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18366,COC,650,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18367,COC,710,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18368,COC,632,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18369,COC,680,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18370,COC,565,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18371,COC,595,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18372,COC,638,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18373,COC,558,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18374,COC,638,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18376,COC,671,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18377,COC,598,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18378,COC,639,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18379,COC,570,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18380,COC,641,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18381,COC,730,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18382,COC,610,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18383,COC,541,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18384,BIB,620,3555,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18385,COC,668,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18386,COC,580,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18387,COC,585,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18388,COC,706,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18389,COC,665,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18390,COC,670,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18391,COC,605,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18392,COC,665,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18393,COC,560,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18394,COC,628,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18395,COC,685,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18396,COC,569,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18397,COC,735,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18398,COC,667,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18399,COC,642,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18400,COC,599,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18401,COC,610,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18402,COC,595,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18403,COC,595,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18404,COC,597,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18405,COC,560,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18406,COC,652,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18407,COC,710,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18408,COC,633,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18409,COC,622,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18411,COC,609,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18412,COC,695,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18413,COC,575,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18414,COC,660,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18415,COC,600,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18417,COC,672,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18418,COC,549,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18419,COC,630,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18420,COC,660,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18421,COC,628,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18422,COC,590,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18423,COC,706,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18424,COC,705,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18426,COC,609,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18427,COC,571,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18428,COC,546,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18429,COC,625,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18430,COC,625,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18431,COC,632,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18432,COC,526,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18434,COC,579,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18435,COC,680,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18436,COC,630,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18437,COC,690,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18438,COC,667,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18439,COC,721,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18440,COC,620,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18441,COC,621,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18442,COC,601,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18443,COC,680,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18444,COC,652,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18445,COC,695,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18446,COC,610,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18447,COC,571,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18448,COC,580,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18449,COC,620,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18450,COC,715,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18451,COC,595,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18452,COC,702,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18454,COC,620,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18455,COC,639,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18456,COC,557,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18457,COC,621,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18458,COC,662,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18459,COC,660,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18460,COC,665,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18461,COC,770,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18462,COC,614,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18463,COC,567,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18464,COC,540,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18465,COC,616,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18466,COC,675,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18467,COC,566,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18468,COC,572,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18469,COC,590,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18470,COC,606,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18473,COC,640,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18474,COC,646,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18476,COC,556,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18477,COC,601,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18478,COC,602,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18479,COC,572,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18480,COC,575,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18481,COC,645,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18482,COC,617,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18483,COC,655,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18484,COC,669,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18485,COC,690,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18486,COC,597,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18487,COC,683,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18488,COC,589,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18489,COC,698,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18490,COC,607,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18491,COC,530,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18492,COC,609,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18493,COC,575,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18494,COC,604,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18495,COC,565,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18496,COC,690,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18497,COC,669,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18498,COC,569,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18499,COC,635,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18500,COC,600,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18501,COC,640,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18502,COC,630,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18503,COC,580,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18504,COC,658,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18505,COC,524,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18506,COC,618,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18507,COC,594,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18508,COC,561,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18509,COC,560,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18510,COC,607,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18511,COC,NA,NA,,NA,NA,Lost fish,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18512,COC,622,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18513,COC,604,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18514,COC,613,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18515,COC,625,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18516,COC,563,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18517,COC,700,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18518,COC,648,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18519,COC,576,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18520,COC,648,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18521,COC,628,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18522,COC,565,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18523,COC,564,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18524,COC,557,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18525,COC,603,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18526,COC,590,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18527,COC,700,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18528,COC,630,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18529,COC,625,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18530,COC,595,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18531,COC,640,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18532,COC,550,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18533,COC,613,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18534,COC,535,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18535,COC,580,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18536,COC,580,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18537,COC,690,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18538,COC,602,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18539,COC,549,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18540,COC,663,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18541,COC,657,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18542,COC,601,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18543,COC,584,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18544,COC,573,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
5/16/2018,5 Island,18545,COC,606,NA,,NA,L Pectoral,,Commercial Seine,Seine,,,,,NA,NA,NA,,2018
