"","Date","Lake","TAG.NUMBER","Species","Length..mm.","Weight..g.","Recap","Tag.Loss","Fin.Clipped","Notes","Gear","Site.Transect","Start.Latitude","Start.Longitude","End.Latitude","End.Longitude","On.Time..s.","Water.Temp..C.","Secchi..cm.","Weather","Year"
"2423",2018-05-02,"S. Twin","14683","BIB",391,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2424",2018-05-02,"S. Twin","14684","COC",394,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2425",2018-05-02,"S. Twin","14685","BIB",521,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2426",2018-05-02,"S. Twin","14686","BIB",457,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2427",2018-05-02,"S. Twin","14687","BIB",399,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2428",2018-05-02,"S. Twin","14688","BIB",445,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2429",2018-05-02,"S. Twin","14689","BIB",711,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2430",2018-05-02,"S. Twin","14690","BIB",526,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2431",2018-05-02,"S. Twin","14691","BIB",579,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2432",2018-05-02,"S. Twin","14692","BIB",394,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2433",2018-05-02,"S. Twin","14693","BIB",414,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2434",2018-05-02,"S. Twin","14694","BIB",424,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2435",2018-05-02,"S. Twin","14695","BIB",508,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2436",2018-05-02,"S. Twin","14696","BIB",490,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2437",2018-05-02,"S. Twin","14697","BIB",483,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2438",2018-05-02,"S. Twin","14698","BIB",465,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2439",2018-05-02,"S. Twin","14699","BIB",500,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2440",2018-05-02,"S. Twin","14700","BIB",409,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2441",2018-05-02,"S. Twin","14701","COC",399,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2442",2018-05-02,"S. Twin","14702","COC",366,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2443",2018-05-02,"S. Twin","14703","COC",401,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2444",2018-05-02,"S. Twin","14704","COC",472,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2445",2018-05-02,"S. Twin","14705","COC",394,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2446",2018-05-02,"S. Twin","14706","COC",371,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2447",2018-05-02,"S. Twin","14707","COC",391,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2448",2018-05-02,"S. Twin","14708","COC",396,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2449",2018-05-02,"S. Twin","14709","COC",366,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2450",2018-05-02,"S. Twin","14710","COC",414,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2451",2018-05-02,"S. Twin","14711","COC",556,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2452",2018-05-02,"S. Twin","14712","COC",544,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2453",2018-05-02,"S. Twin","14713","COC",371,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2454",2018-05-02,"S. Twin","14714","COC",394,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2455",2018-05-02,"S. Twin","14715","COC",391,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2456",2018-05-02,"S. Twin","14716","COC",404,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2457",2018-05-02,"S. Twin","14717","COC",384,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2458",2018-05-02,"S. Twin","14726","COC",389,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2459",2018-05-02,"S. Twin","14727","COC",366,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2460",2018-05-02,"S. Twin","14728","COC",378,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2461",2018-05-02,"S. Twin","14729","COC",394,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2462",2018-05-02,"S. Twin","14730","COC",381,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2463",2018-05-02,"S. Twin","14731","COC",368,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2464",2018-05-02,"S. Twin","14732","COC",371,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2465",2018-05-02,"S. Twin","14733","COC",391,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2466",2018-05-02,"S. Twin","14734","COC",371,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2467",2018-05-02,"S. Twin","14735","COC",378,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2468",2018-05-02,"S. Twin","14736","COC",528,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2469",2018-05-02,"S. Twin","14737","COC",358,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2470",2018-05-02,"S. Twin","14738","COC",599,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2471",2018-05-02,"S. Twin","14739","COC",384,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2472",2018-05-02,"S. Twin","14741","COC",361,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2473",2018-05-02,"S. Twin","14742","COC",363,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2474",2018-05-02,"S. Twin","14743","COC",373,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2475",2018-05-02,"S. Twin","14744","COC",366,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2476",2018-05-02,"S. Twin","14745","COC",417,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2477",2018-05-02,"S. Twin","14746","COC",358,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2478",2018-05-02,"S. Twin","14747","COC",340,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2479",2018-05-02,"S. Twin","14748","COC",371,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2480",2018-05-02,"S. Twin","14749","COC",371,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2481",2018-05-02,"S. Twin","14750","COC",404,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2482",2018-05-02,"S. Twin","14751","COC",394,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2483",2018-05-02,"S. Twin","14752","COC",394,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2484",2018-05-02,"S. Twin","14754","COC",335,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2485",2018-05-02,"S. Twin","14755","COC",432,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2486",2018-05-02,"S. Twin","14756","COC",401,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2487",2018-05-02,"S. Twin","14757","COC",404,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2488",2018-05-02,"S. Twin","14758","COC",384,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2489",2018-05-02,"S. Twin","14758","COC",363,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2490",2018-05-02,"S. Twin","14759","COC",391,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2491",2018-05-02,"S. Twin","14760","COC",594,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2492",2018-05-02,"S. Twin","14761","COC",401,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2493",2018-05-02,"S. Twin","14762","COC",406,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2494",2018-05-02,"S. Twin","14763","COC",384,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2495",2018-05-02,"S. Twin","14764","COC",445,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2496",2018-05-02,"S. Twin","14765","COC",358,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2497",2018-05-02,"S. Twin","14766","COC",358,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2498",2018-05-02,"S. Twin","14767","COC",399,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2499",2018-05-02,"S. Twin","14768","COC",404,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2500",2018-05-02,"S. Twin","14769","COC",434,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2501",2018-05-02,"S. Twin","14771","COC",465,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2502",2018-05-02,"S. Twin","14772","COC",404,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2503",2018-05-02,"S. Twin","14773","COC",358,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2504",2018-05-02,"S. Twin","14774","COC",373,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2505",2018-05-02,"S. Twin","14775","COC",348,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2506",2018-05-02,"S. Twin","14779","COC",361,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2507",2018-05-02,"S. Twin","14789","COC",404,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2508",2018-05-02,"S. Twin","14796","COC",378,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2509",2018-05-02,"S. Twin","14797","COC",439,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2510",2018-05-02,"S. Twin","14798","COC",495,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2511",2018-05-02,"S. Twin","14799","COC",371,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2512",2018-05-02,"S. Twin","14800","COC",437,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2513",2018-05-02,"S. Twin","15176","BIB",452,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2514",2018-05-02,"S. Twin","15177","BIB",498,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2515",2018-05-02,"S. Twin","15178","BIB",457,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2516",2018-05-02,"S. Twin","15179","BIB",544,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2517",2018-05-02,"S. Twin","15180","BIB",427,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2518",2018-05-02,"S. Twin","15181","BIB",480,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2519",2018-05-02,"S. Twin","15182","BIB",455,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2520",2018-05-02,"S. Twin","15183","BIB",511,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2521",2018-05-02,"S. Twin","15184","BIB",409,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2522",2018-05-02,"S. Twin","15185","BIB",419,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2523",2018-05-02,"S. Twin","15186","BIB",523,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2524",2018-05-02,"S. Twin","15187","BIB",536,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2525",2018-05-02,"S. Twin","15188","BIB",503,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2526",2018-05-02,"S. Twin","15189","BIB",470,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2527",2018-05-02,"S. Twin","15190","BIB",442,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2528",2018-05-02,"S. Twin","15191","BIB",518,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2529",2018-05-02,"S. Twin","15192","BIB",442,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2530",2018-05-02,"S. Twin","15193","BIB",429,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2531",2018-05-02,"S. Twin","15194","BIB",503,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2532",2018-05-02,"S. Twin","15195","BIB",617,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2533",2018-05-02,"S. Twin","15196","BIB",485,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2534",2018-05-02,"S. Twin","15197","BIB",549,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2535",2018-05-02,"S. Twin","15401","BIB",488,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2536",2018-05-02,"S. Twin","15402","BIB",478,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2537",2018-05-02,"S. Twin","15403","BIB",505,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2538",2018-05-02,"S. Twin","15404","BIB",470,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2539",2018-05-02,"S. Twin","15405","BIB",518,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2540",2018-05-02,"S. Twin","15406","BIB",465,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2541",2018-05-02,"S. Twin","15407","BIB",483,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2542",2018-05-02,"S. Twin","15408","BIB",538,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2543",2018-05-02,"S. Twin","15409","BIB",711,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2544",2018-05-02,"S. Twin","15410","BIB",389,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2545",2018-05-02,"S. Twin","15411","BIB",480,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2546",2018-05-02,"S. Twin","15412","BIB",551,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2547",2018-05-02,"S. Twin","15413","BIB",678,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2548",2018-05-02,"S. Twin","15414","BIB",511,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2549",2018-05-02,"S. Twin","15415","BIB",475,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2550",2018-05-02,"S. Twin","15416","BIB",526,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2551",2018-05-02,"S. Twin","15417","BIB",521,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2552",2018-05-02,"S. Twin","15418","BIB",404,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2553",2018-05-02,"S. Twin","15419","BIB",521,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2554",2018-05-02,"S. Twin","15420","BIB",566,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2555",2018-05-02,"S. Twin","15421","BIB",513,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2556",2018-05-02,"S. Twin","15422","BIB",472,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2557",2018-05-02,"S. Twin","15423","BIB",566,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2558",2018-05-02,"S. Twin","15424","BIB",465,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2559",2018-05-02,"S. Twin","15425","BIB",521,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2560",2018-05-02,"S. Twin","15426","BIB",551,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2561",2018-05-02,"S. Twin","15427","BIB",465,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2562",2018-05-02,"S. Twin","15428","BIB",505,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2563",2018-05-02,"S. Twin","15429","BIB",528,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2564",2018-05-02,"S. Twin","15430","BIB",478,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2565",2018-05-02,"S. Twin","15431","BIB",424,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2566",2018-05-02,"S. Twin","15432","BIB",531,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2567",2018-05-02,"S. Twin","15433","BIB",470,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2568",2018-05-02,"S. Twin","15434","BIB",551,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2569",2018-05-02,"S. Twin","15435","BIB",472,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2570",2018-05-02,"S. Twin","15436","BIB",495,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2571",2018-05-02,"S. Twin","15437","BIB",465,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2572",2018-05-02,"S. Twin","15438","BIB",503,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2573",2018-05-02,"S. Twin","15439","BIB",498,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2574",2018-05-02,"S. Twin","15440","BIB",462,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2575",2018-05-02,"S. Twin","15441","BIB",488,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2576",2018-05-02,"S. Twin","15442","BIB",531,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2577",2018-05-02,"S. Twin","15443","BIB",533,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2578",2018-05-02,"S. Twin","15444","BIB",531,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2579",2018-05-02,"S. Twin","15445","BIB",427,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2580",2018-05-02,"S. Twin","15446","BIB",493,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2581",2018-05-02,"S. Twin","15447","BIB",551,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2582",2018-05-02,"S. Twin","15448","BIB",411,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2583",2018-05-02,"S. Twin","15449","BIB",452,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2584",2018-05-02,"S. Twin","15450","BIB",549,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2585",2018-05-02,"S. Twin","15451","BIB",643,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2586",2018-05-02,"S. Twin","15452","BIB",564,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2587",2018-05-02,"S. Twin","15453","BIB",536,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2588",2018-05-02,"S. Twin","15454","BIB",450,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2589",2018-05-02,"S. Twin","15455","BIB",467,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2590",2018-05-02,"S. Twin","15456","BIB",447,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2591",2018-05-02,"S. Twin","15457","BIB",498,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2592",2018-05-02,"S. Twin","15458","BIB",478,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2593",2018-05-02,"S. Twin","15459","BIB",500,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2594",2018-05-02,"S. Twin","15460","BIB",648,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2595",2018-05-02,"S. Twin","15461","BIB",467,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2596",2018-05-02,"S. Twin","15462","BIB",495,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2597",2018-05-02,"S. Twin","15463","BIB",465,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2598",2018-05-02,"S. Twin","15464","BIB",483,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2599",2018-05-02,"S. Twin","15465","BIB",513,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2600",2018-05-02,"S. Twin","15466","BIB",508,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2601",2018-05-02,"S. Twin","15467","BIB",457,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2602",2018-05-02,"S. Twin","15468","BIB",538,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2603",2018-05-02,"S. Twin","15469","BIB",505,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2604",2018-05-02,"S. Twin","15470","BIB",457,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2605",2018-05-02,"S. Twin","15471","BIB",485,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2606",2018-05-02,"S. Twin","15472","BIB",533,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
"2607",2018-05-02,"S. Twin","15473","BIB",490,NA,"",NA,"R Pectoral","","Commercial Seine","Seine","","","","",NA,NA,NA,"","2018"
