"Date","Lake","TAG.NUMBER","Species","Length..mm.","Weight..g.","Fin.Clipped","Notes"
2019-06-25,"5 Island","25381","COC",599,2725,"L Pelvic, Spine",""
2019-06-25,"5 Island","25382","COC",542,2121,"L Pelvic, Spine",""
2019-06-25,"5 Island","21768","COC",672,4223,"L Pelvic, Spine",""
2019-06-25,"5 Island","25384","COC",565,2276,"L Pelvic, Spine",""
2019-06-25,"5 Island","25385","COC",591,2580,"L Pelvic, Spine",""
2019-06-25,"5 Island","25386","COC",616,3134,"L Pelvic, Spine",""
2019-06-25,"5 Island","25387","COC",549,2039,"L Pelvic, Spine",""
2019-06-25,"5 Island","25388","COC",497,1624,"L Pelvic, Spine",""
2019-06-25,"5 Island","25389","COC",571,5586,"L Pelvic, Spine",""
2019-06-25,"5 Island","25390","COC",610,2046,"L Pelvic, Spine",""
2019-06-25,"5 Island","25391","COC",531,3561,"L Pelvic, Spine",""
2019-06-25,"5 Island","25392","COC",478,3092,"L Pelvic, Spine",""
2019-06-25,"5 Island","25393","COC",722,2187,"L Pelvic, Spine",""
2019-06-25,"5 Island","25394","COC",624,2046,"L Pelvic, Spine",""
2019-06-25,"5 Island","25395","COC",635,3561,"L Pelvic, Spine",""
2019-06-25,"5 Island","25396","COC",603,3092,"L Pelvic, Spine",""
2019-06-25,"5 Island","25397","COC",560,2187,"L Pelvic, Spine",""
2019-06-25,"5 Island","25398","COC",656,3638,"L Pelvic, Spine",""
2019-06-25,"5 Island","25399","COC",641,3276,"L Pelvic, Spine",""
2019-06-25,"5 Island","25400","COC",685,4020,"L Pelvic, Spine",""
2019-06-25,"5 Island","27002","COC",683,3941,"L Pelvic, Spine",""
2019-06-25,"5 Island","27003","COC",664,3656,"L Pelvic, Spine",""
2019-06-25,"5 Island","27004","COC",707,4474,"L Pelvic, Spine",""
2019-06-25,"5 Island","27005","COC",595,2505,"L Pelvic, Spine",""
2019-06-25,"5 Island","27007","COC",601,2856,"L Pelvic, Spine",""
2019-06-25,"5 Island","27008","COC",648,3029,"L Pelvic, Spine",""
2019-06-25,"5 Island","27009","COC",581,2490,"L Pelvic, Spine",""
2019-06-25,"5 Island","27010","COC",620,2995,"L Pelvic, Spine",""
2019-06-25,"5 Island","27011","COC",533,1991,"L Pelvic, Spine",""
2019-06-25,"5 Island","27012","COC",513,1555,"L Pelvic, Spine",""
2019-06-25,"5 Island","27013","COC",650,3540,"L Pelvic, Spine",""
2019-06-25,"5 Island","27014","COC",623,2632,"L Pelvic, Spine",""
2019-06-25,"5 Island","27015","COC",705,4956,"L Pelvic, Spine",""
2019-06-25,"5 Island","27016","COC",607,3182,"L Pelvic, Spine",""
2019-06-25,"5 Island","27017","COC",685,3741,"L Pelvic, Spine",""
2019-06-25,"5 Island","27018","COC",603,2664,"L Pelvic, Spine",""
2019-06-25,"5 Island","27019","COC",637,3169,"L Pelvic, Spine",""
2019-06-25,"5 Island","27021","COC",602,3085,"L Pelvic, Spine",""
2019-06-25,"5 Island","27022","COC",600,2406,"L Pelvic",""
2019-06-26,"Storm","27023","COC",581,3014,"L Pelvic, Spine",""
2019-06-26,"Storm","27025","COC",580,3236,"L Pelvic, Spine","Few White Bass, No coc/bib by docks, trees, inlets, etc. "
2019-06-26,"Storm","27026","COC",544,2416,"L Pelvic, Spine",""
2019-06-26,"Storm","27027","COC",565,2608,"L Pelvic, Spine",""
2019-06-26,"Storm","27028","COC",554,2578,"L Pelvic, Spine",""
2019-06-26,"Storm","27029","COC",530,2078,"L Pelvic, Spine",""
2019-06-26,"Storm","27030","COC",504,2345,"L Pelvic, Spine","No caudal or pectoral fin (He's a special boi)"
2019-06-26,"Storm","28688","COC",456,1156,"L Pelvic, Spine","2019 recap"
2019-06-26,"Storm","27031","COC",546,2482,"L Pelvic, Spine",""
2019-06-26,"Storm","27032","COC",507,2084,"L Pelvic, Spine",""
2019-06-26,"Storm","27033","COC",580,3349,"L Pelvic, Spine",""
2019-06-26,"Storm","27034","COC",504,2050,"L Pelvic, Spine",""
2019-06-26,"Storm","27035","COC",630,3519,"L Pelvic, Spine","2018 Tag Loss"
2019-06-26,"Storm","21311","COC",590,3365," Spine","2018 Recap"
2019-06-26,"Storm","27037","COC",494,1646,"L Pelvic, Spine",""
2019-06-26,"Storm","27038","COC",528,2112,"L Pelvic, Spine",""
2019-06-26,"Storm","27039","COC",460,1310,"L Pelvic, Spine","2018 Tag Loss"
2019-06-26,"Storm","27040","COC",549,2281,"L Pelvic, Spine",""
2019-06-26,"Storm","27041","COC",604,3612,"L Pelvic, Spine",""
2019-06-26,"Storm","27042","COC",522,1955,"L Pelvic, Spine",""
2019-06-26,"Storm","27036","COC",551,2538,"L Pelvic, Spine",""
2019-06-26,"Storm","27043","COC",529,2137,"L Pelvic, Spine",""
2019-06-26,"Storm","27044","COC",592,2681,"L Pelvic, Spine",""
2019-06-26,"Storm","27045","COC",510,1621,"L Pelvic, Spine","mirror"
2019-06-26,"Storm","27047","COC",519,1996,"L Pelvic, Spine",""
2019-06-26,"Storm","27048","COC",515,1849,"L Pelvic, Spine",""
2019-06-26,"Storm","27049","COC",489,1545,"L Pelvic, Spine",""
2019-06-26,"Storm","27050","COC",492,1519,"L Pelvic, Spine",""
2019-06-28,"Storm","25794","COC",524,1832,"L Pelvic, Spine",""
2019-06-28,"Storm","25795","COC",541,2419,"L Pelvic, Spine",""
2019-06-28,"Storm","25796","COC",589,3242,"L Pelvic, Spine","He's a chubby boi"
2019-06-28,"Storm","25797","COC",495,1562,"L Pelvic, Spine",""
2019-06-28,"Storm","25798","COC",606,3785,"L Pelvic, Spine",""
2019-06-28,"Storm","25799","COC",514,1678,"L Pelvic, Spine",""
2019-06-28,"Storm","25800","COC",526,2566,"L Pelvic, Spine",""
2019-06-28,"Storm","25901","COC",485,1506,"L Pelvic, Spine",""
2019-06-28,"Storm","25902","COC",493,1775,"L Pelvic, Spine",""
2019-06-28,"Storm","25903","COC",499,1409,"L Pelvic, Spine",""
2019-06-28,"Storm","25905","COC",603,3298,"L Pelvic, Spine",""
2019-06-28,"Storm","25906","COC",531,2036,"L Pelvic, Spine",""
2019-06-28,"Storm","25907","COC",580,2933,"L Pelvic, Spine",""
2019-06-28,"Storm","25908","COC",521,2136,"L Pelvic, Spine",""
2019-06-28,"Storm","25909","COC",490,1494,"L Pelvic, Spine",""
2019-06-28,"Storm","25910","COC",517,2144,"L Pelvic, Spine","Mirror"
2019-06-28,"Storm","5226","COC",565,2435,"L Pelvic, Spine",""
2019-06-28,"Storm","25911","COC",478,1658,"L Pelvic, Spine",""
2019-06-28,"Storm","25912","COC",585,3006,"L Pelvic, Spine",""
2019-06-28,"Storm","25913","COC",522,2026,"L Pelvic, Spine",""
2019-06-28,"Storm","25914","COC",574,2670,"L Pelvic, Spine",""
2019-07-21,"Silver","25614","COC",664,4008,"L Pelvic, Spine",""
2019-07-21,"Silver","25615","COC",517,1954,"L Pelvic, Spine","Mr. Boo Boo"
2019-07-21,"Silver","25616","COC",669,4743,"L Pelvic, Spine","Leechy"
2019-07-21,"Silver","21100","COC",482,1664,"L Pelvic, Spine","2019 Recap"
2019-07-21,"Silver","25617","COC",548,2564,"L Pelvic, Spine",""
2019-07-21,"Silver","25618","COC",708,5184,"L Pelvic, Spine",""
2019-07-21,"Silver","25620","COC",510,1934,"L Pelvic, Spine","male"
2019-07-21,"Silver","25621","COC",662,4764,"L Pelvic, Spine","stressed & bloody"
2019-07-21,"Silver","25801","BIB",475,1925,"L Pelvic, Spine",""
2019-07-21,"Silver","25802","BIB",462,1698,"L Pelvic, Spine","lil football"
2019-07-21,"Silver","25803","COC",760,7043,"L Pelvic, Spine","biggie"
2019-07-21,"Silver","25804","COC",650,3489,"L Pelvic, Spine",""
2019-07-21,"Silver","25805","COC",701,4683,"L Pelvic, Spine",""
2019-07-21,"Silver","25806","COC",731,5380,"L Pelvic, Spine",""
2019-07-21,"Silver","25807","COC",695,4343,"L Pelvic, Spine",""
2019-07-21,"Silver","25808","COC",640,3565,"L Pelvic, Spine",""
2019-07-21,"Silver","25809","COC",732,6225,"L Pelvic, Spine","taill whipper"
2019-07-21,"Silver","25810","BIB",360,866,"L Pelvic, Spine","baby buff"
2019-07-21,"Silver","25811","COC",599,3901,"L Pelvic, Spine",""
2019-07-21,"Silver","25812","COC",485,2054,"L Pelvic, Spine",""
2019-07-21,"Silver","25813","COC",547,2227,"L Pelvic, Spine",""
2019-07-21,"Silver","25814","COC",704,4548,"L Pelvic, Spine",""
2019-07-21,"Silver","25815","COC",627,3508,"L Pelvic, Spine",""
2019-07-21,"Silver","25816","COC",536,2314,"L Pelvic, Spine","Jumpy fish"
2019-07-21,"Silver","25817","COC",593,2980,"L Pelvic, Spine",""
2019-07-21,"Silver","25818","COC",749,5698,"L Pelvic, Spine",""
2019-07-21,"Silver","25819","COC",505,2214,"L Pelvic, Spine",""
2019-07-21,"Silver","25820","COC",790,6844,"L Pelvic, Spine","Biggest of the day"
2019-07-21,"Silver","25821","COC",690,4482,"L Pelvic, Spine",""
2019-07-21,"Silver","25822","COC",484,1773,"L Pelvic, Spine",""
2019-07-21,"Silver","25823","COC",571,2719,"L Pelvic, Spine",""
2019-07-21,"Silver","21181","COC",670,3956,"L Pelvic, Spine","2018 recap"
2019-07-21,"Silver","25824","COC",732,6445,"L Pelvic, Spine",""
2019-07-21,"Silver","25825","COC",560,2585,"L Pelvic, Spine",""
2019-07-21,"Silver","25851","COC",700,4335,"L Pelvic, Spine",""
2019-07-21,"Silver","25852","COC",528,2081,"L Pelvic, Spine",""
2019-07-21,"Silver","25853","COC",654,3515,"L Pelvic, Spine",""
2019-07-21,"Silver","25854","COC",738,5029,"L Pelvic, Spine",""
2019-07-22,"Silver","29808","BIB",475,2102,"L Pelvic,Spine",""
2019-07-22,"Silver","29813","BIB",586,2869,"L Pelvic,Spine",""
2019-07-22,"Silver","29814","BIB",341,745,"L Pelvic,Spine",""
2019-07-22,"Silver","29838","BIB",579,2915,"L Pelvic",""
2019-07-22,"Silver","29839","BIB",617,4875,"L Pelvic",""
2019-07-22,"Center","29864","BIB",483,1863,"L Pelvic, Spine",""
2019-07-22,"Center","29865","COC",492,2016,"L Pelvic, Spine",""
2019-07-22,"Center","29866","COC",475,1906,"L Pelvic, Spine",""
2019-07-22,"Center","29867","COC",538,3036,"L Pelvic, Spine",""
2019-07-22,"Center","29868","COC",455,1564,"L Pelvic, Spine",""
2019-07-22,"Center","29869","COC",505,2208,"L Pelvic, Spine",""
2019-07-22,"Center","16396","COC",545,1694," Spine","2018 tag loss, wicked scoliosis"
2019-07-22,"Center","29870","BIB",575,2836,"L Pelvic, Spine","2017 R, 585 tag removed , male"
2019-07-22,"Center","29871","BIB",504,2018,"L Pelvic, Spine",""
2019-07-22,"Center","29872","COC",585,3575,"L Pelvic, Spine",""
2019-07-22,"Center","29873","COC",460,1615,"L Pelvic, Spine",""
2019-07-22,"Center","29874","COC",506,2062,"L Pelvic, Spine",""
2019-07-22,"Center","29875","COC",527,2816,"L Pelvic, Spine",""
2019-07-22,"Center","29876","COC",321,538,"L Pelvic, Spine","Baby in Jade's heart 4ever"
2019-07-22,"Center","29877","COC",560,2207,"L Pelvic, Spine","2017 tag loss"
2019-07-22,"Center","17143","COC",535,1974," Spine","2018 recap"
2019-07-22,"Center","29878","BIB",531,2743,"L Pelvic, Spine",""
2019-07-22,"Center","29879","BIB",520,2399,"L Pelvic, Spine",""
2019-07-22,"Center","29880","COC",546,1862,"L Pelvic, Spine",""
2019-07-22,"Center","29881","BIB",520,2381,"L Pelvic, Spine",""
2019-07-22,"Center","29882","BIB",470,1663,"L Pelvic, Spine",""
2019-07-22,"Center","29883","COC",446,1099,"L Pelvic, Spine","Widdle guy"
2019-07-22,"Center","29885","COC",598,2403,"L Pelvic, Spine",""
2019-07-22,"Center","29886","BIB",487,2028,"L Pelvic, Spine","2017 recap (494) , new tag 2019"
2019-07-22,"Center","29887","COC",575,2686,"L Pelvic, Spine",""
2019-07-23,"Storm","29889","BIB",539,2748,"L Pelvic, Spine",""
2019-07-25,"Center","29313","BIB",498,2047,"L Pelvic, Spine",""
2019-07-25,"Center","29314","BIB",630,3624,"L Pelvic, Spine",""
2019-07-25,"Center","29315","BIB",528,2470,"L Pelvic, Spine",""
2019-07-25,"Center","20600","BIB",496,2328," Spine","2018 recap"
2019-07-25,"Center","29316","BIB",535,2681," Spine","2018 Recap"
2019-07-25,"Center","29317","BIB",558,2868,"L Pelvic, Spine",""
2019-07-25,"Center","29319","BIB",498,2038,"L Pelvic, Spine",""
2019-07-17,"Center","25685","COC",591,2420,"L Pelvic, Spine",""
2019-07-17,"Center","25686","COC",408,1028,"L Pelvic, Spine",""
2019-07-17,"Center","25687","COC",567,2273,"L Pelvic, Spine",""
2019-07-17,"Center","25688","COC",500,1536,"L Pelvic","2017 Tag Loss, Male"
2019-07-17,"Center","25689","BIB",471,1592,"L Pelvic, Spine",""
2019-07-17,"Center","25690","COC",493,1553,"L Pelvic, Spine",""
2019-07-17,"Center","28089","COC",612,3130,"Spine","2019 Recap"
2019-07-17,"Center","20225","COC",501,1735,"Spine","2018 Recap"
2019-07-17,"Center","25691","BIB",492,1814,"L Pelvic, Spine",""
2019-07-17,"Center","25692","BIB",480,1790,"L Pelvic, Spine",""
2019-07-17,"Center","25693","COC",433,1162,"L Pelvic, Spine",""
2019-07-17,"Center","25694","BIB",471,1686,"L Pelvic, Spine",""
2019-07-17,"Center","25695","BIB",650,4426,"L Pelvic, Spine","Disease"
2019-07-17,"Center","25696","COC",439,1321,"L Pelvic, Spine",""
2019-07-17,"Center","25697","COC",574,2691,"L Pelvic, Spine",""
2019-07-17,"Center","25698","BIB",465,1568,"L Pelvic, Spine",""
2019-07-17,"Center","25699","BIB",459,1592,"L Pelvic, Spine",""
2019-07-17,"Center","25700","BIB",480,1904,"L Pelvic, Spine",""
2019-07-17,"Center","20595","BIB",500,2025,"Spine",""
2019-07-17,"Center","25826","BIB",538,3260,"L Pelvic, Spine",""
2019-07-17,"Center","25827","COC",526,2405,"L Pelvic, Spine",""
2019-07-17,"Center","25828","BIB",445,1502,"L Pelvic, Spine",""
2019-07-17,"5 Island","25682","COC",548,2084,"L Pelvic, Spine",""
2019-07-17,"5 Island","25683","COC",332,556,"L Pelvic, Spine",""
2019-07-17,"5 Island","25684","COC",621,3093,"L Pelvic, Spine",""
2019-07-12,"Center","25934","BIB",565,3265,"L Pelvic, Spine",""
2019-07-12,"Center","25935","COC",563,2485,"L Pelvic, Spine","Feisty butt smacker"
2019-07-12,"Center","25936","BIB",465,1766,"L Pelvic, Spine",""
2019-07-12,"Center","25937","BIB",519,2380,"L Pelvic, Spine",""
2019-07-12,"Center","25938","BIB",507,1967,"L Pelvic, Spine",""
2019-07-12,"Center","25939","COC",466,1326,"L Pelvic, Spine",""
2019-07-12,"Center","25940","COC",391,907,"L Pelvic, Spine",""
2019-07-12,"Center","25941","COC",692,4597,"L Pelvic, Spine",""
2019-07-12,"Center","25942","BIB",524,2956,"L Pelvic, Spine",""
2019-07-12,"Center","25943","COC",581,2358,"L Pelvic, Spine",""
2019-07-12,"Center","25944","COC",398,895,"L Pelvic, Spine",""
2019-07-12,"Center","25945","COC",610,2453,"L Pelvic, Spine",""
2019-07-12,"Center","25946","COC",596,2869,"L Pelvic, Spine",""
2019-07-12,"Center","25947","COC",538,2185,"L Pelvic, Spine",""
2019-07-12,"Center","25948","COC",508,1847,"L Pelvic, Spine","Bloody Kamikaze"
2019-07-12,"Center","25949","COC",556,2054,"R Pelvic, Spine","Spine sampling loss, R pelvic clip"
2019-07-12,"Center","25950","COC",496,1476,"L Pelvic, Spine",""
2019-07-12,"Center","25951","COC",539,2151,"L Pelvic, Spine",""
2019-07-12,"Center","25952","COC",520,1805,"L Pelvic, Spine",""
2019-07-12,"Center","25953","COC",597,2565,"L Pelvic, Spine","R Pelvic, 2017 tag loss"
2019-07-15,"Silver","25954","COC",696,4133,"L Pelvic, Spine","2-3 other carp seen but esxaped"
2019-07-15,"Silver","25955","COC",719,4437,"L Pelvic, Spine","1 buffalo seen about 400m, 2 other COC seen not netted"
2019-07-15,"Silver","25956","COC",678,4692,"L Pelvic, Spine",""
2019-07-15,"Silver","25957","COC",706,4668,"L Pelvic, Spine",""
2019-07-15,"Silver","25958","COC",679,4089,"L Pelvic, Spine",""
2019-07-15,"Silver","25959","COC",711,4159,"L Pelvic, Spine","2018 tag loss"
2019-07-15,"Silver","25960","COC",755,5589,"L Pelvic, Spine",""
2019-07-15,"Silver","25961","COC",706,4435,"L Pelvic, Spine",""
2019-07-15,"Silver","25962","BIB",722,6459,"L Pelvic, Spine","Prop strike, might die"
2019-07-15,"Silver","25964","COC",665,3945,"L Pelvic, Spine",""
2019-07-15,"Silver","25965","COC",676,4105,"L Pelvic, Spine",""
2019-07-15,"Silver","25966","COC",785,7318,"L Pelvic, Spine",""
2019-07-15,"Silver","25967","COC",795,6154,"L Pelvic, Spine",""
2019-07-15,"Silver","25968","COC",483,1675,"L Pelvic, Spine",""
2019-07-15,"Silver","26055","COC",705,4409,"Spine","2019 recap"
2019-07-15,"Silver","25969","COC",704,4706,"L Pelvic, Spine",""
2019-07-15,"Silver","25970","COC",684,4285,"L Pelvic, Spine",""
2019-07-15,"Silver","25971","COC",759,5565,"L Pelvic, Spine",""
2019-07-15,"Silver","25972","COC",774,5789,"L Pelvic, Spine","Chonk"
2019-07-15,"Silver","25973","COC",645,3282,"L Pelvic, Spine",""
2019-07-15,"Silver","25974","COC",723,5704,"L Pelvic, Spine",""
2019-07-15,"Silver","25975","COC",704,428,"L Pelvic, Spine",""
2019-07-15,"Silver","25978","COC",723,5056,"L Pelvic, Spine",""
2019-07-15,"Silver","25979","COC",690,3734,"L Pelvic, Spine",""
2019-07-15,"Silver","25980","COC",649,3441,"L Pelvic, Spine",""
2019-07-15,"Silver","25981","COC",698,4664,"L Pelvic, Spine",""
2019-07-15,"Silver","25982","COC",643,4004,"L Pelvic, Spine",""
2019-07-15,"Silver","25984","COC",678,5065,"L Pelvic, Spine",""
2019-07-15,"Silver","25985","COC",748,7556,"L Pelvic, Spine",""
2019-07-15,"Silver","25986","COC",712,5105,"L Pelvic, Spine",""
2019-07-15,"Silver","25987","BIB",690,5312,"L Pelvic, Spine",""
2019-07-15,"Silver","25988","BIB",733,7475,"L Pelvic, Spine","Rotund"
2019-07-15,"Silver","25990","BIB",827,1187,"L Pelvic, Spine","Rotudest"
2019-07-15,"Silver","25991","BIB",687,6383,"L Pelvic, Spine",""
2019-07-15,"Silver","25992","BIB",666,4731,"L Pelvic, Spine","Uneven caudal lobes"
2019-07-15,"Silver","25993","BIB",488,2380,"L Pelvic, Spine","Dorsal clip livewell (found)"
2019-07-15,"Silver","25994","COC",696,4452,"L Pelvic, Spine",""
2019-07-15,"Silver","25995","COC",759,6854,"L Pelvic, Spine",""
2019-07-15,"Silver","25997","BIB",632,4742,"L Pelvic, Spine","25997 buffalo bent tag"
2019-07-15,"Silver","25998","COC",741,7109,"L Pelvic, Spine","uneven coudal lobes"
2019-07-15,"Silver","26000","COC",654,3772,"L Pelvic, Spine","2018 tag loss, new tag 26000"
2019-07-15,"Silver","28376","COC",738,5835,"L Pelvic, Spine",""
2019-07-16,"Storm","28395","BIB",660,4650,"L Pelvic, Spine","Buffalo!"
2019-07-18,"5 Island","25829","COC",587,2539,"L Pelvic, Spine ",""
2019-07-18,"5 Island","25830","COC",596,2328,"L Pelvic, Spine ",""
2019-07-18,"5 Island","25831","COC",640,3624,"L Pelvic, Spine ",""
2019-07-18,"5 Island","25832","COC",599,3303,"L Pelvic, Spine ",""
2019-07-18,"5 Island","25833","COC",611,2669,"L Pelvic, Spine ",""
2019-07-18,"5 Island","25834","COC",657,3666,"L Pelvic, Spine ",""
2019-07-18,"5 Island","25835","COC",498,1557,"L Pelvic, Spine ","male"
2019-07-18,"5 Island","25836","COC",591,7469,"L Pelvic, Spine ",""
2019-07-18,"5 Island","25837","COC",577,2423,"L Pelvic, Spine ",""
2019-07-18,"5 Island","25838","COC",628,2987,"L Pelvic, Spine ",""
2019-07-18,"5 Island","25652","COC",754,5876,"L Pelvic, Spine",""
2019-07-31,"5 Island","27321","BIB",506,2241,"L Pelvic, Spine",""
2019-07-31,"5 Island","27344","BIB",264,384,"L Pelvic, Spine","Photo"
2019-07-31,"5 Island","27345","BIB",598,3581,"L Pelvic, Spine","Photo"
2019-08-01,"Storm","27383","BIB",304,220,"L Pelvic, Spine",""
2019-08-09,"5 Island","29600","BIB",412,1239,"L Pelvic, Spine",""
2019-08-09,"5 Island","29401","BIB",540,2684,"L Pelvic, Spine",""
2019-08-08,"Storm","29523","BIB",429,1408,"L Pelvic, Spine",""
2019-08-07,"Center","29516","COC",532,1931,"L Pelvic, spine",""
2019-08-07,"Center","29517","COC",621,3025,"L Pelvic, spine",""
2019-08-07,"Center","29518","COC",523,1110,"L Pelvic, spine","2018 tag loss (R pectoral clipped)"
2019-08-07,"Center","29519","COC",600,2029,"L Pelvic, spine",""
2019-08-07,"Center","29520","COC",579,2509,"L Pelvic, spine","Cracked o"
2019-08-07,"Center","29521","COC",525,1947,"L Pelvic, spine",""
2019-08-07,"Center","29700","COC",420,1051,"L Pelvic, spine",""
2019-08-07,"Silver","25983","BIB",447,1759,"L Pelvic, spine",""
2019-08-07,"Silver","29682","BIB",485,2318,"L Pelvic, spine",""
2019-08-07,"Silver","29683","BIB",706,6281,"L Pelvic, spine",""
2019-08-07,"Silver","29684","BIB",520,2453,"L Pelvic, spine",""
2019-08-06,"Silver","29638","BIB",558,2847,"L Pelvic",""
2019-08-06,"Silver","29639","BIB",500,1728,"L Pelvic",""
2019-08-06,"Silver","29640","BIB",594,3459,"L Pelvic",""
2019-08-06,"Silver","29641","BIB",659,4683,"L Pelvic",""
2019-08-06,"Silver","29642","BIB",560,3146,"L Pelvic",""
2019-08-06,"Silver","29643","BIB",521,2833,"L Pelvic",""
2019-08-06,"Silver","29644","BIB",536,2896,"L Pelvic",""
2019-08-06,"Silver","29645","BIB",419,1462,"L Pelvic",""
2019-08-12,"Center","29469","BIB",492,1620,"L Pelvic, Spine ",""
2019-08-12,"Center","29470","BIB",456,1025,"L Pelvic, Spine ",""
2019-08-12,"Center","29471","BIB",475,1398,"L Pelvic, Spine ",""
2019-08-12,"Center","29472","BIB",581,3452,"L Pelvic, Spine ","wild child"
2019-08-12,"Center","29473","BIB",458,1675,"L Pelvic, Spine ",""
2019-08-12,"Center","29476","BIB",503,1908,"L Pelvic, Spine ",""
2019-08-12,"Center","29477","BIB",529,2289,"L Pelvic, Spine ",""
2019-08-12,"Center","29478","BIB",495,2276,"L Pelvic, Spine ",""
2019-08-12,"Center","29479","BIB",495,1942,"L Pelvic, Spine ",""
2019-07-30,"Center","29368","COC",525,1758,"L Pelvic, Spine ",""
2019-07-30,"Center","29369","COC",577,2189,"L Pelvic, Spine ",""
2019-07-30,"Center","29370","COC",600,2837,"L Pelvic, Spine ","infected opercle"
2019-07-30,"Center","29371","BIB",524,2134,"L Pelvic, Spine ",""
2019-07-30,"Center","29372","COC",452,1206,"L Pelvic, Spine ",""
2019-07-30,"Center","29373","COC",504,1809,"L Pelvic, Spine ","speedy gonzales/lightening McQueen"
2019-07-30,"Center","29374","BIB",477,1534,"L Pelvic, Spine ",""
2019-07-30,"Center","29375","BIB",504,2154,"L Pelvic, Spine ",""
2019-07-30,"Center","29326","BIB",515,2321,"L Pelvic, Spine ",""
2019-07-30,"Center","29327","BIB",488,2022,"L Pelvic, Spine ",""
2019-07-30,"Center","29328","COC",476,1326,"L Pelvic, Spine ","tubercles"
2019-07-30,"Center","29329","BIB",330,545,"L Pelvic, Spine ",""
2019-07-30,"Center","29330","BIB",551,2608,"L Pelvic, Spine ",""
2019-07-30,"Center","29331","COC",620,3146,"L Pelvic, Spine ",""
2019-07-30,"Center","29332","COC",623,3526,"L Pelvic, Spine ",""
2019-07-30,"Silver","29398","BIB",641,5128,"L Pelvic, Spine ",""
2019-08-05,"Center","28145","BIB",516,2306,"L Pelvic, Spine",""
2019-08-05,"Center","28146","COC",628,2608,"L Pelvic, Spine",""
2019-08-05,"Center","28147","COC",710,3734,"L Pelvic, Spine","2017 tag loss"
2019-08-05,"Center","28148","COC",445,895,"L Pelvic, Spine",""
2019-08-05,"Center","28149","COC",384,774,"L Pelvic, Spine",""
2019-08-05,"Center","28150","BIB",379,789,"L Pelvic, Spine",""
2019-08-05,"Center","28151","BIB",530,2683,"L Pelvic, Spine",""
2019-08-05,"Center","28152","BIB",589,3452,"L Pelvic, Spine",""
2019-08-05,"Center","28153","BIB",471,1874,"L Pelvic, Spine",""
2019-08-05,"Center","28154","COC",540,2167,"L Pelvic, Spine",""
2019-08-06,"5 Island","28173","BIB",692,7010,"L Pelvic, Spine ",""
2019-05-15,"S Twin","22628","BIB",455,1483,"L Pelvic",""
2019-05-15,"S Twin","22631","BIB",475,2018,"L Pelvic",""
2019-05-15,"S Twin","22626","BIB",442,1556,"L Pelvic",""
2019-05-15,"S Twin","22634","BIB",485,1687,"L Pelvic",""
2019-05-15,"S Twin","22632","BIB",457,1474,"L Pelvic",""
2019-05-15,"S Twin","22629","BIB",462,1461,"L Pelvic",""
2019-05-15,"S Twin","22633","BIB",445,1216,"L Pelvic",""
2019-05-15,"S Twin","22630","BIB",437,1170,"L Pelvic",""
2019-05-15,"S Twin","22635","BIB",465,1610,"L Pelvic",""
2019-05-15,"S Twin","22627","BIB",488,1755,"L Pelvic",""
2019-05-15,"S Twin","22636","BIB",457,1361,"L Pelvic",""
2019-05-15,"S Twin","22637","BIB",485,1701,"L Pelvic",""
2019-05-15,"S Twin","22638","BIB",572,2966,"L Pelvic",""
2019-05-15,"S Twin","22639","BIB",488,1774,"L Pelvic",""
2019-05-15,"S Twin","22640","BIB",490,1896,"L Pelvic",""
2019-05-15,"S Twin","22641","BIB",432,1234,"L Pelvic",""
2019-05-15,"S Twin","22642","BIB",521,2377,"L Pelvic",""
2019-05-15,"S Twin","22643","BIB",445,1320,"L Pelvic",""
2019-05-15,"S Twin","22644","BIB",526,2159,"L Pelvic",""
2019-05-15,"S Twin","22645","BIB",574,3243,"L Pelvic",""
2019-05-15,"S Twin","22646","BIB",518,2100,"L Pelvic",""
2019-05-15,"S Twin","22647","BIB",485,1687,"L Pelvic",""
2019-05-15,"S Twin","22648","BIB",516,2468,"L Pelvic",""
2019-05-15,"S Twin","22649","BIB",485,1515,"L Pelvic",""
2019-05-15,"S Twin","22650","BIB",544,3039,"L Pelvic",""
2019-05-15,"S Twin","22601","BIB",470,1506,"L Pelvic",""
2019-05-15,"S Twin","22602","BIB",681,5380,"L Pelvic",""
2019-05-15,"S Twin","22603","BIB",538,2422,"L Pelvic",""
2019-05-15,"S Twin","22604","BIB",460,1420,"L Pelvic",""
2019-05-15,"S Twin","22606","BIB",493,1905,"L Pelvic",""
2019-05-15,"S Twin","12730","BIB",551,2558,"",""
2019-05-15,"S Twin","22607","BIB",610,3983,"L Pelvic",""
2019-05-15,"S Twin","22608","BIB",483,2091,"L Pelvic",""
2019-05-15,"S Twin","22609","BIB",521,2177,"L Pelvic",""
2019-05-15,"S Twin","22610","BIB",488,1792,"L Pelvic",""
2019-05-15,"S Twin","22611","BIB",488,1805,"L Pelvic",""
2019-05-15,"S Twin","22612","BIB",511,2272,"L Pelvic",""
2019-05-15,"S Twin","22613","BIB",523,2595,"L Pelvic",""
2019-05-15,"S Twin","22614","BIB",505,2286,"L Pelvic",""
2019-05-15,"S Twin","22615","BIB",467,1420,"L Pelvic",""
2019-05-15,"S Twin","15693","BIB",518,2209,"L Pelvic",""
2019-05-15,"S Twin","22616","BIB",523,2250,"L Pelvic",""
