Date,Lake,TAG NUMBER,Species,Length (mm),Weight (g),Recap,Tag Loss,Fin Clipped,Notes,Gear,Site/Transect,Start Latitude,Start Longitude,End Latitude,End Longitude,On-Time (s),Water Temp (C),Secchi (cm),Weather
6/30/2017,N Twin,1750,BIB,797.56,,,,R Pelvic,,Electroshocking,22,,,,,900,22.77777778,,
6/30/2017,N Twin,1748,BIB,668.02,,,,R Pelvic,,Electroshocking,22,,,,,900,22.77777778,,
6/30/2017,N Twin,1743,BIB,680.72,,,,R Pelvic,,Electroshocking,22,,,,,900,22.77777778,,
6/30/2017,N Twin,1742,BIB,721.36,,,,R Pelvic,,Electroshocking,22,,,,,900,22.77777778,,
6/30/2017,N Twin,1745,BIB,706.12,,,,R Pelvic,,Electroshocking,22,,,,,900,22.77777778,,
6/30/2017,N Twin,1749,BIB,617.22,,,,R Pelvic,,Electroshocking,22,,,,,900,22.77777778,,
6/30/2017,N Twin,1751,BIB,812.8,,,,R Pelvic,,Electroshocking,23,,,,,780,22.77777778,,
6/30/2017,N Twin,1759,BIB,736.6,,,,R Pelvic,,Electroshocking,23,,,,,780,22.77777778,,
6/30/2017,N Twin,1753,BIB,825.5,,,,R Pelvic,,Electroshocking,23,,,,,780,22.77777778,,
6/30/2017,N Twin,1754,BIB,657.86,,,,R Pelvic,,Electroshocking,23,,,,,780,22.77777778,,
6/30/2017,N Twin,1752,BIB,711.2,,,,R Pelvic,,Electroshocking,23,,,,,780,22.77777778,,
6/30/2017,N Twin,1755,BIB,675.64,,,,R Pelvic,,Electroshocking,23,,,,,780,22.77777778,,
6/30/2017,N Twin,1756,BIB,736.6,,,,R Pelvic,,Electroshocking,23,,,,,780,22.77777778,,
6/30/2017,N Twin,1757,BIB,695.96,,,,R Pelvic,,Electroshocking,23,,,,,780,22.77777778,,
6/30/2017,N Twin,1760,BIB,716.28,,,,R Pelvic,,Electroshocking,23,,,,,780,22.77777778,,
6/30/2017,N Twin,1637,COC,492.76,,R,,R Pelvic,2017 Recap,Electroshocking,24,,,,,1500,22.77777778,,
6/30/2017,N Twin,1607,COC,482.6,,R,,R Pelvic,2017 Recap,Electroshocking,24,,,,,1500,22.77777778,,
6/30/2017,N Twin,1679,COC,330.2,,,,R Pelvic,,Electroshocking,24,,,,,1500,22.77777778,,
6/30/2017,N Twin,1682,COC,424.18,,,,R Pelvic,,Electroshocking,24,,,,,1500,22.77777778,,
6/30/2017,N Twin,1681,COC,381,,,,R Pelvic,,Electroshocking,24,,,,,1500,22.77777778,,
6/30/2017,N Twin,1683,COC,307.34,,,,R Pelvic,,Electroshocking,24,,,,,1500,22.77777778,,
6/30/2017,N Twin,1686,COC,505.46,,,,R Pelvic,,Electroshocking,25,,,,,540,22.77777778,,
6/30/2017,N Twin,1689,COC,414.02,,,,R Pelvic,,Electroshocking,25,,,,,540,22.77777778,,
6/30/2017,N Twin,1688,COC,492.76,,,,R Pelvic,,Electroshocking,25,,,,,540,22.77777778,,
6/30/2017,N Twin,1687,COC,571.5,,,,R Pelvic,,Electroshocking,25,,,,,540,22.77777778,,
6/30/2017,N Twin,1684,COC,322.58,,,,R Pelvic,,Electroshocking,25,,,,,540,22.77777778,,
6/30/2017,N Twin,1685,COC,406.4,,,,R Pelvic,,Electroshocking,25,,,,,540,22.77777778,,
6/30/2017,N Twin,1697,COC,393.7,,,,R Pelvic,,Electroshocking,25,,,,,540,22.77777778,,
6/30/2017,N Twin,1695,COC,568.96,,,,R Pelvic,,Electroshocking,25,,,,,540,22.77777778,,
6/30/2017,N Twin,1692,COC,568.96,,,,R Pelvic,,Electroshocking,25,,,,,540,22.77777778,,
6/30/2017,N Twin,1696,COC,533.4,,,,R Pelvic,,Electroshocking,25,,,,,540,22.77777778,,
6/30/2017,N Twin,1700,COC,485.14,,,,R Pelvic,,Electroshocking,25,,,,,540,22.77777778,,
6/30/2017,N Twin,1698,COC,487.68,,,,R Pelvic,,Electroshocking,25,,,,,540,22.77777778,,
6/30/2017,N Twin,1699,COC,431.8,,,,R Pelvic,,Electroshocking,25,,,,,540,22.77777778,,
6/30/2017,N Twin,1702,COC,596.9,,,,R Pelvic,,Electroshocking,25,,,,,540,22.77777778,,
6/30/2017,N Twin,1711,COC,774.7,,,,R Pelvic,,Electroshocking,25,,,,,540,22.77777778,,
6/30/2017,N Twin,1701,COC,645.16,,,,R Pelvic,,Electroshocking,25,,,,,540,22.77777778,,
6/30/2017,N Twin,1706,COC,723.9,,,,R Pelvic,,Electroshocking,25,,,,,540,22.77777778,,
6/30/2017,N Twin,1708,COC,566.42,,,,R Pelvic,,Electroshocking,25,,,,,540,22.77777778,,
6/30/2017,N Twin,1714,COC,660.4,,,,R Pelvic,,Electroshocking,25,,,,,540,22.77777778,,
6/30/2017,N Twin,1704,COC,421.64,,,,R Pelvic,,Electroshocking,25,,,,,540,22.77777778,,
6/30/2017,N Twin,1712,COC,502.92,,,,R Pelvic,,Electroshocking,25,,,,,540,22.77777778,,
6/30/2017,N Twin,1707,COC,647.7,,,,R Pelvic,,Electroshocking,25,,,,,540,22.77777778,,
6/30/2017,N Twin,1719,COC,533.4,,,,R Pelvic,,Electroshocking,25,,,,,540,22.77777778,,
6/30/2017,N Twin,1716,COC,530.86,,,,R Pelvic,,Electroshocking,25,,,,,540,22.77777778,,
6/30/2017,N Twin,1718,COC,533.4,,,,R Pelvic,,Electroshocking,25,,,,,540,22.77777778,,
6/30/2017,N Twin,1717,COC,596.9,,,,R Pelvic,,Electroshocking,25,,,,,540,22.77777778,,
6/30/2017,N Twin,1722,COC,695.96,,,,R Pelvic,,Electroshocking,25,,,,,540,22.77777778,,
6/30/2017,N Twin,1720,COC,541.02,,,,R Pelvic,,Electroshocking,25,,,,,540,22.77777778,,
6/30/2017,N Twin,1721,COC,411.48,,,,R Pelvic,,Electroshocking,25,,,,,540,22.77777778,,
6/30/2017,N Twin,1724,COC,317.5,,,,R Pelvic,,Electroshocking,25,,,,,540,22.77777778,,
6/30/2017,N Twin,1725,COC,541.02,,,,R Pelvic,,Electroshocking,25,,,,,540,22.77777778,,
6/30/2017,N Twin,1723,COC,416.56,,,,R Pelvic,,Electroshocking,25,,,,,540,22.77777778,,
6/30/2017,N Twin,1730,COC,698.5,,,,R Pelvic,,Electroshocking,26,,,,,1200,22.77777778,,
6/30/2017,N Twin,1738,COC,330.2,,,,R Pelvic,,Electroshocking,26,,,,,1200,22.77777778,,
6/30/2017,N Twin,1736,COC,713.74,,,,R Pelvic,,Electroshocking,26,,,,,1200,22.77777778,,
6/30/2017,N Twin,1731,COC,546.1,,,,R Pelvic,,Electroshocking,26,,,,,1200,22.77777778,,
6/30/2017,N Twin,1737,COC,497.84,,,,R Pelvic,,Electroshocking,26,,,,,1200,22.77777778,,
6/30/2017,N Twin,1746,COC,787.4,,,,R Pelvic,,Electroshocking,27,,,,,900,22.77777778,,
7/5/2017,N Twin,1758,BIB,452.12,,,,R Pelvic,,Electroshocking,27,,,,,900,26.11111111,,
7/5/2017,N Twin,1764,BIB,584.2,,,,R Pelvic,,Electroshocking,27,,,,,900,26.11111111,,
7/5/2017,N Twin,1767,BIB,665.48,,,,R Pelvic,,Electroshocking,27,,,,,900,26.11111111,,
7/5/2017,N Twin,1766,BIB,474.98,,,,R Pelvic,,Electroshocking,27,,,,,900,26.11111111,,
7/5/2017,N Twin,1773,BIB,728.98,,,,R Pelvic,,Electroshocking,27,,,,,900,26.11111111,,
7/5/2017,N Twin,1769,BIB,703.58,,,,R Pelvic,,Electroshocking,27,,,,,900,26.11111111,,
7/5/2017,N Twin,1775,BIB,594.36,,,,R Pelvic,,Electroshocking,27,,,,,900,26.11111111,,
7/5/2017,N Twin,1770,BIB,614.68,,,,R Pelvic,,Electroshocking,27,,,,,900,26.11111111,,
7/5/2017,N Twin,1778,BIB,779.78,,,,R Pelvic,,Electroshocking,27,,,,,900,26.11111111,,
7/5/2017,N Twin,1784,BIB,767.08,,,,R Pelvic,,Electroshocking,27,,,,,900,26.11111111,,
7/5/2017,N Twin,1785,BIB,812.8,,,,R Pelvic,,Electroshocking,27,,,,,900,26.11111111,,
7/5/2017,N Twin,1786,BIB,782.32,,,,R Pelvic,,Electroshocking,27,,,,,900,26.11111111,,
7/5/2017,N Twin,1779,BIB,762,,,,R Pelvic,,Electroshocking,27,,,,,900,26.11111111,,
7/5/2017,N Twin,1780,BIB,767.08,,,,R Pelvic,,Electroshocking,27,,,,,900,26.11111111,,
7/5/2017,N Twin,1776,BIB,706.12,,,,R Pelvic,,Electroshocking,27,,,,,900,26.11111111,,
7/5/2017,N Twin,1765,BIB,726.44,,,,R Pelvic,,Electroshocking,27,,,,,900,26.11111111,,
7/5/2017,N Twin,1782,BIB,635,,,,R Pelvic,,Electroshocking,27,,,,,900,26.11111111,,
7/5/2017,N Twin,1781,BIB,596.9,,,,R Pelvic,,Electroshocking,27,,,,,900,26.11111111,,
7/5/2017,N Twin,1783,BIB,632.46,,,,R Pelvic,,Electroshocking,27,,,,,900,26.11111111,,
7/5/2017,N Twin,1787,BIB,637.54,,,,R Pelvic,,Electroshocking,27,,,,,900,26.11111111,,
7/5/2017,N Twin,1791,BIB,711.2,,,,R Pelvic,,Electroshocking,28,,,,,870,26.11111111,,
7/5/2017,N Twin,1792,BIB,741.68,,,,R Pelvic,,Electroshocking,28,,,,,870,26.11111111,,
7/5/2017,N Twin,1800,BIB,444.5,,,,R Pelvic,,Electroshocking,28,,,,,870,26.11111111,,
7/5/2017,N Twin,1803,BIB,728.98,,,,R Pelvic,,Electroshocking,28,,,,,870,26.11111111,,
7/5/2017,N Twin,1801,BIB,779.78,,,,R Pelvic,,Electroshocking,28,,,,,870,26.11111111,,
7/5/2017,N Twin,1806,BIB,713.74,,,,R Pelvic,,Electroshocking,28,,,,,870,26.11111111,,
7/5/2017,N Twin,1763,COC,373.38,,,,R Pelvic,,Electroshocking,29,,,,,900,26.11111111,,
7/5/2017,N Twin,1761,COC,393.7,,,,R Pelvic,,Electroshocking,29,,,,,900,26.11111111,,
7/5/2017,N Twin,1762,COC,500.38,,,,R Pelvic,,Electroshocking,29,,,,,900,26.11111111,,
7/5/2017,N Twin,1772,COC,320.04,,,,R Pelvic,,Electroshocking,30,,,,,900,26.11111111,,
7/5/2017,N Twin,1768,COC,474.98,,,,R Pelvic,,Electroshocking,30,,,,,900,26.11111111,,
7/5/2017,N Twin,1777,COC,459.74,,,,R Pelvic,,Electroshocking,31,,,,,900,26.11111111,,
7/5/2017,N Twin,1774,COC,535.94,,,,R Pelvic,,Electroshocking,31,,,,,900,26.11111111,,
7/5/2017,N Twin,1790,COC,469.9,,,,R Pelvic,,Electroshocking,31,,,,,900,26.11111111,,
7/5/2017,N Twin,1793,COC,414.02,,,,R Pelvic,,Electroshocking,31,,,,,900,26.11111111,,
7/5/2017,N Twin,1788,COC,467.36,,,,R Pelvic,,Electroshocking,31,,,,,900,26.11111111,,
7/5/2017,N Twin,1789,COC,401.32,,,,R Pelvic,,Electroshocking,31,,,,,900,26.11111111,,
7/5/2017,N Twin,1797,COC,642.62,,,,R Pelvic,,Electroshocking,32,,,,,900,26.11111111,,
7/5/2017,N Twin,1798,COC,347.98,,,,R Pelvic,,Electroshocking,32,,,,,900,26.11111111,,
7/5/2017,N Twin,1794,COC,576.58,,,,R Pelvic,,Electroshocking,32,,,,,900,26.11111111,,
7/5/2017,N Twin,1796,COC,515.62,,,,R Pelvic,,Electroshocking,32,,,,,900,26.11111111,,
7/5/2017,N Twin,1795,COC,650.24,,,,R Pelvic,,Electroshocking,32,,,,,900,26.11111111,,
7/5/2017,N Twin,1799,COC,508,,,,R Pelvic,,Electroshocking,32,,,,,900,26.11111111,,
7/5/2017,N Twin,1802,COC,421.64,,,,R Pelvic,,Electroshocking,32,,,,,900,26.11111111,,
7/5/2017,N Twin,1804,COC,462.28,,,,R Pelvic,,Electroshocking,32,,,,,900,26.11111111,,
7/5/2017,N Twin,1805,COC,584.2,,,,R Pelvic,,Electroshocking,32,,,,,900,26.11111111,,
7/7/2017,S Twin,1820,BIB,375.92,,,,R Pelvic,,Electroshocking,33,,,,,900,25.55555556,,
7/7/2017,S Twin,1816,BIB,363.22,,,,R Pelvic,,Electroshocking,33,,,,,900,25.55555556,,
7/7/2017,S Twin,1817,BIB,447.04,,,,R Pelvic,,Electroshocking,33,,,,,900,25.55555556,,
7/7/2017,S Twin,1819,BIB,452.12,,,,R Pelvic,,Electroshocking,33,,,,,900,25.55555556,,
7/7/2017,S Twin,1826,BIB,386.08,,,,R Pelvic,,Electroshocking,33,,,,,900,25.55555556,,
7/7/2017,S Twin,1827,BIB,508,,,,R Pelvic,,Electroshocking,33,,,,,900,25.55555556,,
7/7/2017,S Twin,1828,BIB,447.04,,,,R Pelvic,,Electroshocking,33,,,,,900,25.55555556,,
7/7/2017,S Twin,1829,BIB,546.1,,,,R Pelvic,,Electroshocking,33,,,,,900,25.55555556,,
7/7/2017,S Twin,1831,BIB,622.3,,,,R Pelvic,,Electroshocking,33,,,,,900,25.55555556,,
7/7/2017,S Twin,1833,BIB,421.64,,,,R Pelvic,,Electroshocking,33,,,,,900,25.55555556,,
7/7/2017,S Twin,1830,BIB,530.86,,,,R Pelvic,,Electroshocking,33,,,,,900,25.55555556,,
7/7/2017,S Twin,1836,BIB,492.76,,,,R Pelvic,,Electroshocking,33,,,,,900,25.55555556,,
7/7/2017,S Twin,1832,BIB,452.12,,,,R Pelvic,,Electroshocking,33,,,,,900,25.55555556,,
7/7/2017,S Twin,1835,BIB,421.64,,,,R Pelvic,,Electroshocking,33,,,,,900,25.55555556,,
7/7/2017,S Twin,1893,BIB,414.02,,,,R Pelvic,,Electroshocking,33,,,,,900,25.55555556,,
7/7/2017,S Twin,1892,BIB,457.2,,,,R Pelvic,,Electroshocking,33,,,,,900,25.55555556,,
7/7/2017,S Twin,1895,BIB,386.08,,,,R Pelvic,,Electroshocking,33,,,,,900,25.55555556,,
7/7/2017,S Twin,1897,BIB,431.8,,,,R Pelvic,,Electroshocking,33,,,,,900,25.55555556,,
7/7/2017,S Twin,1808,COC,363.22,,,,R Pelvic,,Electroshocking,33,,,,,900,25.55555556,,
7/7/2017,S Twin,1807,COC,429.26,,,,R Pelvic,,Electroshocking,33,,,,,900,25.55555556,,
7/7/2017,S Twin,1809,COC,703.58,,,,R Pelvic,,Electroshocking,33,,,,,900,25.55555556,,
7/7/2017,S Twin,1810,COC,436.88,,,,R Pelvic,,Electroshocking,33,,,,,900,25.55555556,,
7/7/2017,S Twin,1815,COC,444.5,,,,R Pelvic,,Electroshocking,33,,,,,900,25.55555556,,
7/7/2017,S Twin,1812,COC,393.7,,,,R Pelvic,,Electroshocking,33,,,,,900,25.55555556,,
7/7/2017,S Twin,1813,COC,497.84,,,,R Pelvic,,Electroshocking,33,,,,,900,25.55555556,,
7/7/2017,S Twin,1811,COC,541.02,,,,R Pelvic,,Electroshocking,33,,,,,900,25.55555556,,
7/7/2017,S Twin,1814,COC,508,,,,R Pelvic,,Electroshocking,33,,,,,900,25.55555556,,
7/7/2017,S Twin,1825,COC,431.8,,,,R Pelvic,,Electroshocking,33,,,,,900,25.55555556,,
7/7/2017,S Twin,1824,COC,487.68,,,,R Pelvic,,Electroshocking,33,,,,,900,25.55555556,,
7/7/2017,S Twin,1823,COC,347.98,,,,R Pelvic,,Electroshocking,33,,,,,900,25.55555556,,
7/7/2017,S Twin,1822,COC,342.9,,,,R Pelvic,,Electroshocking,33,,,,,900,25.55555556,,
7/7/2017,S Twin,1821,COC,482.6,,,,R Pelvic,,Electroshocking,33,,,,,900,25.55555556,,
7/7/2017,S Twin,1837,COC,370.84,,,,R Pelvic,,Electroshocking,34,,,,,1620,25.55555556,,
7/7/2017,S Twin,1834,COC,360.68,,,,R Pelvic,,Electroshocking,35,,,,,1200,25.55555556,,
7/7/2017,S Twin,1818,COC,370.84,,,,R Pelvic,,Electroshocking,35,,,,,1200,25.55555556,,
7/7/2017,S Twin,1842,COC,381,,,,R Pelvic,,Electroshocking,35,,,,,1200,25.55555556,,
7/7/2017,S Twin,1841,COC,370.84,,,,R Pelvic,,Electroshocking,35,,,,,1200,25.55555556,,
7/7/2017,S Twin,1840,COC,353.06,,,,R Pelvic,,Electroshocking,35,,,,,1200,25.55555556,,
7/7/2017,S Twin,1850,COC,548.64,,,,R Pelvic,,Electroshocking,35,,,,,1200,25.55555556,,
7/7/2017,S Twin,1849,COC,548.64,,,,R Pelvic,,Electroshocking,35,,,,,1200,25.55555556,,
7/7/2017,S Twin,1847,COC,386.08,,,,R Pelvic,,Electroshocking,35,,,,,1200,25.55555556,,
7/7/2017,S Twin,1839,COC,368.3,,,,R Pelvic,,Electroshocking,35,,,,,1200,25.55555556,,
7/7/2017,S Twin,1838,COC,370.84,,,,R Pelvic,,Electroshocking,35,,,,,1200,25.55555556,,
7/7/2017,S Twin,1843,COC,490.22,,,,R Pelvic,,Electroshocking,35,,,,,1200,25.55555556,,
7/7/2017,S Twin,1848,COC,591.82,,,,R Pelvic,,Electroshocking,35,,,,,1200,25.55555556,,
7/7/2017,S Twin,1846,COC,350.52,,,,R Pelvic,,Electroshocking,35,,,,,1200,25.55555556,,
7/7/2017,S Twin,1845,COC,604.52,,,,R Pelvic,,Electroshocking,35,,,,,1200,25.55555556,,
7/7/2017,S Twin,1844,COC,396.24,,,,R Pelvic,,Electroshocking,35,,,,,1200,25.55555556,,
7/7/2017,S Twin,1883,COC,642.62,,,,R Pelvic,,Electroshocking,35,,,,,1200,25.55555556,,
7/7/2017,S Twin,1881,COC,472.44,,,,R Pelvic,,Electroshocking,35,,,,,1200,25.55555556,,
7/7/2017,S Twin,1882,COC,482.6,,,,R Pelvic,,Electroshocking,36,,,,,1500,25.55555556,,
7/7/2017,S Twin,1879,COC,660.4,,,,R Pelvic,,Electroshocking,36,,,,,1500,25.55555556,,
7/7/2017,S Twin,1880,COC,322.58,,,,R Pelvic,,Electroshocking,36,,,,,1500,25.55555556,,
7/7/2017,S Twin,1878,COC,386.08,,,,R Pelvic,,Electroshocking,36,,,,,1500,25.55555556,,
7/7/2017,S Twin,1876,COC,363.22,,,,R Pelvic,,Electroshocking,36,,,,,1500,25.55555556,,
7/7/2017,S Twin,1877,COC,401.32,,,,R Pelvic,,Electroshocking,36,,,,,1500,25.55555556,,
7/7/2017,S Twin,1886,COC,393.7,,,,R Pelvic,,Electroshocking,36,,,,,1500,25.55555556,,
7/7/2017,S Twin,1888,COC,462.28,,,,R Pelvic,,Electroshocking,36,,,,,1500,25.55555556,,
7/7/2017,S Twin,1884,COC,322.58,,,,R Pelvic,,Electroshocking,36,,,,,1500,25.55555556,,
7/7/2017,S Twin,1887,COC,373.38,,,,R Pelvic,missing right pelvic,Electroshocking,36,,,,,1500,25.55555556,,
7/7/2017,S Twin,1885,COC,678.18,,,,R Pelvic,,Electroshocking,36,,,,,1500,25.55555556,,
7/7/2017,S Twin,1889,COC,406.4,,,,R Pelvic,,Electroshocking,36,,,,,1500,25.55555556,,
7/7/2017,S Twin,1890,COC,482.6,,,,R Pelvic,,Electroshocking,36,,,,,1500,25.55555556,,
7/7/2017,S Twin,1891,COC,342.9,,,,R Pelvic,,Electroshocking,36,,,,,1500,25.55555556,,
7/7/2017,S Twin,1894,COC,487.68,,,,R Pelvic,,Electroshocking,37,,,,,900,25.55555556,,
7/7/2017,S Twin,1896,COC,414.02,,,,R Pelvic,,Electroshocking,37,,,,,900,25.55555556,,
7/7/2017,S Twin,1898,COC,381,,,,R Pelvic,,Electroshocking,37,,,,,900,25.55555556,,
7/10/2017,N Twin,5004,BIB,474.98,,,,R Pelvic,,Electroshocking,38,,,,,900,26.66666667,,
7/10/2017,N Twin,5012,BIB,728.98,,,,R Pelvic,,Electroshocking,39,,,,,900,26.66666667,,
7/10/2017,N Twin,5015,BIB,472.44,,,,R Pelvic,,Electroshocking,39,,,,,900,26.66666667,,
7/10/2017,N Twin,5022,BIB,662.94,,,,R Pelvic,,Electroshocking,39,,,,,900,26.66666667,,
7/10/2017,N Twin,5020,BIB,675.64,,,,R Pelvic,,Electroshocking,39,,,,,900,26.66666667,,
7/10/2017,N Twin,5019,BIB,627.38,,,,R Pelvic,,Electroshocking,39,,,,,900,26.66666667,,
7/10/2017,N Twin,5021,BIB,673.1,,,,R Pelvic,,Electroshocking,39,,,,,900,26.66666667,,
7/10/2017,N Twin,5023,BIB,734.06,,,,R Pelvic,,Electroshocking,39,,,,,900,26.66666667,,
7/10/2017,N Twin,5026,BIB,721.36,,,,R Pelvic,,Electroshocking,39,,,,,900,26.66666667,,
7/10/2017,N Twin,5032,BIB,604.52,,,,R Pelvic,,Electroshocking,39,,,,,900,26.66666667,,
7/10/2017,N Twin,5029,BIB,568.96,,,,R Pelvic,,Electroshocking,39,,,,,900,26.66666667,,
7/10/2017,N Twin,5034,BIB,624.84,,,,R Pelvic,,Electroshocking,39,,,,,900,26.66666667,,
7/10/2017,N Twin,5031,BIB,622.3,,,,R Pelvic,,Electroshocking,39,,,,,900,26.66666667,,
7/10/2017,N Twin,5033,BIB,721.36,,,,R Pelvic,,Electroshocking,39,,,,,900,26.66666667,,
7/10/2017,N Twin,5030,BIB,764.54,,,,R Pelvic,,Electroshocking,39,,,,,900,26.66666667,,
7/10/2017,N Twin,5035,BIB,734.06,,,,R Pelvic,,Electroshocking,39,,,,,900,26.66666667,,
7/10/2017,N Twin,5036,BIB,439.42,,,,R Pelvic,,Electroshocking,39,,,,,900,26.66666667,,
7/10/2017,N Twin,5028,BIB,662.94,,,,R Pelvic,,Electroshocking,39,,,,,900,26.66666667,,
7/10/2017,N Twin,5039,BIB,637.54,,,,R Pelvic,,Electroshocking,40,,,,,900,26.66666667,,
7/10/2017,N Twin,5037,BIB,535.94,,,,R Pelvic,,Electroshocking,40,,,,,900,26.66666667,,
7/10/2017,N Twin,5050,BIB,576.58,,,,R Pelvic,,Electroshocking,40,,,,,900,26.66666667,,
7/10/2017,N Twin,5049,BIB,734.06,,,,R Pelvic,,Electroshocking,40,,,,,900,26.66666667,,
7/10/2017,N Twin,5046,BIB,650.24,,,,R Pelvic,,Electroshocking,40,,,,,900,26.66666667,,
7/10/2017,N Twin,5048,BIB,678.18,,,,R Pelvic,,Electroshocking,40,,,,,900,26.66666667,,
7/10/2017,N Twin,5045,BIB,655.32,,,,R Pelvic,,Electroshocking,40,,,,,900,26.66666667,,
7/10/2017,N Twin,5044,BIB,769.62,,,,R Pelvic,,Electroshocking,40,,,,,900,26.66666667,,
7/10/2017,N Twin,5047,BIB,678.18,,,,R Pelvic,,Electroshocking,40,,,,,900,26.66666667,,
7/10/2017,N Twin,5041,BIB,629.92,,,,R Pelvic,,Electroshocking,40,,,,,900,26.66666667,,
7/10/2017,N Twin,5040,BIB,683.26,,,,R Pelvic,,Electroshocking,40,,,,,900,26.66666667,,
7/10/2017,N Twin,5042,BIB,629.92,,,,R Pelvic,,Electroshocking,40,,,,,900,26.66666667,,
7/10/2017,N Twin,5043,BIB,419.1,,,,R Pelvic,,Electroshocking,40,,,,,900,26.66666667,,
7/10/2017,N Twin,5052,BIB,741.68,,,,R Pelvic,,Electroshocking,41,,,,,840,26.66666667,,
7/10/2017,N Twin,5051,BIB,436.88,,,,R Pelvic,,Electroshocking,41,,,,,840,26.66666667,,
7/10/2017,N Twin,5054,BIB,604.52,,,,R Pelvic,,Electroshocking,41,,,,,840,26.66666667,,
7/10/2017,N Twin,1679,COC,347.98,,R,,R Pelvic,2017 Recap,Electroshocking,42,,,,,1320,26.66666667,,
7/10/2017,N Twin,1772,COC,325.12,,R,,R Pelvic,2017 Recap,Electroshocking,42,,,,,1320,26.66666667,,
7/10/2017,N Twin,5013,COC,449.58,,,,R Pelvic,,Electroshocking,43,,,,,1560,26.66666667,,
7/10/2017,N Twin,5011,COC,515.62,,,,R Pelvic,,Electroshocking,43,,,,,1560,26.66666667,,
7/10/2017,N Twin,5005,COC,607.06,,,,R Pelvic,,Electroshocking,43,,,,,1560,26.66666667,,
7/10/2017,N Twin,5007,COC,568.96,,,,R Pelvic,,Electroshocking,43,,,,,1560,26.66666667,,
7/10/2017,N Twin,5006,COC,510.54,,,,R Pelvic,,Electroshocking,43,,,,,1560,26.66666667,,
7/10/2017,N Twin,5009,COC,635,,,,R Pelvic,,Electroshocking,43,,,,,1560,26.66666667,,
7/10/2017,N Twin,5008,COC,759.46,,,,R Pelvic,,Electroshocking,43,,,,,1560,26.66666667,,
7/10/2017,N Twin,5016,COC,576.58,,,,R Pelvic,,Electroshocking,43,,,,,1560,26.66666667,,
7/10/2017,N Twin,5010,COC,586.74,,,,R Pelvic,,Electroshocking,43,,,,,1560,26.66666667,,
7/10/2017,N Twin,5014,COC,449.58,,,,R Pelvic,,Electroshocking,43,,,,,1560,26.66666667,,
7/10/2017,N Twin,5018,COC,607.06,,,,R Pelvic,,Electroshocking,43,,,,,1560,26.66666667,,
7/10/2017,N Twin,5025,COC,535.94,,,,R Pelvic,,Electroshocking,44,,,,,900,26.66666667,,
7/10/2017,N Twin,5024,COC,518.16,,,,R Pelvic,,Electroshocking,44,,,,,900,26.66666667,,
7/10/2017,N Twin,5027,COC,703.58,,,,R Pelvic,,Electroshocking,45,,,,,1200,26.66666667,,
7/10/2017,N Twin,5038,COC,566.42,,,,R Pelvic,,Electroshocking,45,,,,,1200,26.66666667,,
7/13/2017,S Twin,5055,BIB,454.66,,,,R Pelvic,,Electroshocking,45,,,,,1200,26.66666667,,
7/13/2017,S Twin,5125,BIB,406.4,,,,R Pelvic,,Electroshocking,45,,,,,1200,26.66666667,,
7/13/2017,S Twin,5135,BIB,665.48,,,,R Pelvic,,Electroshocking,45,,,,,1200,26.66666667,,
7/13/2017,S Twin,5139,BIB,393.7,,,,R Pelvic,,Electroshocking,45,,,,,1200,26.66666667,,
7/13/2017,S Twin,5138,BIB,457.2,,,,R Pelvic,,Electroshocking,45,,,,,1200,26.66666667,,
7/13/2017,S Twin,5137,BIB,459.74,,,,R Pelvic,,Electroshocking,45,,,,,1200,26.66666667,,
7/13/2017,S Twin,5140,BIB,482.6,,,,R Pelvic,,Electroshocking,45,,,,,1200,26.66666667,,
7/13/2017,S Twin,5136,BIB,485.14,,,,R Pelvic,,Electroshocking,45,,,,,1200,26.66666667,,
7/13/2017,S Twin,5144,BIB,472.44,,,,R Pelvic,,Electroshocking,45,,,,,1200,26.66666667,,
7/13/2017,S Twin,5142,BIB,490.22,,,,R Pelvic,,Electroshocking,45,,,,,1200,26.66666667,,
7/13/2017,S Twin,5141,BIB,459.74,,,,R Pelvic,,Electroshocking,45,,,,,1200,26.66666667,,
7/13/2017,S Twin,5074,COC,431.8,,,,R Pelvic,,Electroshocking,46,,,,,780,26.66666667,,
7/13/2017,S Twin,5100,COC,360.68,,,,R Pelvic,,Electroshocking,46,,,,,780,26.66666667,,
7/13/2017,S Twin,5075,COC,391.16,,,,R Pelvic,,Electroshocking,46,,,,,780,26.66666667,,
7/13/2017,S Twin,5072,COC,398.78,,,,R Pelvic,,Electroshocking,46,,,,,780,26.66666667,,
7/13/2017,S Twin,5071,COC,373.38,,,,R Pelvic,,Electroshocking,46,,,,,780,26.66666667,,
7/13/2017,S Twin,5070,COC,337.82,,,,R Pelvic,,Electroshocking,46,,,,,780,26.66666667,,
7/13/2017,S Twin,5073,COC,398.78,,,,R Pelvic,,Electroshocking,46,,,,,780,26.66666667,,
7/13/2017,S Twin,5061,COC,370.84,,,,R Pelvic,,Electroshocking,46,,,,,780,26.66666667,,
7/13/2017,S Twin,5066,COC,421.64,,,,R Pelvic,,Electroshocking,46,,,,,780,26.66666667,,
7/13/2017,S Twin,5067,COC,342.9,,,,R Pelvic,,Electroshocking,46,,,,,780,26.66666667,,
