Date,Lake,TAG NUMBER,Species,Length (mm),Weight (g),Recap,Tag Loss,Fin Clipped,Notes,Gear,Site Transect,Start Latitude,Start Longitude,End Latitude,End Longitude,On Time (s),Water Temp..C.,Secchi (cm),Weather,Year
6/8/2017,Blue,179,COC,386,880,,,R Pectoral,,Electroshocking,3,Blue Std 3,Blue Std 3,Blue Std 3,Blue Std 3,906,,,,2017
6/8/2017,Blue,180,COC,458,970,,,R Pectoral,,Electroshocking,3,Blue Std 3,Blue Std 3,Blue Std 3,Blue Std 3,906,,,,2017
6/8/2017,Blue,181,COC,330,500,,,R Pectoral,,Electroshocking,3,Blue Std 3,Blue Std 3,Blue Std 3,Blue Std 3,906,,,,2017
6/8/2017,Blue,182,COC,530,1775,,,R Pectoral,,Electroshocking,3,Blue Std 3,Blue Std 3,Blue Std 3,Blue Std 3,906,,,,2017
6/8/2017,Blue,183,COC,384,715,,,R Pectoral,,Electroshocking,3,Blue Std 3,Blue Std 3,Blue Std 3,Blue Std 3,906,,,,2017
6/8/2017,Blue,184,COC,367,645,,,R Pectoral,,Electroshocking,3,Blue Std 3,Blue Std 3,Blue Std 3,Blue Std 3,906,,,,2017
6/8/2017,Blue,185,COC,354,555,,,R Pectoral,,Electroshocking,3,Blue Std 3,Blue Std 3,Blue Std 3,Blue Std 3,906,,,,2017
6/8/2017,Blue,186,COC,454,1040,,,R Pectoral,,Electroshocking,3,Blue Std 3,Blue Std 3,Blue Std 3,Blue Std 3,906,,,,2017
6/8/2017,Blue,187,COC,500,1535,,,R Pectoral,,Electroshocking,4,Blue Std 4,Blue Std 4,Blue Std 4,Blue Std 4,905,,,,2017
6/8/2017,Blue,188,COC,389,770,,,R Pectoral,,Electroshocking,4,Blue Std 4,Blue Std 4,Blue Std 4,Blue Std 4,905,,,,2017
6/8/2017,Blue,189,COC,349,530,,,R Pectoral,,Electroshocking,4,Blue Std 4,Blue Std 4,Blue Std 4,Blue Std 4,905,,,,2017
6/8/2017,Blue,190,COC,382,630,,,R Pectoral,,Electroshocking,4,Blue Std 4,Blue Std 4,Blue Std 4,Blue Std 4,905,,,,2017
6/8/2017,Blue,191,COC,362,615,,,R Pectoral,,Electroshocking,4,Blue Std 4,Blue Std 4,Blue Std 4,Blue Std 4,905,,,,2017
6/8/2017,Blue,192,COC,285,325,,,R Pectoral,,Electroshocking,4,Blue Std 4,Blue Std 4,Blue Std 4,Blue Std 4,905,,,,2017
6/8/2017,Blue,193,COC,384,615,,,R Pectoral,,Electroshocking,4,Blue Std 4,Blue Std 4,Blue Std 4,Blue Std 4,905,,,,2017
6/8/2017,Blue,194,COC,260,265,,,R Pectoral,,Electroshocking,4,Blue Std 4,Blue Std 4,Blue Std 4,Blue Std 4,905,,,,2017
6/8/2017,Blue,195,COC,249,555,,,R Pectoral,,Electroshocking,4,Blue Std 4,Blue Std 4,Blue Std 4,Blue Std 4,905,,,,2017
6/8/2017,Blue,196,COC,398,745,,,R Pectoral,,Electroshocking,4,Blue Std 4,Blue Std 4,Blue Std 4,Blue Std 4,905,,,,2017
6/8/2017,Blue,197,COC,370,670,,,R Pectoral,,Electroshocking,4,Blue Std 4,Blue Std 4,Blue Std 4,Blue Std 4,905,,,,2017
6/8/2017,Blue,199,COC,258,240,,,R Pectoral,,Electroshocking,4,Blue Std 4,Blue Std 4,Blue Std 4,Blue Std 4,905,,,,2017
6/8/2017,Blue,200,COC,386,700,,,R Pectoral,No tag 198,Electroshocking,4,Blue Std 4,Blue Std 4,Blue Std 4,Blue Std 4,905,,,,2017
6/8/2017,Blue,201,COC,502,1440,,,R Pectoral,,Electroshocking,4,Blue Std 4,Blue Std 4,Blue Std 4,Blue Std 4,905,,,,2017
6/8/2017,Blue,202,COC,382,725,,,R Pectoral,,Electroshocking,4,Blue Std 4,Blue Std 4,Blue Std 4,Blue Std 4,905,,,,2017
6/8/2017,Blue,203,COC,371,660,,,R Pectoral,,Electroshocking,4,Blue Std 4,Blue Std 4,Blue Std 4,Blue Std 4,905,,,,2017
6/8/2017,Blue,204,COC,358,570,,,R Pectoral,,Electroshocking,4,Blue Std 4,Blue Std 4,Blue Std 4,Blue Std 4,905,,,,2017
6/8/2017,Blue,205,COC,336,450,,,R Pectoral,,Electroshocking,4,Blue Std 4,Blue Std 4,Blue Std 4,Blue Std 4,905,,,,2017
6/8/2017,Blue,206,COC,466,1410,,,R Pectoral,,Electroshocking,4,Blue Std 4,Blue Std 4,Blue Std 4,Blue Std 4,905,,,,2017
6/8/2017,Blue,207,COC,322,400,,,R Pectoral,,Electroshocking,4,Blue Std 4,Blue Std 4,Blue Std 4,Blue Std 4,905,,,,2017
6/8/2017,Blue,208,COC,338,465,,,R Pectoral,,Electroshocking,4,Blue Std 4,Blue Std 4,Blue Std 4,Blue Std 4,905,,,,2017
6/12/2017,Blue,210,COC,458,,,,R Pectoral,,Electroshocking,5,42 2.419,96 9.755,42 2.066,96 9.788,900,,,,2017
6/12/2017,Blue,211,COC,454,,,,R Pectoral,,Electroshocking,5,42 2.419,96 9.755,42 2.066,96 9.788,900,,,,2017
6/12/2017,Blue,212,COC,364,,,,R Pectoral,,Electroshocking,5,42 2.419,96 9.755,42 2.066,96 9.788,900,,,,2017
6/12/2017,Blue,213,COC,394,,,,R Pectoral,,Electroshocking,5,42 2.419,96 9.755,42 2.066,96 9.788,900,,,,2017
6/12/2017,Blue,214,COC,368,,,,R Pectoral,,Electroshocking,5,42 2.419,96 9.755,42 2.066,96 9.788,900,,,,2017
6/12/2017,Blue,215,COC,280,,,,R Pectoral,,Electroshocking,5,42 2.419,96 9.755,42 2.066,96 9.788,900,,,,2017
6/12/2017,Blue,216,COC,339,,,,R Pectoral,,Electroshocking,5,42 2.419,96 9.755,42 2.066,96 9.788,900,,,,2017
6/12/2017,Blue,217,COC,368,,,,R Pectoral,,Electroshocking,5,42 2.419,96 9.755,42 2.066,96 9.788,900,,,,2017
6/12/2017,Blue,218,COC,376,,,,R Pectoral,,Electroshocking,5,42 2.419,96 9.755,42 2.066,96 9.788,900,,,,2017
6/12/2017,Blue,219,COC,331,,,,R Pectoral,,Electroshocking,5,42 2.419,96 9.755,42 2.066,96 9.788,900,,,,2017
6/12/2017,Blue,220,COC,330,,,,R Pectoral,,Electroshocking,5,42 2.419,96 9.755,42 2.066,96 9.788,900,,,,2017
6/12/2017,Blue,221,COC,266,,,,R Pectoral,,Electroshocking,5,42 2.419,96 9.755,42 2.066,96 9.788,900,,,,2017
6/12/2017,Blue,222,COC,330,,,,R Pectoral,,Electroshocking,5,42 2.419,96 9.755,42 2.066,96 9.788,900,,,,2017
6/12/2017,Blue,223,COC,344,,,,R Pectoral,,Electroshocking,5,42 2.419,96 9.755,42 2.066,96 9.788,900,,,,2017
6/12/2017,Blue,224,COC,371,,,,R Pectoral,,Electroshocking,5,42 2.419,96 9.755,42 2.066,96 9.788,900,,,,2017
6/12/2017,Blue,225,COC,338,,,,R Pectoral,,Electroshocking,5,42 2.419,96 9.755,42 2.066,96 9.788,900,,,,2017
6/12/2017,Blue,226,COC,533,,,,R Pectoral,,Electroshocking,5,42 2.419,96 9.755,42 2.066,96 9.788,900,,,,2017
6/12/2017,Blue,227,COC,348,,,,R Pectoral,,Electroshocking,5,42 2.419,96 9.755,42 2.066,96 9.788,900,,,,2017
6/12/2017,Blue,228,COC,324,,,,R Pectoral,,Electroshocking,5,42 2.419,96 9.755,42 2.066,96 9.788,900,,,,2017
6/12/2017,Blue,229,COC,308,,,,R Pectoral,,Electroshocking,5,42 2.419,96 9.755,42 2.066,96 9.788,900,,,,2017
6/12/2017,Blue,230,COC,344,,,,R Pectoral,,Electroshocking,5,42 2.419,96 9.755,42 2.066,96 9.788,900,,,,2017
6/12/2017,Blue,231,COC,333,,,,R Pectoral,,Electroshocking,5,42 2.419,96 9.755,42 2.066,96 9.788,900,,,,2017
6/12/2017,Blue,232,COC,351,,,,R Pectoral,,Electroshocking,5,42 2.419,96 9.755,42 2.066,96 9.788,900,,,,2017
6/12/2017,Blue,233,COC,233,,,,R Pectoral,,Electroshocking,5,42 2.419,96 9.755,42 2.066,96 9.788,900,,,,2017
6/12/2017,Blue,234,COC,341,,,,R Pectoral,,Electroshocking,5,42 2.419,96 9.755,42 2.066,96 9.788,900,,,,2017
6/12/2017,Blue,235,COC,346,,,,R Pectoral,,Electroshocking,5,42 2.419,96 9.755,42 2.066,96 9.788,900,,,,2017
6/12/2017,Blue,236,COC,290,,,,R Pectoral,,Electroshocking,5,42 2.419,96 9.755,42 2.066,96 9.788,900,,,,2017
6/12/2017,Blue,237,COC,361,,,,R Pectoral,,Electroshocking,5,42 2.419,96 9.755,42 2.066,96 9.788,900,,,,2017
6/12/2017,Blue,238,COC,368,,,,R Pectoral,,Electroshocking,5,42 2.419,96 9.755,42 2.066,96 9.788,900,,,,2017
6/12/2017,Blue,239,COC,343,,,,R Pectoral,,Electroshocking,5,42 2.419,96 9.755,42 2.066,96 9.788,900,,,,2017
6/12/2017,Blue,240,COC,446,,,,R Pectoral,,Electroshocking,5,42 2.419,96 9.755,42 2.066,96 9.788,900,,,,2017
6/12/2017,Blue,241,COC,357,,,,R Pectoral,,Electroshocking,5,42 2.419,96 9.755,42 2.066,96 9.788,900,,,,2017
6/12/2017,Blue,242,COC,453,,,,R Pectoral,,Electroshocking,5,42 2.419,96 9.755,42 2.066,96 9.788,900,,,,2017
6/12/2017,Blue,243,COC,409,,,,R Pectoral,,Electroshocking,5,42 2.419,96 9.755,42 2.066,96 9.788,900,,,,2017
6/12/2017,Blue,244,COC,344,,,,R Pectoral,,Electroshocking,5,42 2.419,96 9.755,42 2.066,96 9.788,900,,,,2017
6/12/2017,Blue,245,COC,368,,,,R Pectoral,,Electroshocking,5,42 2.419,96 9.755,42 2.066,96 9.788,900,,,,2017
6/12/2017,Blue,246,COC,390,,,,R Pectoral,,Electroshocking,5,42 2.419,96 9.755,42 2.066,96 9.788,900,,,,2017
6/12/2017,Blue,247,COC,337,,,,R Pectoral,,Electroshocking,5,42 2.419,96 9.755,42 2.066,96 9.788,900,,,,2017
6/12/2017,Blue,248,COC,435,,,,R Pectoral,,Electroshocking,5,42 2.419,96 9.755,42 2.066,96 9.788,900,,,,2017
6/12/2017,Blue,249,COC,376,,,,R Pectoral,,Electroshocking,5,42 2.419,96 9.755,42 2.066,96 9.788,900,,,,2017
6/12/2017,Blue,250,COC,325,,,,R Pectoral,,Electroshocking,5,42 2.419,96 9.755,42 2.066,96 9.788,900,,,,2017
6/12/2017,Blue,251,COC,354,,,,R Pectoral,,Electroshocking,5,42 2.419,96 9.755,42 2.066,96 9.788,900,,,,2017
6/12/2017,Blue,252,COC,356,,,,R Pectoral,,Electroshocking,6,42 1.989,96 9.786,42 1.604,96 9.638,906,,,,2017
6/12/2017,Blue,253,COC,348,,,,R Pectoral,,Electroshocking,6,42 1.989,96 9.786,42 1.604,96 9.638,906,,,,2017
6/12/2017,Blue,254,COC,406,,,,R Pectoral,,Electroshocking,6,42 1.989,96 9.786,42 1.604,96 9.638,906,,,,2017
6/12/2017,Blue,255,COC,338,,,,R Pectoral,,Electroshocking,6,42 1.989,96 9.786,42 1.604,96 9.638,906,,,,2017
6/12/2017,Blue,256,COC,374,,,,R Pectoral,,Electroshocking,6,42 1.989,96 9.786,42 1.604,96 9.638,906,,,,2017
6/12/2017,Blue,257,COC,352,,,,R Pectoral,,Electroshocking,6,42 1.989,96 9.786,42 1.604,96 9.638,906,,,,2017
6/12/2017,Blue,258,COC,484,,,,R Pectoral,,Electroshocking,6,42 1.989,96 9.786,42 1.604,96 9.638,906,,,,2017
6/12/2017,Blue,259,COC,377,,,,R Pectoral,,Electroshocking,6,42 1.989,96 9.786,42 1.604,96 9.638,906,,,,2017
6/12/2017,Blue,260,COC,361,,,,R Pectoral,,Electroshocking,6,42 1.989,96 9.786,42 1.604,96 9.638,906,,,,2017
6/12/2017,Blue,261,COC,355,,,,R Pectoral,,Electroshocking,6,42 1.989,96 9.786,42 1.604,96 9.638,906,,,,2017
6/12/2017,Blue,262,COC,574,,,,R Pectoral,,Electroshocking,6,42 1.989,96 9.786,42 1.604,96 9.638,906,,,,2017
6/12/2017,Blue,263,COC,326,,,,R Pectoral,,Electroshocking,6,42 1.989,96 9.786,42 1.604,96 9.638,906,,,,2017
6/12/2017,Blue,264,COC,534,,,,R Pectoral,,Electroshocking,6,42 1.989,96 9.786,42 1.604,96 9.638,906,,,,2017
6/12/2017,Blue,265,COC,450,,,,R Pectoral,,Electroshocking,6,42 1.989,96 9.786,42 1.604,96 9.638,906,,,,2017
6/12/2017,Blue,266,COC,380,,,,R Pectoral,,Electroshocking,6,42 1.989,96 9.786,42 1.604,96 9.638,906,,,,2017
6/12/2017,Blue,267,COC,344,,,,R Pectoral,,Electroshocking,6,42 1.989,96 9.786,42 1.604,96 9.638,906,,,,2017
6/12/2017,Blue,268,COC,274,,,,R Pectoral,,Electroshocking,6,42 1.989,96 9.786,42 1.604,96 9.638,906,,,,2017
6/12/2017,Blue,269,COC,537,,,,R Pectoral,,Electroshocking,6,42 1.989,96 9.786,42 1.604,96 9.638,906,,,,2017
6/12/2017,Blue,270,COC,413,,,,R Pectoral,,Electroshocking,6,42 1.989,96 9.786,42 1.604,96 9.638,906,,,,2017
6/12/2017,Blue,271,COC,328,,,,R Pectoral,,Electroshocking,6,42 1.989,96 9.786,42 1.604,96 9.638,906,,,,2017
6/12/2017,Blue,272,COC,556,,,,R Pectoral,,Electroshocking,6,42 1.989,96 9.786,42 1.604,96 9.638,906,,,,2017
6/12/2017,Blue,273,COC,360,,,,R Pectoral,,Electroshocking,6,42 1.989,96 9.786,42 1.604,96 9.638,906,,,,2017
6/12/2017,Blue,274,COC,357,,,,R Pectoral,,Electroshocking,6,42 1.989,96 9.786,42 1.604,96 9.638,906,,,,2017
6/12/2017,Blue,275,COC,596,,,,R Pectoral,,Electroshocking,6,42 1.989,96 9.786,42 1.604,96 9.638,906,,,,2017
6/12/2017,Blue,276,COC,353,,,,R Pectoral,,Electroshocking,6,42 1.989,96 9.786,42 1.604,96 9.638,906,,,,2017
6/12/2017,Blue,277,COC,346,,,,R Pectoral,,Electroshocking,6,42 1.989,96 9.786,42 1.604,96 9.638,906,,,,2017
6/12/2017,Blue,278,COC,438,,,,R Pectoral,,Electroshocking,6,42 1.989,96 9.786,42 1.604,96 9.638,906,,,,2017
6/12/2017,Blue,279,COC,336,,,,R Pectoral,,Electroshocking,6,42 1.989,96 9.786,42 1.604,96 9.638,906,,,,2017
6/12/2017,Blue,280,COC,458,,,,R Pectoral,,Electroshocking,6,42 1.989,96 9.786,42 1.604,96 9.638,906,,,,2017
6/12/2017,Blue,281,COC,335,,,,R Pectoral,,Electroshocking,6,42 1.989,96 9.786,42 1.604,96 9.638,906,,,,2017
6/12/2017,Blue,282,COC,351,,,,R Pectoral,,Electroshocking,6,42 1.989,96 9.786,42 1.604,96 9.638,906,,,,2017
6/12/2017,Blue,283,COC,346,,,,R Pectoral,,Electroshocking,6,42 1.989,96 9.786,42 1.604,96 9.638,906,,,,2017
6/12/2017,Blue,284,COC,366,,,,R Pectoral,,Electroshocking,7,42 1.611,96 9.616,42 1.654,96 9.360,910,,,,2017
6/12/2017,Blue,285,COC,356,,,,R Pectoral,,Electroshocking,7,42 1.611,96 9.616,42 1.654,96 9.360,910,,,,2017
6/12/2017,Blue,286,COC,380,,,,R Pectoral,,Electroshocking,7,42 1.611,96 9.616,42 1.654,96 9.360,910,,,,2017
6/12/2017,Blue,287,COC,562,,,,R Pectoral,,Electroshocking,7,42 1.611,96 9.616,42 1.654,96 9.360,910,,,,2017
6/12/2017,Blue,288,COC,362,,,,R Pectoral,,Electroshocking,7,42 1.611,96 9.616,42 1.654,96 9.360,910,,,,2017
6/12/2017,Blue,289,COC,372,,,,R Pectoral,,Electroshocking,7,42 1.611,96 9.616,42 1.654,96 9.360,910,,,,2017
6/12/2017,Blue,290,COC,361,,,,R Pectoral,,Electroshocking,7,42 1.611,96 9.616,42 1.654,96 9.360,910,,,,2017
6/12/2017,Blue,291,COC,376,,,,R Pectoral,,Electroshocking,7,42 1.611,96 9.616,42 1.654,96 9.360,910,,,,2017
6/12/2017,Blue,292,COC,334,,,,R Pectoral,,Electroshocking,7,42 1.611,96 9.616,42 1.654,96 9.360,910,,,,2017
6/12/2017,Blue,293,COC,353,,,,R Pectoral,,Electroshocking,7,42 1.611,96 9.616,42 1.654,96 9.360,910,,,,2017
6/12/2017,Blue,294,COC,411,,,,R Pectoral,,Electroshocking,7,42 1.611,96 9.616,42 1.654,96 9.360,910,,,,2017
6/12/2017,Blue,295,COC,322,,,,R Pectoral,,Electroshocking,7,42 1.611,96 9.616,42 1.654,96 9.360,910,,,,2017
6/12/2017,Blue,296,COC,471,,,,R Pectoral,,Electroshocking,7,42 1.611,96 9.616,42 1.654,96 9.360,910,,,,2017
6/12/2017,Blue,297,COC,382,,,,R Pectoral,,Electroshocking,7,42 1.611,96 9.616,42 1.654,96 9.360,910,,,,2017
6/12/2017,Blue,298,COC,342,,,,R Pectoral,,Electroshocking,7,42 1.611,96 9.616,42 1.654,96 9.360,910,,,,2017
6/12/2017,Blue,299,COC,372,,,,R Pectoral,,Electroshocking,7,42 1.611,96 9.616,42 1.654,96 9.360,910,,,,2017
6/12/2017,Blue,300,COC,472,,,,R Pectoral,,Electroshocking,7,42 1.611,96 9.616,42 1.654,96 9.360,910,,,,2017
6/12/2017,Blue,301,COC,326,,,,R Pectoral,,Electroshocking,7,42 1.611,96 9.616,42 1.654,96 9.360,910,,,,2017
6/12/2017,Blue,302,COC,323,,,,R Pectoral,,Electroshocking,7,42 1.611,96 9.616,42 1.654,96 9.360,910,,,,2017
6/12/2017,Blue,303,COC,339,,,,R Pectoral,,Electroshocking,7,42 1.611,96 9.616,42 1.654,96 9.360,910,,,,2017
6/12/2017,Blue,304,COC,488,,,,R Pectoral,,Electroshocking,7,42 1.611,96 9.616,42 1.654,96 9.360,910,,,,2017
6/12/2017,Blue,305,COC,472,,,,R Pectoral,,Electroshocking,7,42 1.611,96 9.616,42 1.654,96 9.360,910,,,,2017
6/12/2017,Blue,306,COC,342,,,,R Pectoral,,Electroshocking,7,42 1.611,96 9.616,42 1.654,96 9.360,910,,,,2017
6/12/2017,Blue,307,COC,355,,,,R Pectoral,,Electroshocking,7,42 1.611,96 9.616,42 1.654,96 9.360,910,,,,2017
6/12/2017,Blue,308,COC,502,,,,R Pectoral,,Electroshocking,7,42 1.611,96 9.616,42 1.654,96 9.360,910,,,,2017
6/12/2017,Blue,309,COC,348,,,,R Pectoral,,Electroshocking,7,42 1.611,96 9.616,42 1.654,96 9.360,910,,,,2017
6/12/2017,Blue,310,COC,374,,,,R Pectoral,,Electroshocking,7,42 1.611,96 9.616,42 1.654,96 9.360,910,,,,2017
6/12/2017,Blue,311,COC,318,,,,R Pectoral,,Electroshocking,7,42 1.611,96 9.616,42 1.654,96 9.360,910,,,,2017
6/12/2017,Blue,312,COC,519,,,,R Pectoral,,Electroshocking,7,42 1.611,96 9.616,42 1.654,96 9.360,910,,,,2017
6/12/2017,Blue,313,COC,356,,,,R Pectoral,,Electroshocking,7,42 1.611,96 9.616,42 1.654,96 9.360,910,,,,2017
6/12/2017,Blue,314,COC,376,,,,R Pectoral,,Electroshocking,7,42 1.611,96 9.616,42 1.654,96 9.360,910,,,,2017
6/12/2017,Blue,315,COC,324,,,,R Pectoral,,Electroshocking,7,42 1.611,96 9.616,42 1.654,96 9.360,910,,,,2017
6/12/2017,Blue,316,COC,309,,,,R Pectoral,,Electroshocking,7,42 1.611,96 9.616,42 1.654,96 9.360,910,,,,2017
6/12/2017,Blue,317,COC,397,,,,R Pectoral,,Electroshocking,7,42 1.611,96 9.616,42 1.654,96 9.360,910,,,,2017
6/12/2017,Blue,318,COC,564,,,,R Pectoral,,Electroshocking,7,42 1.611,96 9.616,42 1.654,96 9.360,910,,,,2017
6/12/2017,Blue,319,COC,387,,,,R Pectoral,,Electroshocking,7,42 1.611,96 9.616,42 1.654,96 9.360,910,,,,2017
6/12/2017,Blue,320,COC,555,,,,R Pectoral,,Electroshocking,7,42 1.611,96 9.616,42 1.654,96 9.360,910,,,,2017
6/12/2017,Blue,321,COC,471,,,,R Pectoral,,Electroshocking,7,42 1.611,96 9.616,42 1.654,96 9.360,910,,,,2017
6/12/2017,Blue,322,COC,492,,,,R Pectoral,,Electroshocking,7,42 1.611,96 9.616,42 1.654,96 9.360,910,,,,2017
6/12/2017,Blue,323,COC,338,,,,R Pectoral,,Electroshocking,7,42 1.611,96 9.616,42 1.654,96 9.360,910,,,,2017
6/12/2017,Blue,324,COC,368,,,,R Pectoral,,Electroshocking,7,42 1.611,96 9.616,42 1.654,96 9.360,910,,,,2017
6/12/2017,Blue,325,COC,466,,,,R Pectoral,,Electroshocking,7,42 1.611,96 9.616,42 1.654,96 9.360,910,,,,2017
6/12/2017,Blue,326,COC,486,,,,R Pectoral,,Electroshocking,7,42 1.611,96 9.616,42 1.654,96 9.360,910,,,,2017
6/12/2017,Blue,327,COC,487,,,,R Pectoral,,Electroshocking,7,42 1.611,96 9.616,42 1.654,96 9.360,910,,,,2017
6/12/2017,Blue,328,COC,490,,,,R Pectoral,,Electroshocking,7,42 1.611,96 9.616,42 1.654,96 9.360,910,,,,2017
6/12/2017,Blue,329,COC,327,,,,R Pectoral,,Electroshocking,7,42 1.611,96 9.616,42 1.654,96 9.360,910,,,,2017
6/12/2017,Blue,330,COC,342,,,,R Pectoral,,Electroshocking,7,42 1.611,96 9.616,42 1.654,96 9.360,910,,,,2017
6/12/2017,Blue,331,COC,534,,,,R Pectoral,,Electroshocking,7,42 1.611,96 9.616,42 1.654,96 9.360,910,,,,2017
6/12/2017,Blue,332,COC,372,,,,R Pectoral,,Electroshocking,7,42 1.611,96 9.616,42 1.654,96 9.360,910,,,,2017
6/21/2017,Blue,333,COC,514,,,,R Pectoral,,Electroshocking,8,42 2.926,96 9.789,42 2.990,96 10.399,908,,,,2017
6/21/2017,Blue,334,COC,563,,,,R Pectoral,,Electroshocking,8,42 2.926,96 9.789,42 2.990,96 10.399,908,,,,2017
6/21/2017,Blue,335,COC,372,,,,R Pectoral,,Electroshocking,8,42 2.926,96 9.789,42 2.990,96 10.399,908,,,,2017
6/21/2017,Blue,336,COC,392,,,,R Pectoral,,Electroshocking,9,42 3.035,96 9.952,42 2.936,96 9.546,912,,,,2017
6/21/2017,Blue,337,COC,344,,,,R Pectoral,,Electroshocking,9,42 3.035,96 9.952,42 2.936,96 9.546,912,,,,2017
6/21/2017,Blue,338,COC,570,,,,R Pectoral,,Electroshocking,9,42 3.035,96 9.952,42 2.936,96 9.546,912,,,,2017
6/21/2017,Blue,339,COC,380,,,,R Pectoral,,Electroshocking,9,42 3.035,96 9.952,42 2.936,96 9.546,912,,,,2017
6/21/2017,Blue,340,COC,392,,,,R Pectoral,,Electroshocking,9,42 3.035,96 9.952,42 2.936,96 9.546,912,,,,2017
6/21/2017,Blue,341,COC,490,,,,R Pectoral,,Electroshocking,9,42 3.035,96 9.952,42 2.936,96 9.546,912,,,,2017
6/21/2017,Blue,342,COC,540,,,,R Pectoral,,Electroshocking,9,42 3.035,96 9.952,42 2.936,96 9.546,912,,,,2017
6/21/2017,Blue,343,COC,490,,,,R Pectoral,,Electroshocking,9,42 3.035,96 9.952,42 2.936,96 9.546,912,,,,2017
6/21/2017,Blue,344,COC,320,,,,R Pectoral,,Electroshocking,9,42 3.035,96 9.952,42 2.936,96 9.546,912,,,,2017
6/21/2017,Blue,345,COC,322,,,,R Pectoral,,Electroshocking,9,42 3.035,96 9.952,42 2.936,96 9.546,912,,,,2017
6/21/2017,Blue,346,COC,480,,,,R Pectoral,,Electroshocking,9,42 3.035,96 9.952,42 2.936,96 9.546,912,,,,2017
6/21/2017,Blue,347,COC,510,,,,R Pectoral,,Electroshocking,9,42 3.035,96 9.952,42 2.936,96 9.546,912,,,,2017
6/21/2017,Blue,348,COC,452,,,,R Pectoral,,Electroshocking,9,42 3.035,96 9.952,42 2.936,96 9.546,912,,,,2017
6/21/2017,Blue,349,COC,421,,,,R Pectoral,,Electroshocking,9,42 3.035,96 9.952,42 2.936,96 9.546,912,,,,2017
6/21/2017,Blue,350,COC,352,,,,R Pectoral,,Electroshocking,9,42 3.035,96 9.952,42 2.936,96 9.546,912,,,,2017
6/21/2017,Blue,351,COC,343,,,,R Pectoral,,Electroshocking,9,42 3.035,96 9.952,42 2.936,96 9.546,912,,,,2017
6/21/2017,Blue,352,COC,338,,,,R Pectoral,,Electroshocking,9,42 3.035,96 9.952,42 2.936,96 9.546,912,,,,2017
6/21/2017,Blue,353,COC,404,,,,R Pectoral,,Electroshocking,9,42 3.035,96 9.952,42 2.936,96 9.546,912,,,,2017
6/21/2017,Blue,354,COC,384,,,,R Pectoral,,Electroshocking,9,42 3.035,96 9.952,42 2.936,96 9.546,912,,,,2017
6/21/2017,Blue,355,COC,411,,,,R Pectoral,,Electroshocking,9,42 3.035,96 9.952,42 2.936,96 9.546,912,,,,2017
6/21/2017,Blue,356,COC,320,,,,R Pectoral,,Electroshocking,9,42 3.035,96 9.952,42 2.936,96 9.546,912,,,,2017
6/21/2017,Blue,357,COC,364,,,,R Pectoral,,Electroshocking,9,42 3.035,96 9.952,42 2.936,96 9.546,912,,,,2017
6/21/2017,Blue,358,COC,562,,,,R Pectoral,,Electroshocking,9,42 3.035,96 9.952,42 2.936,96 9.546,912,,,,2017
6/21/2017,Blue,359,COC,370,,,,R Pectoral,,Electroshocking,9,42 3.035,96 9.952,42 2.936,96 9.546,912,,,,2017
6/21/2017,Blue,360,COC,346,,,,R Pectoral,,Electroshocking,9,42 3.035,96 9.952,42 2.936,96 9.546,912,,,,2017
6/21/2017,Blue,361,COC,364,,,,R Pectoral,,Electroshocking,9,42 3.035,96 9.952,42 2.936,96 9.546,912,,,,2017
6/21/2017,Blue,362,COC,374,,,,R Pectoral,,Electroshocking,9,42 3.035,96 9.952,42 2.936,96 9.546,912,,,,2017
6/21/2017,Blue,363,COC,350,,,,R Pectoral,,Electroshocking,9,42 3.035,96 9.952,42 2.936,96 9.546,912,,,,2017
6/21/2017,Blue,364,COC,414,,,,R Pectoral,,Electroshocking,9,42 3.035,96 9.952,42 2.936,96 9.546,912,,,,2017
6/21/2017,Blue,365,COC,344,,,,R Pectoral,,Electroshocking,9,42 3.035,96 9.952,42 2.936,96 9.546,912,,,,2017
6/21/2017,Blue,366,COC,332,,,,R Pectoral,,Electroshocking,10,42 2.936,96 9.562,42 2.590,96 9.505,1231,,,,2017
6/21/2017,Blue,367,COC,306,,,,R Pectoral,,Electroshocking,10,42 2.936,96 9.562,42 2.590,96 9.505,1231,,,,2017
6/21/2017,Blue,368,COC,458,,,,R Pectoral,,Electroshocking,10,42 2.936,96 9.562,42 2.590,96 9.505,1231,,,,2017
6/21/2017,Blue,369,COC,478,,,,R Pectoral,,Electroshocking,10,42 2.936,96 9.562,42 2.590,96 9.505,1231,,,,2017
6/21/2017,Blue,370,COC,406,,,,R Pectoral,,Electroshocking,10,42 2.936,96 9.562,42 2.590,96 9.505,1231,,,,2017
6/21/2017,Blue,371,COC,482,,,,R Pectoral,,Electroshocking,10,42 2.936,96 9.562,42 2.590,96 9.505,1231,,,,2017
6/21/2017,Blue,372,COC,560,,,,R Pectoral,,Electroshocking,10,42 2.936,96 9.562,42 2.590,96 9.505,1231,,,,2017
6/21/2017,Blue,373,COC,268,,,,R Pectoral,,Electroshocking,10,42 2.936,96 9.562,42 2.590,96 9.505,1231,,,,2017
6/21/2017,Blue,374,COC,366,,,,R Pectoral,,Electroshocking,10,42 2.936,96 9.562,42 2.590,96 9.505,1231,,,,2017
