Lake,Date,Year,Month,Species,Pounds
East Okoboji Lake,5/5/1999,1999,5,FWD,600
Spirit Lake,5/5/1999,1999,5,FWD,50
East Okoboji Lake,5/5/1999,1999,5,CAP,1600
Spirit Lake,5/5/1999,1999,5,CAP,5100
East Okoboji Lake,5/6/1999,1999,5,BMB,5800
East Okoboji Lake,5/6/1999,1999,5,FWD,2200
East Okoboji Lake,5/6/1999,1999,5,CAP,17600
Spirit Lake,5/10/1999,1999,5,BMB,2800
Spirit Lake,5/10/1999,1999,5,FWD,2800
Spirit Lake,5/10/1999,1999,5,CAP,7200
Lost Island Lake,5/11/1999,1999,5,BMB,12400
Lost Island Lake,5/11/1999,1999,5,FWD,240
Lost Island Lake,5/11/1999,1999,5,CAP,56700
Lost Island Lake,5/14/1999,1999,5,BMB,3400
Lost Island Lake,5/14/1999,1999,5,FWD,100
Lost Island Lake,5/14/1999,1999,5,CAP,14750
Lost Island Lake,5/17/1999,1999,5,BMB,5600
Spirit Lake,5/17/1999,1999,5,BMB,1400
Spirit Lake,5/17/1999,1999,5,BMB,2100
Lost Island Lake,5/17/1999,1999,5,FWD,100
Spirit Lake,5/17/1999,1999,5,FWD,50
Spirit Lake,5/17/1999,1999,5,FWD,450
Lost Island Lake,5/17/1999,1999,5,CAP,26100
Spirit Lake,5/17/1999,1999,5,CAP,10800
Spirit Lake,5/17/1999,1999,5,CAP,36200
Lost Island Lake,5/19/1999,1999,5,BMB,2400
Spirit Lake,5/19/1999,1999,5,BMB,4400
Lost Island Lake,5/19/1999,1999,5,FWD,150
Spirit Lake,5/19/1999,1999,5,FWD,500
Lost Island Lake,5/19/1999,1999,5,CAP,12500
Spirit Lake,5/19/1999,1999,5,CAP,2100
Virgin Lake,5/20/1999,1999,5,BMB,200
Elk Lake,5/20/1999,1999,5,BMB,350
Spirit Lake,5/20/1999,1999,5,BMB,300
Spirit Lake,5/20/1999,1999,5,BMB,200
Spirit Lake,5/20/1999,1999,5,BMB,100
Virgin Lake,5/20/1999,1999,5,FWD,0
Elk Lake,5/20/1999,1999,5,FWD,50
Spirit Lake,5/20/1999,1999,5,FWD,100
Spirit Lake,5/20/1999,1999,5,FWD,0
Spirit Lake,5/20/1999,1999,5,FWD,0
Virgin Lake,5/20/1999,1999,5,CAP,4500
Elk Lake,5/20/1999,1999,5,CAP,4100
Spirit Lake,5/20/1999,1999,5,CAP,6900
Spirit Lake,5/20/1999,1999,5,CAP,4300
Spirit Lake,5/20/1999,1999,5,CAP,700
East Okoboji Lake,5/21/1999,1999,5,BMB,400
East Okoboji Lake,5/21/1999,1999,5,FWD,0
East Okoboji Lake,5/21/1999,1999,5,CAP,7200
Lost Island Lake,5/24/1999,1999,5,BMB,200
Lost Island Lake,5/24/1999,1999,5,FWD,150
Lost Island Lake,5/24/1999,1999,5,CAP,1500
East Okoboji Lake,5/25/1999,1999,5,BMB,100
East Okoboji Lake,5/25/1999,1999,5,FWD,550
East Okoboji Lake,5/25/1999,1999,5,CAP,1200
Lost Island Lake,5/26/1999,1999,5,BMB,1550
Lost Island Lake,5/26/1999,1999,5,FWD,100
Lost Island Lake,5/26/1999,1999,5,CAP,3900
Lost Island Lake,5/27/1999,1999,5,BMB,2300
Lost Island Lake,5/27/1999,1999,5,FWD,100
Lost Island Lake,5/27/1999,1999,5,CAP,12030
Trumbull Lake,6/2/1999,1999,6,BMB,800
Trumbull Lake,6/2/1999,1999,6,FWD,0
Trumbull Lake,6/2/1999,1999,6,CAP,1400
Five Island Lake,6/3/1999,1999,6,BMB,400
Trumbull Lake,6/3/1999,1999,6,BMB,1200
Five Island Lake,6/3/1999,1999,6,FWD,0
Trumbull Lake,6/3/1999,1999,6,FWD,0
Five Island Lake,6/3/1999,1999,6,CAP,2900
Trumbull Lake,6/3/1999,1999,6,CAP,2100
Little Swan Lake,6/7/1999,1999,6,BMB,1100
Little Swan Lake,6/7/1999,1999,6,FWD,50
Little Swan Lake,6/7/1999,1999,6,CAP,4200
Tuttle Lake,6/9/1999,1999,6,BMB,1200
Tuttle Lake,6/9/1999,1999,6,FWD,100
Tuttle Lake,6/9/1999,1999,6,CAP,4300
Tuttle Lake,6/10/1999,1999,6,BMB,1100
Tuttle Lake,6/10/1999,1999,6,FWD,0
Tuttle Lake,6/10/1999,1999,6,CAP,5600
Silver Lake (Palo Alto),9/14/1999,1999,9,BMB,0
Silver Lake (Palo Alto),9/14/1999,1999,9,FWD,0
Silver Lake (Palo Alto),9/14/1999,1999,9,CAP,9200
Silver Lake (Palo Alto),9/15/1999,1999,9,BMB,0
Silver Lake (Palo Alto),9/15/1999,1999,9,FWD,0
Silver Lake (Palo Alto),9/15/1999,1999,9,CAP,8600
West Swan Lake,9/20/1999,1999,9,BMB,12100
West Swan Lake,9/20/1999,1999,9,FWD,0
West Swan Lake,9/20/1999,1999,9,CAP,3100
High Lake,9/21/1999,1999,9,BMB,1300
High Lake,9/21/1999,1999,9,FWD,0
High Lake,9/21/1999,1999,9,CAP,7100
Iowa Lake,9/29/1999,1999,9,BMB,17035
Iowa Lake,9/29/1999,1999,9,FWD,210
Iowa Lake,9/29/1999,1999,9,CAP,3700
Little Swan Lake,10/11/1999,1999,10,BMB,20220
Little Swan Lake,10/11/1999,1999,10,FWD,0
Little Swan Lake,10/11/1999,1999,10,CAP,33474
Trumbull Lake,10/14/1999,1999,10,BMB,3250
Trumbull Lake,10/14/1999,1999,10,FWD,0
Trumbull Lake,10/14/1999,1999,10,CAP,11600
Lost Island Lake,10/15/1999,1999,10,BMB,0
Lost Island Lake,10/15/1999,1999,10,FWD,100
Lost Island Lake,10/15/1999,1999,10,CAP,4100
West Swan Lake,10/18/1999,1999,10,BMB,7150
Trumbull Lake,10/18/1999,1999,10,BMB,12600
West Swan Lake,10/18/1999,1999,10,FWD,0
Trumbull Lake,10/18/1999,1999,10,FWD,0
West Swan Lake,10/18/1999,1999,10,CAP,4600
Trumbull Lake,10/18/1999,1999,10,CAP,14200
Ingham Lake,10/19/1999,1999,10,BMB,6250
Ingham Lake,10/19/1999,1999,10,FWD,0
Ingham Lake,10/19/1999,1999,10,CAP,6400
Ingham Lake,10/20/1999,1999,10,BMB,10050
Ingham Lake,10/20/1999,1999,10,FWD,0
Ingham Lake,10/20/1999,1999,10,CAP,26450
Five Island Lake,10/21/1999,1999,10,BMB,5000
Five Island Lake,10/21/1999,1999,10,FWD,0
Five Island Lake,10/21/1999,1999,10,CAP,250
Five Island Lake,10/22/1999,1999,10,BMB,2600
Five Island Lake,10/22/1999,1999,10,FWD,0
Five Island Lake,10/22/1999,1999,10,CAP,1500
Five Island Lake,10/26/1999,1999,10,BMB,4200
Five Island Lake,10/26/1999,1999,10,FWD,0
Five Island Lake,10/26/1999,1999,10,CAP,3600
Five Island Lake,10/27/1999,1999,10,BMB,740
Five Island Lake,10/27/1999,1999,10,FWD,0
Five Island Lake,10/27/1999,1999,10,CAP,600
Five Island Lake,10/28/1999,1999,10,BMB,850
Five Island Lake,10/28/1999,1999,10,FWD,0
Five Island Lake,10/28/1999,1999,10,CAP,1600
Five Island Lake,10/29/1999,1999,10,BMB,5200
Five Island Lake,10/29/1999,1999,10,FWD,0
Five Island Lake,10/29/1999,1999,10,CAP,8500
Ingham Lake,11/3/1999,1999,11,BMB,19600
Silver Lake (Dickinson),11/3/1999,1999,11,BMB,4010
Ingham Lake,11/3/1999,1999,11,FWD,0
Silver Lake (Dickinson),11/3/1999,1999,11,FWD,100
Ingham Lake,11/3/1999,1999,11,CAP,28300
Silver Lake (Dickinson),11/3/1999,1999,11,CAP,8180
Silver Lake (Dickinson),11/4/1999,1999,11,BMB,6600
Silver Lake (Dickinson),11/4/1999,1999,11,FWD,0
Silver Lake (Dickinson),11/4/1999,1999,11,CAP,4150
Five Island Lake,11/9/1999,1999,11,BMB,1500
Five Island Lake,11/9/1999,1999,11,FWD,0
Five Island Lake,11/9/1999,1999,11,CAP,3800
Little Swan Lake,11/10/1999,1999,11,BMB,3600
Little Swan Lake,11/10/1999,1999,11,FWD,0
Little Swan Lake,11/10/1999,1999,11,CAP,8550
East Okoboji Lake,11/12/1999,1999,11,BMB,0
East Okoboji Lake,11/12/1999,1999,11,FWD,40
East Okoboji Lake,11/12/1999,1999,11,CAP,150
East Okoboji Lake,11/15/1999,1999,11,BMB,250
East Okoboji Lake,11/15/1999,1999,11,FWD,20
East Okoboji Lake,11/15/1999,1999,11,CAP,200
East Okoboji Lake,11/16/1999,1999,11,BMB,700
East Okoboji Lake,11/16/1999,1999,11,FWD,350
East Okoboji Lake,11/16/1999,1999,11,CAP,11300
East Okoboji Lake,11/17/1999,1999,11,BMB,1860
East Okoboji Lake,11/17/1999,1999,11,FWD,750
East Okoboji Lake,11/17/1999,1999,11,CAP,8700
High Lake,11/30/1999,1999,11,BMB,4960
High Lake,11/30/1999,1999,11,FWD,0
High Lake,11/30/1999,1999,11,CAP,8100
Ingham Lake,12/1/1999,1999,12,BMB,4315
Ingham Lake,12/1/1999,1999,12,FWD,0
Ingham Lake,12/1/1999,1999,12,CAP,33200
Five Island Lake,3/20/2000,2000,3,BMB,1300
Five Island Lake,3/20/2000,2000,3,FWD,100
Five Island Lake,3/20/2000,2000,3,CAP,4100
Five Island Lake,3/21/2000,2000,3,BMB,3250
Five Island Lake,3/21/2000,2000,3,FWD,50
Five Island Lake,3/21/2000,2000,3,CAP,12400
Five Island Lake,3/22/2000,2000,3,BMB,5300
Five Island Lake,3/22/2000,2000,3,FWD,150
Five Island Lake,3/22/2000,2000,3,CAP,1100
Five Island Lake,3/24/2000,2000,3,BMB,500
Five Island Lake,3/24/2000,2000,3,FWD,50
Five Island Lake,3/24/2000,2000,3,CAP,2000
Five Island Lake,3/29/2000,2000,3,BMB,1300
Five Island Lake,3/29/2000,2000,3,FWD,50
Five Island Lake,3/29/2000,2000,3,CAP,1800
Five Island Lake,3/30/2000,2000,3,BMB,2550
Five Island Lake,3/30/2000,2000,3,FWD,100
Five Island Lake,3/30/2000,2000,3,CAP,1300
Five Island Lake,4/1/2000,2000,4,BMB,200
Five Island Lake,4/1/2000,2000,4,FWD,30
Five Island Lake,4/1/2000,2000,4,CAP,2000
Tuttle Lake,4/12/2000,2000,4,BMB,250
Tuttle Lake,4/12/2000,2000,4,FWD,0
Tuttle Lake,4/12/2000,2000,4,CAP,775
Iowa Lake,4/13/2000,2000,4,BMB,3300
Five Island Lake,4/13/2000,2000,4,BMB,5200
Iowa Lake,4/13/2000,2000,4,FWD,0
Five Island Lake,4/13/2000,2000,4,FWD,200
Iowa Lake,4/13/2000,2000,4,CAP,10
Five Island Lake,4/13/2000,2000,4,CAP,5000
Five Island Lake,4/14/2000,2000,4,BMB,50
Five Island Lake,4/14/2000,2000,4,FWD,0
Five Island Lake,4/14/2000,2000,4,CAP,100
Five Island Lake,4/17/2000,2000,4,BMB,500
Five Island Lake,4/17/2000,2000,4,FWD,50
Five Island Lake,4/17/2000,2000,4,CAP,2400
East Okoboji Lake,4/24/2000,2000,4,BMB,200
East Okoboji Lake,4/24/2000,2000,4,FWD,30
East Okoboji Lake,4/24/2000,2000,4,CAP,650
East Okoboji Lake,4/25/2000,2000,4,BMB,1100
East Okoboji Lake,4/25/2000,2000,4,FWD,100
East Okoboji Lake,4/25/2000,2000,4,CAP,2700
East Okoboji Lake,4/26/2000,2000,4,BMB,13500
East Okoboji Lake,4/26/2000,2000,4,FWD,10000
East Okoboji Lake,4/26/2000,2000,4,CAP,52500
East Okoboji Lake,5/1/2000,2000,5,BMB,16600
East Okoboji Lake,5/1/2000,2000,5,FWD,6200
East Okoboji Lake,5/1/2000,2000,5,CAP,43900
East Okoboji Lake,5/4/2000,2000,5,BMB,3300
East Okoboji Lake,5/4/2000,2000,5,FWD,2900
East Okoboji Lake,5/4/2000,2000,5,CAP,14500
East Okoboji Lake,5/9/2000,2000,5,BMB,1900
East Okoboji Lake,5/9/2000,2000,5,FWD,2500
East Okoboji Lake,5/9/2000,2000,5,CAP,4300
East Okoboji Lake,5/11/2000,2000,5,BMB,200
East Okoboji Lake,5/11/2000,2000,5,FWD,3550
East Okoboji Lake,5/11/2000,2000,5,CAP,4250
East Okoboji Lake,5/15/2000,2000,5,BMB,100
East Okoboji Lake,5/15/2000,2000,5,FWD,1250
East Okoboji Lake,5/15/2000,2000,5,CAP,2350
Spirit Lake,5/16/2000,2000,5,BMB,400
Spirit Lake,5/16/2000,2000,5,FWD,475
Spirit Lake,5/16/2000,2000,5,CAP,8400
Spirit Lake,5/22/2000,2000,5,BMB,150
Spirit Lake,5/22/2000,2000,5,FWD,250
Spirit Lake,5/22/2000,2000,5,CAP,6550
East Okoboji Lake,5/24/2000,2000,5,BMB,820
East Okoboji Lake,5/24/2000,2000,5,FWD,3550
East Okoboji Lake,5/24/2000,2000,5,CAP,14700
Five Island Lake,5/25/2000,2000,5,BMB,11800
Five Island Lake,5/25/2000,2000,5,FWD,50
Five Island Lake,5/25/2000,2000,5,CAP,17050
Spirit Lake,5/30/2000,2000,5,BMB,1300
Spirit Lake,5/30/2000,2000,5,FWD,50
Spirit Lake,5/30/2000,2000,5,CAP,10900
Lost Island Lake,6/1/2000,2000,6,BMB,500
Lost Island Lake,6/1/2000,2000,6,FWD,100
Lost Island Lake,6/1/2000,2000,6,CAP,6500
Lost Island Lake,6/2/2000,2000,6,BMB,100
Lost Island Lake,6/2/2000,2000,6,FWD,0
Lost Island Lake,6/2/2000,2000,6,CAP,1100
Lost Island Lake,6/5/2000,2000,6,BMB,1500
Lost Island Lake,6/5/2000,2000,6,FWD,0
Lost Island Lake,6/5/2000,2000,6,CAP,4700
Lost Island Lake,6/6/2000,2000,6,BMB,1200
Lost Island Lake,6/6/2000,2000,6,FWD,0
Lost Island Lake,6/6/2000,2000,6,CAP,11900
Lost Island Lake,6/7/2000,2000,6,BMB,400
Lost Island Lake,6/7/2000,2000,6,FWD,0
Lost Island Lake,6/7/2000,2000,6,CAP,7200
Lost Island Lake,6/8/2000,2000,6,BMB,2700
Lost Island Lake,6/8/2000,2000,6,FWD,0
Lost Island Lake,6/8/2000,2000,6,CAP,13800
Lost Island Lake,6/12/2000,2000,6,BMB,1200
Lost Island Lake,6/12/2000,2000,6,FWD,50
Lost Island Lake,6/12/2000,2000,6,CAP,5100
Five Island Lake,9/8/2000,2000,9,BMB,12200
Five Island Lake,9/8/2000,2000,9,FWD,0
Five Island Lake,9/8/2000,2000,9,CAP,450
Five Island Lake,9/11/2000,2000,9,BMB,4550
Five Island Lake,9/11/2000,2000,9,FWD,0
Five Island Lake,9/11/2000,2000,9,CAP,0
High Lake,9/19/2000,2000,9,BMB,9592
High Lake,9/19/2000,2000,9,FWD,0
High Lake,9/19/2000,2000,9,CAP,8560
Iowa Lake,9/26/2000,2000,9,BMB,10100
Iowa Lake,9/26/2000,2000,9,FWD,0
Iowa Lake,9/26/2000,2000,9,CAP,100
Tuttle Lake,9/27/2000,2000,9,BMB,4250
Tuttle Lake,9/27/2000,2000,9,FWD,0
Tuttle Lake,9/27/2000,2000,9,CAP,11775
Tuttle Lake,10/10/2000,2000,10,BMB,1974
Lost Island Lake,10/10/2000,2000,10,BMB,450
Tuttle Lake,10/10/2000,2000,10,FWD,0
Lost Island Lake,10/10/2000,2000,10,FWD,40
Tuttle Lake,10/10/2000,2000,10,CAP,11200
Lost Island Lake,10/10/2000,2000,10,CAP,3100
West Swan Lake,10/11/2000,2000,10,BMB,3635
Five Island Lake,10/11/2000,2000,10,BMB,4700
West Swan Lake,10/11/2000,2000,10,FWD,0
Five Island Lake,10/11/2000,2000,10,FWD,0
West Swan Lake,10/11/2000,2000,10,CAP,5250
Five Island Lake,10/11/2000,2000,10,CAP,1450
West Swan Lake,10/12/2000,2000,10,BMB,12400
West Swan Lake,10/12/2000,2000,10,FWD,0
West Swan Lake,10/12/2000,2000,10,CAP,9400
Ingham Lake,10/16/2000,2000,10,BMB,2890
Ingham Lake,10/16/2000,2000,10,FWD,0
Ingham Lake,10/16/2000,2000,10,CAP,2400
Trumbull Lake,10/17/2000,2000,10,BMB,300
Trumbull Lake,10/17/2000,2000,10,FWD,0
Trumbull Lake,10/17/2000,2000,10,CAP,700
Iowa Lake,10/18/2000,2000,10,BMB,4710
Five Island Lake,10/18/2000,2000,10,BMB,250
Trumbull Lake,10/18/2000,2000,10,BMB,2000
Iowa Lake,10/18/2000,2000,10,FWD,0
Five Island Lake,10/18/2000,2000,10,FWD,0
Trumbull Lake,10/18/2000,2000,10,FWD,0
Iowa Lake,10/18/2000,2000,10,CAP,3900
Five Island Lake,10/18/2000,2000,10,CAP,300
Trumbull Lake,10/18/2000,2000,10,CAP,4000
Five Island Lake,10/19/2000,2000,10,BMB,1150
Five Island Lake,10/19/2000,2000,10,FWD,0
Five Island Lake,10/19/2000,2000,10,CAP,850
Elk Lake,10/20/2000,2000,10,BMB,500
Five Island Lake,10/20/2000,2000,10,BMB,8550
Elk Lake,10/20/2000,2000,10,FWD,25
Five Island Lake,10/20/2000,2000,10,FWD,0
Elk Lake,10/20/2000,2000,10,CAP,3000
Five Island Lake,10/20/2000,2000,10,CAP,1600
Virgin Lake,10/23/2000,2000,10,BMB,1200
Virgin Lake,10/23/2000,2000,10,FWD,100
Virgin Lake,10/23/2000,2000,10,CAP,3300
Five Island Lake,10/25/2000,2000,10,BMB,1600
Five Island Lake,10/25/2000,2000,10,FWD,0
Five Island Lake,10/25/2000,2000,10,CAP,2900
Little Spirit Lake,10/26/2000,2000,10,BMB,5400
Five Island Lake,10/26/2000,2000,10,BMB,1400
Little Spirit Lake,10/26/2000,2000,10,FWD,300
Five Island Lake,10/26/2000,2000,10,FWD,0
Little Spirit Lake,10/26/2000,2000,10,CAP,4000
Five Island Lake,10/26/2000,2000,10,CAP,300
Five Island Lake,10/27/2000,2000,10,BMB,21000
Five Island Lake,10/27/2000,2000,10,FWD,0
Five Island Lake,10/27/2000,2000,10,CAP,600
Little Swan Lake,10/30/2000,2000,10,BMB,1300
Little Swan Lake,10/30/2000,2000,10,FWD,0
Little Swan Lake,10/30/2000,2000,10,CAP,975
West Swan Lake,10/31/2000,2000,10,BMB,3300
Lost Island Lake,10/31/2000,2000,10,BMB,200
West Swan Lake,10/31/2000,2000,10,FWD,0
Lost Island Lake,10/31/2000,2000,10,FWD,150
West Swan Lake,10/31/2000,2000,10,CAP,12200
Lost Island Lake,10/31/2000,2000,10,CAP,2300
High Lake,11/6/2000,2000,11,BMB,8290
High Lake,11/6/2000,2000,11,FWD,0
High Lake,11/6/2000,2000,11,CAP,12600
East Okoboji Lake,4/17/2001,2001,4,BMB,10550
East Okoboji Lake,4/17/2001,2001,4,FWD,14500
East Okoboji Lake,4/17/2001,2001,4,CAP,15300
East Okoboji Lake,4/18/2001,2001,4,BMB,4075
East Okoboji Lake,4/18/2001,2001,4,FWD,300
East Okoboji Lake,4/18/2001,2001,4,CAP,14000
Spirit Lake,4/19/2001,2001,4,BMB,3500
Spirit Lake,4/19/2001,2001,4,FWD,500
Spirit Lake,4/19/2001,2001,4,CAP,7000
East Okoboji Lake,4/20/2001,2001,4,BMB,5050
East Okoboji Lake,4/20/2001,2001,4,FWD,0
East Okoboji Lake,4/20/2001,2001,4,CAP,1400
East Okoboji Lake,4/23/2001,2001,4,BMB,3500
East Okoboji Lake,4/23/2001,2001,4,FWD,8000
East Okoboji Lake,4/23/2001,2001,4,CAP,6300
East Okoboji Lake,4/24/2001,2001,4,BMB,5025
East Okoboji Lake,4/24/2001,2001,4,FWD,4500
East Okoboji Lake,4/24/2001,2001,4,CAP,1500
Spirit Lake,4/25/2001,2001,4,BMB,5500
Spirit Lake,4/25/2001,2001,4,FWD,3800
Spirit Lake,4/25/2001,2001,4,CAP,8500
East Okoboji Lake,4/26/2001,2001,4,BMB,5000
East Okoboji Lake,4/26/2001,2001,4,FWD,2000
East Okoboji Lake,4/26/2001,2001,4,CAP,5000
East Okoboji Lake,4/29/2001,2001,4,BMB,2250
East Okoboji Lake,4/29/2001,2001,4,FWD,1500
East Okoboji Lake,4/29/2001,2001,4,CAP,1500
Five Island Lake,5/1/2001,2001,5,BMB,5400
Spirit Lake,5/1/2001,2001,5,BMB,650
Five Island Lake,5/1/2001,2001,5,FWD,0
Spirit Lake,5/1/2001,2001,5,FWD,4500
Five Island Lake,5/1/2001,2001,5,CAP,2200
Spirit Lake,5/1/2001,2001,5,CAP,35000
Five Island Lake,5/2/2001,2001,5,BMB,2200
East Okoboji Lake,5/2/2001,2001,5,BMB,600
Five Island Lake,5/2/2001,2001,5,FWD,0
East Okoboji Lake,5/2/2001,2001,5,FWD,300
Five Island Lake,5/2/2001,2001,5,CAP,900
East Okoboji Lake,5/2/2001,2001,5,CAP,3000
Five Island Lake,5/3/2001,2001,5,BMB,5900
Spirit Lake,5/3/2001,2001,5,BMB,9500
Five Island Lake,5/3/2001,2001,5,FWD,0
Spirit Lake,5/3/2001,2001,5,FWD,4500
Five Island Lake,5/3/2001,2001,5,CAP,700
Spirit Lake,5/3/2001,2001,5,CAP,1500
East Okoboji Lake,5/4/2001,2001,5,BMB,2350
East Okoboji Lake,5/4/2001,2001,5,FWD,100
East Okoboji Lake,5/4/2001,2001,5,CAP,4500
Spirit Lake,5/7/2001,2001,5,BMB,100
Spirit Lake,5/7/2001,2001,5,FWD,300
Spirit Lake,5/7/2001,2001,5,CAP,4500
Five Island Lake,5/8/2001,2001,5,BMB,2700
Diamond Lake,5/8/2001,2001,5,BMB,2400
Five Island Lake,5/8/2001,2001,5,FWD,0
Diamond Lake,5/8/2001,2001,5,FWD,0
Five Island Lake,5/8/2001,2001,5,CAP,200
Diamond Lake,5/8/2001,2001,5,CAP,1000
Five Island Lake,5/9/2001,2001,5,BMB,4700
East Okoboji Lake,5/9/2001,2001,5,BMB,1000
Five Island Lake,5/9/2001,2001,5,FWD,0
East Okoboji Lake,5/9/2001,2001,5,FWD,1000
Five Island Lake,5/9/2001,2001,5,CAP,600
East Okoboji Lake,5/9/2001,2001,5,CAP,5000
East Okoboji Lake,5/10/2001,2001,5,BMB,1800
East Okoboji Lake,5/10/2001,2001,5,FWD,0
East Okoboji Lake,5/10/2001,2001,5,CAP,300
Five Island Lake,5/11/2001,2001,5,BMB,5200
Spirit Lake,5/11/2001,2001,5,BMB,5200
Five Island Lake,5/11/2001,2001,5,FWD,0
Spirit Lake,5/11/2001,2001,5,FWD,500
Five Island Lake,5/11/2001,2001,5,CAP,300
Spirit Lake,5/11/2001,2001,5,CAP,12000
Five Island Lake,5/14/2001,2001,5,BMB,2050
Spirit Lake,5/14/2001,2001,5,BMB,50
Five Island Lake,5/14/2001,2001,5,FWD,0
Spirit Lake,5/14/2001,2001,5,FWD,0
Five Island Lake,5/14/2001,2001,5,CAP,200
Spirit Lake,5/14/2001,2001,5,CAP,150
Lost Island Lake,5/15/2001,2001,5,BMB,26000
Spirit Lake,5/15/2001,2001,5,BMB,4900
Lost Island Lake,5/15/2001,2001,5,FWD,0
Spirit Lake,5/15/2001,2001,5,FWD,500
Lost Island Lake,5/15/2001,2001,5,CAP,900
Spirit Lake,5/15/2001,2001,5,CAP,0
Lost Island Lake,5/16/2001,2001,5,BMB,3000
East Okoboji Lake,5/16/2001,2001,5,BMB,6100
Lost Island Lake,5/16/2001,2001,5,FWD,0
East Okoboji Lake,5/16/2001,2001,5,FWD,3000
Lost Island Lake,5/16/2001,2001,5,CAP,700
East Okoboji Lake,5/16/2001,2001,5,CAP,2800
East Okoboji Lake,5/17/2001,2001,5,BMB,750
East Okoboji Lake,5/17/2001,2001,5,FWD,0
East Okoboji Lake,5/17/2001,2001,5,CAP,8000
Lost Island Lake,5/18/2001,2001,5,BMB,7700
East Okoboji Lake,5/18/2001,2001,5,BMB,900
Lost Island Lake,5/18/2001,2001,5,FWD,0
East Okoboji Lake,5/18/2001,2001,5,FWD,500
Lost Island Lake,5/18/2001,2001,5,CAP,300
East Okoboji Lake,5/18/2001,2001,5,CAP,900
East Okoboji Lake,5/21/2001,2001,5,BMB,100
East Okoboji Lake,5/21/2001,2001,5,FWD,300
East Okoboji Lake,5/21/2001,2001,5,CAP,1400
Center Lake,5/22/2001,2001,5,BMB,1000
Center Lake,5/22/2001,2001,5,FWD,50
Center Lake,5/22/2001,2001,5,CAP,6200
Five Island Lake,5/23/2001,2001,5,BMB,3650
Five Island Lake,5/23/2001,2001,5,FWD,0
Five Island Lake,5/23/2001,2001,5,CAP,450
Lost Island Lake,5/24/2001,2001,5,BMB,100
Lost Island Lake,5/24/2001,2001,5,FWD,0
Lost Island Lake,5/24/2001,2001,5,CAP,350
Five Island Lake,5/29/2001,2001,5,BMB,2100
East Okoboji Lake,5/29/2001,2001,5,BMB,2500
Five Island Lake,5/29/2001,2001,5,FWD,0
East Okoboji Lake,5/29/2001,2001,5,FWD,0
Five Island Lake,5/29/2001,2001,5,CAP,400
East Okoboji Lake,5/29/2001,2001,5,CAP,4000
Lost Island Lake,5/30/2001,2001,5,BMB,1500
East Okoboji Lake,5/30/2001,2001,5,BMB,0
Lost Island Lake,5/30/2001,2001,5,FWD,0
East Okoboji Lake,5/30/2001,2001,5,FWD,700
Lost Island Lake,5/30/2001,2001,5,CAP,250
East Okoboji Lake,5/30/2001,2001,5,CAP,2300
Lost Island Lake,5/31/2001,2001,5,BMB,5100
Lost Island Lake,5/31/2001,2001,5,FWD,0
Lost Island Lake,5/31/2001,2001,5,CAP,400
East Okoboji Lake,6/1/2001,2001,6,BMB,200
East Okoboji Lake,6/1/2001,2001,6,FWD,50
East Okoboji Lake,6/1/2001,2001,6,CAP,50
Lost Island Lake,6/4/2001,2001,6,BMB,3700
Lost Island Lake,6/4/2001,2001,6,FWD,0
Lost Island Lake,6/4/2001,2001,6,CAP,200
Lost Island Lake,6/5/2001,2001,6,BMB,4000
Lost Island Lake,6/5/2001,2001,6,FWD,0
Lost Island Lake,6/5/2001,2001,6,CAP,400
Lost Island Lake,6/6/2001,2001,6,BMB,4550
Lost Island Lake,6/6/2001,2001,6,FWD,0
Lost Island Lake,6/6/2001,2001,6,CAP,450
Lost Island Lake,6/7/2001,2001,6,BMB,4100
Lost Island Lake,6/7/2001,2001,6,FWD,0
Lost Island Lake,6/7/2001,2001,6,CAP,450
Five Island Lake,9/25/2001,2001,9,BMB,11200
Five Island Lake,9/25/2001,2001,9,FWD,0
Five Island Lake,9/25/2001,2001,9,CAP,1450
Five Island Lake,9/27/2001,2001,9,BMB,500
Five Island Lake,9/27/2001,2001,9,FWD,0
Five Island Lake,9/27/2001,2001,9,CAP,1600
Five Island Lake,10/1/2001,2001,10,BMB,6100
Five Island Lake,10/1/2001,2001,10,FWD,0
Five Island Lake,10/1/2001,2001,10,CAP,1100
Ingham Lake,10/2/2001,2001,10,BMB,1950
Five Island Lake,10/2/2001,2001,10,BMB,1500
Ingham Lake,10/2/2001,2001,10,FWD,0
Five Island Lake,10/2/2001,2001,10,FWD,0
Ingham Lake,10/2/2001,2001,10,CAP,400
Five Island Lake,10/2/2001,2001,10,CAP,200
Tuttle Lake,10/3/2001,2001,10,BMB,200
Tuttle Lake,10/3/2001,2001,10,FWD,0
Tuttle Lake,10/3/2001,2001,10,CAP,100
West Swan Lake,10/4/2001,2001,10,BMB,168
Five Island Lake,10/4/2001,2001,10,BMB,400
West Swan Lake,10/4/2001,2001,10,FWD,0
Five Island Lake,10/4/2001,2001,10,FWD,0
West Swan Lake,10/4/2001,2001,10,CAP,308
Five Island Lake,10/4/2001,2001,10,CAP,100
Silver Lake (Palo Alto),10/9/2001,2001,10,BMB,800
Silver Lake (Palo Alto),10/9/2001,2001,10,FWD,0
Silver Lake (Palo Alto),10/9/2001,2001,10,CAP,5100
Silver Lake (Palo Alto),10/10/2001,2001,10,BMB,1800
