Lake,Species,Month,Day,Run,Effort,n,cpue,Year
Center,COC,10,5,5,0.2325,2,8.602150538,2018
Silver,COC,10,5,1,0.314444444,4,12.72084806,2018
Silver,COC,10,5,2,0.267777778,5,18.67219917,2018
Silver,COC,10,5,3,0.335555556,5,14.90066225,2018
Silver,COC,10,5,4,0.247222222,1,4.04494382,2018
Storm,COC,10,5,1,0.2625,3,11.42857143,2018
Storm,COC,10,5,2,0.23,3,13.04347826,2018
Storm,COC,10,5,4,0.240833333,4,16.60899654,2018
Storm,COC,10,5,7,0.341666667,15,43.90243902,2018
Storm,COC,10,5,9,0.262222222,2,7.627118644,2018
5 Island,COC,10,6,1,0.255833333,1,3.908794788,2018
5 Island,COC,10,6,2,0.286388889,7,24.44228904,2018
5 Island,COC,10,6,3,0.360277778,5,13.87818042,2018
5 Island,COC,10,6,4,0.2925,2,6.837606838,2018
5 Island,COC,10,6,5,0.260833333,1,3.833865815,2018
N. Twin,COC,10,10,1,0.25,1,4,2018
N. Twin,COC,10,10,2,0.25,1,4,2018
N. Twin,COC,10,10,4,0.25,1,4,2018
S. Twin,COC,10,11,1,0.25,6,24,2018
S. Twin,COC,10,11,2,0.25,5,20,2018
S. Twin,COC,10,11,3,0.25,31,124,2018
N. Twin,COC,10,12,3,0.25,6,24,2018
S. Twin,COC,10,15,1,0.25,2,8,2018
S. Twin,COC,10,15,2,0.25,3,12,2018
S. Twin,COC,10,15,3,0.25,1,4,2018
S. Twin,COC,10,15,4,0.25,1,4,2018
Blue,COC,10,23,1,0.25,4,16,2018
Blue,COC,10,23,2,0.25,21,84,2018
Blue,COC,10,23,3,0.25,19,76,2018
Blue,COC,10,23,4,0.25,25,100,2018
Blue,COC,10,24,1,0.25,2,8,2018
Blue,COC,10,24,2,0.25,15,60,2018
Blue,COC,10,24,3,0.25,8,32,2018
Blue,COC,10,24,4,0.25,14,56,2018
N. Twin,COC,11,1,1,0.251388889,1,3.977900552,2018
N. Twin,COC,11,1,3,0.260555556,4,15.35181237,2018
N. Twin,COC,11,1,4,0.250277778,3,11.98668147,2018
N. Twin,COC,11,1,Bonus 1,0.383055556,3,7.831762146,2018
Blue,COC,11,4,1,0.259444444,4,15.41755889,2018
Blue,COC,11,4,2,0.2825,14,49.55752212,2018
Blue,COC,11,4,3,0.261388889,4,15.30286929,2018
Blue,COC,11,4,4,0.287222222,18,62.66924565,2018
Blue,COC,11,4,Bonus 1,0.434166667,15,34.54894434,2018
Blue,COC,11,4,Bonus 2,0.234166667,4,17.08185053,2018
S. Twin,COC,11,8,1,0.256944444,2,7.783783784,2018
S. Twin,COC,11,8,2,0.253611111,2,7.886089814,2018
S. Twin,COC,11,8,3,0.254444444,87,341.9213974,2018
S. Twin,COC,11,8,4,0.27,8,29.62962963,2018
Center,COC,5,17,2,0.254722222,0,0,2018
Center,COC,5,17,3,0.248055556,0,0,2018
Center,COC,5,17,5,0.258888889,0,0,2018
Center,COC,5,25,1,0.256944444,0,0,2018
Center,COC,5,25,2,0.258611111,0,0,2018
Center,COC,5,31,4,0.397777778,7,17.59776536,2018
Center,COC,7,19,2,0.235555556,0,0,2018
Center,COC,8,2,1,0.278611111,0,0,2018
Center,COC,8,2,4,0.241666667,0,0,2018
Center,COC,9,8,2,0.245833333,0,0,2018
Center,COC,9,8,4,0.216111111,0,0,2018
Center,COC,10,5,2,0.235833333,0,0,2018
Center,COC,10,5,4,0.1525,0,0,2018
N. Twin,COC,5,18,1,0.25,0,0,2018
N. Twin,COC,7,9,1,0.25,0,0,2018
N. Twin,COC,7,16,3,0.34,0,0,2018
N. Twin,COC,7,31,2,0.433333333,0,0,2018
N. Twin,COC,8,6,5,0.25,0,0,2018
N. Twin,COC,10,10,3,0.25,0,0,2018
N. Twin,COC,10,12,1,0.25,0,0,2018
N. Twin,COC,10,12,2,0.25,0,0,2018
N. Twin,COC,10,12,5,0.25,0,0,2018
N. Twin,COC,11,1,2,0.235833333,0,0,2018
N. Twin,COC,11,1,Bonus 2,0.431111111,0,0,2018
N. Twin,COC,11,1,Bonus 3,0.301388889,0,0,2018
Silver,COC,5,15,1,0.519722222,0,0,2018
Silver,COC,5,18,5,0.2575,0,0,2018
Silver,COC,7,11,6,0.276666667,0,0,2018
Silver,COC,7,18,3,0.292222222,0,0,2018
Silver,COC,7,18,5,0.249722222,0,0,2018
Silver,COC,8,2,1,0.31,0,0,2018
Silver,COC,10,5,5,0.1525,0,0,2018
Silver,COC,10,5,6,0.223333333,0,0,2018
S. Twin,COC,7,25,1,0.334444444,0,0,2018
S. Twin,COC,7,25,2,0.335277778,0,0,2018
S. Twin,COC,8,9,1,0.408611111,0,0,2018
S. Twin,COC,8,9,4,0.333333333,0,0,2018
S. Twin,COC,10,11,4,0.25,0,0,2018
Storm,COC,8,3,5,0.265,0,0,2018
Storm,COC,8,3,7,0.123611111,0,0,2018
Storm,COC,8,8,1,0.250555556,0,0,2018
Storm,COC,8,8,5,0.223333333,0,0,2018
Storm,COC,10,5,5,0.450833333,0,0,2018
Storm,COC,8,8,9,0.223333333,0,0,2018
Silver,BIB,5,9,1,0.133611111,11,82.32848233,2018
N. Twin,BIB,5,15,3,0.25,5,20,2018
N. Twin,BIB,5,15,5,0.25,1,4,2018
Silver,BIB,5,15,1,0.519722222,1,1.924104757,2018
Silver,BIB,5,15,2,0.561944444,13,23.13395947,2018
Silver,BIB,5,15,3,0.110833333,27,243.6090226,2018
Silver,BIB,5,15,4,0.215,13,60.46511628,2018
S. Twin,BIB,5,16,1,0.25,25,100,2018
S. Twin,BIB,5,16,2,0.25,17,68,2018
S. Twin,BIB,5,16,3,0.25,7,28,2018
S. Twin,BIB,5,16,4,0.25,17,68,2018
Center,BIB,5,17,1,0.261388889,13,49.73432519,2018
Center,BIB,5,17,2,0.254722222,21,82.44274809,2018
Center,BIB,5,17,3,0.248055556,12,48.3762598,2018
Center,BIB,5,17,4,0.251111111,1,3.982300885,2018
Center,BIB,5,17,5,0.258888889,11,42.48927039,2018
N. Twin,BIB,5,18,1,0.25,2,8,2018
N. Twin,BIB,5,18,2,0.25,1,4,2018
N. Twin,BIB,5,18,5,0.25,2,8,2018
Silver,BIB,5,18,1,0.255833333,6,23.45276873,2018
Silver,BIB,5,18,2,0.257777778,28,108.6206897,2018
Silver,BIB,5,18,3,0.237777778,48,201.8691589,2018
Silver,BIB,5,18,4,0.25,7,28,2018
Silver,BIB,5,18,5,0.2575,5,19.41747573,2018
Silver,BIB,5,18,6,0.259166667,5,19.2926045,2018
S. Twin,BIB,5,21,1,0.25,1,4,2018
S. Twin,BIB,5,21,3,0.25,2,8,2018
S. Twin,BIB,5,21,4,0.25,3,12,2018
Storm,BIB,5,21,Bonus 1,0.272777778,1,3.66598778,2018
5 Island,BIB,5,23,1,0.363055556,2,5.508798776,2018
Silver,BIB,5,24,1,0.253888889,3,11.81619256,2018
Silver,BIB,5,24,2,0.255555556,7,27.39130435,2018
Silver,BIB,5,24,3,0.255277778,14,54.8422198,2018
Silver,BIB,5,24,4,0.274444444,4,14.57489879,2018
Silver,BIB,5,24,5,0.258611111,1,3.866809882,2018
Silver,BIB,5,24,Bonus 1,0.518611111,32,61.70326727,2018
Center,BIB,5,25,1,0.256944444,3,11.67567568,2018
Center,BIB,5,25,6,0.205555556,3,14.59459459,2018
Center,BIB,5,25,7,0.113333333,1,8.823529412,2018
Center,BIB,5,31,1,0.336111111,1,2.975206612,2018
Center,BIB,5,31,2,0.163611111,2,12.22410866,2018
Silver,BIB,6,1,1,0.397777778,8,20.11173184,2018
Silver,BIB,6,1,2,0.697222222,1,1.434262948,2018
Silver,BIB,6,1,3,0.210555556,2,9.498680739,2018
Silver,BIB,6,1,4,0.358611111,4,11.15414407,2018
Silver,BIB,6,1,5,0.251111111,5,19.91150442,2018
Silver,BIB,6,1,6,0.143888889,2,13.8996139,2018
Silver,BIB,6,1,7,0.311666667,9,28.87700535,2018
Center,BIB,6,4,1,0.254722222,3,11.77753544,2018
N. Twin,BIB,6,4,1,0.25,4,16,2018
N. Twin,BIB,6,4,2,0.25,1,4,2018
N. Twin,BIB,6,4,3,0.25,1,4,2018
N. Twin,BIB,6,4,5,0.25,1,4,2018
Silver,BIB,6,4,3,0.243055556,1,4.114285714,2018
Silver,BIB,6,4,4,0.260277778,3,11.52614728,2018
Silver,BIB,6,4,5,0.270277778,1,3.699897225,2018
Silver,BIB,6,4,6,0.259166667,1,3.8585209,2018
S. Twin,BIB,6,5,2,0.25,1,4,2018
5 Island,BIB,6,6,1,0.280277778,6,21.40733399,2018
5 Island,BIB,6,6,2,0.250833333,1,3.986710963,2018
5 Island,BIB,6,6,4,0.273611111,2,7.30964467,2018
5 Island,BIB,6,6,6,1.534722222,34,22.15384615,2018
N. Twin,BIB,6,6,1,0.25,6,24,2018
N. Twin,BIB,6,6,3,0.25,5,20,2018
N. Twin,BIB,6,6,5,0.25,3,12,2018
S. Twin,BIB,6,7,1,0.25,1,4,2018
S. Twin,BIB,6,7,2,0.25,5,20,2018
S. Twin,BIB,6,7,3,0.25,1,4,2018
S. Twin,BIB,6,7,4,0.25,1,4,2018
Storm,BIB,6,7,10,0.511666667,5,9.771986971,2018
Storm,BIB,6,7,11,0.418055556,8,19.13621262,2018
Storm,BIB,6,7,5,0.285555556,1,3.501945525,2018
Storm,BIB,6,7,7,0.350277778,3,8.564631245,2018
Storm,BIB,6,7,9,0.275,1,3.636363636,2018
Silver,BIB,6,8,1,0.433333333,4,9.230769231,2018
Silver,BIB,6,8,4,0.5,2,4,2018
Storm,BIB,6,8,12,0.232777778,1,4.295942721,2018
Storm,BIB,6,8,7,0.399722222,3,7.505211953,2018
Silver,BIB,6,9,2,0.361944444,2,5.5257099,2018
Silver,BIB,6,9,3,0.296666667,3,10.11235955,2018
Silver,BIB,6,9,4,0.274444444,14,51.01214575,2018
Silver,BIB,6,9,5,0.333888889,5,14.9750416,2018
Silver,BIB,6,9,6,0.225277778,1,4.438964242,2018
Center,BIB,6,11,1,0.226944444,1,4.406364749,2018
5 Island,BIB,6,12,1,0.556944444,5,8.97755611,2018
5 Island,BIB,6,12,2,0.544444444,3,5.510204082,2018
5 Island,BIB,6,12,3,0.468888889,3,6.398104265,2018
Silver,BIB,6,12,2,0.614722222,3,4.88025305,2018
Silver,BIB,6,12,4,0.27,8,29.62962963,2018
Storm,BIB,6,13,1,0.923333333,2,2.166064982,2018
Storm,BIB,6,13,3,0.560555556,3,5.351833499,2018
Storm,BIB,6,13,4,0.367222222,2,5.446293495,2018
Silver,BIB,6,14,1,0.25,2,8,2018
Silver,BIB,6,14,2,0.6,5,8.333333333,2018
Silver,BIB,6,14,3,0.583333333,5,8.571428571,2018
S. Twin,BIB,6,18,5,0.25,1,4,2018
Silver,BIB,6,18,1,2.443888889,9,3.682655149,2018
Center,BIB,6,19,1,0.350833333,1,2.850356295,2018
Center,BIB,6,19,2,0.343333333,1,2.912621359,2018
Center,BIB,6,19,3,0.245277778,1,4.077010193,2018
5 Island,BIB,6,22,1,2.445277778,26,10.63273884,2018
Silver,BIB,6,26,1,0.766666667,3,3.913043478,2018
Silver,BIB,6,26,Bonus 1,1.645833333,10,6.075949367,2018
Storm,BIB,6,27,3,0.625833333,2,3.195739015,2018
Storm,BIB,6,27,5,0.371388889,1,2.692595363,2018
Storm,BIB,6,27,6,0.371388889,1,2.692595363,2018
Storm,BIB,6,27,7,0.405,1,2.469135802,2018
5 Island,BIB,6,28,2,0.588888889,1,1.698113208,2018
N. Twin,BIB,7,3,4,0.25,1,4,2018
S. Twin,BIB,7,5,2,0.25,1,4,2018
N. Twin,BIB,7,9,2,0.25,1,4,2018
N. Twin,BIB,7,9,5,0.25,1,4,2018
Storm,BIB,7,10,ALL + MM samples,3.186944444,4,1.255120718,2018
Center,BIB,7,11,1,0.250277778,4,15.98224195,2018
Center,BIB,7,11,2,0.251944444,7,27.78390298,2018
Center,BIB,7,11,3,0.191666667,2,10.43478261,2018
Center,BIB,7,11,4,0.186111111,2,10.74626866,2018
Center,BIB,7,11,5,0.246944444,3,12.14848144,2018
Silver,BIB,7,11,1,0.286666667,1,3.488372093,2018
Silver,BIB,7,11,2,0.3375,4,11.85185185,2018
Silver,BIB,7,11,4,0.269722222,5,18.53759011,2018
Silver,BIB,7,11,6,0.276666667,7,25.30120482,2018
Silver,BIB,7,11,Bridge,0.171388889,1,5.834683955,2018
5 Island,BIB,7,12,2,0.279166667,2,7.164179104,2018
N. Twin,BIB,7,16,2,0.466666667,1,2.142857143,2018
N. Twin,BIB,7,16,3,0.358333333,4,11.1627907,2018
Storm,BIB,7,16,7,0.328333333,1,3.045685279,2018
Storm,BIB,7,17,1,0.647222222,1,1.545064378,2018
Storm,BIB,7,17,2,0.516111111,4,7.750269107,2018
S. Twin,BIB,7,18,3,0.358333333,4,11.1627907,2018
S. Twin,BIB,7,18,4,0.501944444,3,5.976757056,2018
S. Twin,BIB,7,18,5,0.5,1,2,2018
Silver,BIB,7,18,1,0.299166667,3,10.02785515,2018
Silver,BIB,7,18,3,0.292222222,3,10.2661597,2018
Silver,BIB,7,18,4,0.280555556,3,10.69306931,2018
Silver,BIB,7,18,6,0.266388889,1,3.753910323,2018
Silver,BIB,7,18,Bonus 1,0.222777778,3,13.46633416,2018
Silver,BIB,7,18,Bonus 2,0.506944444,1,1.97260274,2018
Silver,BIB,7,18,Bonus 3,0.265833333,1,3.761755486,2018
Silver,BIB,7,18,Bonus 4,0.531388889,1,1.881860951,2018
Center,BIB,7,19,1,0.282777778,4,14.1453831,2018
Center,BIB,7,19,2,0.235555556,3,12.73584906,2018
Center,BIB,7,19,3,0.231388889,2,8.643457383,2018
Center,BIB,7,19,Bonus 1,0.185277778,1,5.397301349,2018
5 Island,BIB,7,20,1,0.317222222,2,6.304728546,2018
5 Island,BIB,7,20,Bonus 2,0.357222222,2,5.598755832,2018
5 Island,BIB,7,20,Bonus 3,0.306944444,1,3.257918552,2018
Center,BIB,7,23,1,0.808333333,3,3.711340206,2018
Center,BIB,7,23,2,0.622777778,3,4.817127565,2018
5 Island,BIB,7,25,2,1.300555556,1,0.768902179,2018
5 Island,BIB,7,25,4,1.065,2,1.877934272,2018
S. Twin,BIB,7,25,1,0.334444444,4,11.96013289,2018
S. Twin,BIB,7,25,2,0.335277778,10,29.82601491,2018
S. Twin,BIB,7,25,3,0.258333333,8,30.96774194,2018
S. Twin,BIB,7,25,4,0.336944444,2,5.93569662,2018
Center,BIB,7,30,2,0.640277778,1,1.561822126,2018
Center,BIB,7,30,3,0.461388889,14,30.34316677,2018
Center,BIB,7,30,4,0.211944444,4,18.87287025,2018
N. Twin,BIB,7,31,1,0.5,3,6,2018
N. Twin,BIB,7,31,2,0.433333333,7,16.15384615,2018
N. Twin,BIB,7,31,3,0.25,2,8,2018
5 Island,BIB,8,1,1,0.249722222,1,4.004449388,2018
5 Island,BIB,8,1,5,0.327222222,1,3.056027165,2018
5 Island,BIB,8,1,Bonus 2,0.732222222,11,15.02276176,2018
N. Twin,BIB,8,1,1,0.25,1,4,2018
N. Twin,BIB,8,1,5,0.25,1,4,2018
Center,BIB,8,2,2,0.293888889,3,10.20793951,2018
N. Twin,BIB,8,6,5,0.25,4,16,2018
N. Twin,BIB,8,8,1,0.333333333,6,18,2018
N. Twin,BIB,8,8,2,0.630555556,1,1.585903084,2018
N. Twin,BIB,8,8,3,0.566666667,4,7.058823529,2018
N. Twin,BIB,8,8,4,0.309444444,4,12.92639138,2018
S. Twin,BIB,8,9,1,0.408611111,6,14.68388851,2018
S. Twin,BIB,8,9,2,0.500555556,4,7.991120977,2018
S. Twin,BIB,8,9,3,0.354166667,2,5.647058824,2018
S. Twin,BIB,8,9,4,0.333333333,5,15,2018
Center,BIB,8,13,1,0.784722222,5,6.371681416,2018
Center,BIB,8,13,2,0.678888889,7,10.31096563,2018
Silver,BIB,8,13,2,0.367222222,1,2.723146747,2018
Silver,BIB,8,13,3,0.476111111,3,6.301050175,2018
S. Twin,BIB,8,14,4,0.342222222,1,2.922077922,2018
Storm,BIB,8,14,1,0.665,1,1.503759398,2018
Storm,BIB,8,14,5,0.395,1,2.53164557,2018
5 Island,BIB,8,15,4,0.759166667,5,6.586169045,2018
S. Twin,BIB,8,17,1,0.58,3,5.172413793,2018
S. Twin,BIB,8,17,3,0.38,3,7.894736842,2018
S. Twin,BIB,8,17,4,0.454722222,5,10.99572389,2018
N. Twin,BIB,8,27,1,0.6175,6,9.71659919,2018
N. Twin,BIB,8,27,2,0.463333333,9,19.42446043,2018
S. Twin,BIB,8,31,1,0.25,4,16,2018
S. Twin,BIB,8,31,3,0.25,1,4,2018
S. Twin,BIB,8,31,4,0.25,1,4,2018
S. Twin,BIB,9,4,2,0.25,1,4,2018
S. Twin,BIB,9,4,3,0.25,1,4,2018
N. Twin,BIB,9,5,1,0.25,4,16,2018
N. Twin,BIB,9,5,2,0.25,5,20,2018
N. Twin,BIB,9,5,3,0.25,1,4,2018
N. Twin,BIB,9,5,5,0.25,2,8,2018
N. Twin,BIB,9,6,1,0.25,2,8,2018
N. Twin,BIB,9,6,2,0.25,3,12,2018
N. Twin,BIB,9,6,3,0.25,3,12,2018
N. Twin,BIB,9,6,5,0.25,3,12,2018
Center,BIB,9,8,1,0.321666667,26,80.82901554,2018
Center,BIB,9,8,2,0.245833333,7,28.47457627,2018
Center,BIB,9,8,3,0.245833333,16,65.08474576,2018
Center,BIB,9,8,4,0.216111111,17,78.66323907,2018
Center,BIB,9,8,5,0.241666667,8,33.10344828,2018
Silver,BIB,9,8,4,0.340555556,3,8.8091354,2018
5 Island,BIB,9,9,1,0.283055556,15,52.99313052,2018
5 Island,BIB,9,9,2,0.252222222,1,3.964757709,2018
Storm,BIB,9,9,2,0.251111111,1,3.982300885,2018
Storm,BIB,9,9,7,0.281666667,1,3.550295858,2018
5 Island,BIB,9,15,Bonus 1,0.874444444,13,14.86658196,2018
5 Island,BIB,9,15,Bonus 2,0.252222222,1,3.964757709,2018
Center,BIB,9,15,Bonus 1,0.347222222,14,40.32,2018
Center,BIB,9,15,Bonus 2,0.360555556,6,16.64098613,2018
Center,BIB,9,22,Bonus 1,0.525555556,16,30.44397463,2018
Center,BIB,9,22,Bonus 2,0.543888889,16,29.41777324,2018
Center,BIB,9,22,Bonus 3,0.516944444,17,32.88554541,2018
Silver,BIB,9,22,Bonus 1,0.397222222,3,7.552447552,2018
Silver,BIB,9,22,Bonus 2,0.258611111,2,7.733619764,2018
Silver,BIB,9,22,Bonus 3,0.346666667,18,51.92307692,2018
Silver,BIB,9,22,Bonus 4,0.531111111,6,11.29707113,2018
Center,BIB,10,5,1,0.261666667,4,15.2866242,2018
Center,BIB,10,5,2,0.235833333,7,29.6819788,2018
Center,BIB,10,5,3,0.2,5,25,2018
Center,BIB,10,5,4,0.1525,4,26.2295082,2018
Center,BIB,10,5,5,0.2325,3,12.90322581,2018
5 Island,BIB,10,6,1,0.255833333,4,15.63517915,2018
5 Island,BIB,10,6,2,0.286388889,7,24.44228904,2018
5 Island,BIB,10,6,3,0.360277778,8,22.20508867,2018
N. Twin,BIB,10,10,1,0.25,29,116,2018
N. Twin,BIB,10,10,2,0.25,16,64,2018
N. Twin,BIB,10,10,3,0.25,3,12,2018
N. Twin,BIB,10,10,4,0.25,12,48,2018
S. Twin,BIB,10,11,1,0.25,46,184,2018
S. Twin,BIB,10,11,2,0.25,13,52,2018
S. Twin,BIB,10,11,3,0.25,25,100,2018
S. Twin,BIB,10,11,4,0.25,34,136,2018
N. Twin,BIB,10,12,1,0.25,6,24,2018
N. Twin,BIB,10,12,2,0.25,16,64,2018
N. Twin,BIB,10,12,3,0.25,4,16,2018
N. Twin,BIB,10,12,5,0.25,6,24,2018
S. Twin,BIB,10,15,1,0.25,15,60,2018
S. Twin,BIB,10,15,2,0.25,12,48,2018
S. Twin,BIB,10,15,3,0.25,46,184,2018
S. Twin,BIB,10,15,4,0.25,16,64,2018
N. Twin,BIB,11,1,2,0.235833333,1,4.240282686,2018
N. Twin,BIB,11,1,3,0.260555556,7,26.86567164,2018
N. Twin,BIB,11,1,4,0.250277778,2,7.991120977,2018
N. Twin,BIB,11,1,Bonus 1,0.383055556,1,2.610587382,2018
N. Twin,BIB,11,1,Bonus 2,0.431111111,5,11.59793814,2018
N. Twin,BIB,11,1,Bonus 3,0.301388889,5,16.58986175,2018
S. Twin,BIB,11,8,1,0.256944444,38,147.8918919,2018
S. Twin,BIB,11,8,2,0.253611111,12,47.31653888,2018
S. Twin,BIB,11,8,3,0.254444444,7,27.51091703,2018
S. Twin,BIB,11,8,4,0.27,23,85.18518519,2018
5 Island,BIB,5,23,2,0.257777778,0,0,2018
5 Island,BIB,5,23,3,0.360555556,0,0,2018
5 Island,BIB,5,23,4,0.251111111,0,0,2018
5 Island,BIB,5,23,5,0.251388889,0,0,2018
5 Island,BIB,5,23,6,0.268055556,0,0,2018
5 Island,BIB,5,23,7,0.312777778,0,0,2018
5 Island,BIB,5,23,8,0.266944444,0,0,2018
5 Island,BIB,5,23,9,0.313888889,0,0,2018
5 Island,BIB,6,6,3,0.283611111,0,0,2018
5 Island,BIB,6,6,5,0.291944444,0,0,2018
5 Island,BIB,6,12,4,0.491388889,0,0,2018
5 Island,BIB,6,28,1,0.463611111,0,0,2018
5 Island,BIB,6,28,3,0.501944444,0,0,2018
5 Island,BIB,6,28,4,0.513888889,0,0,2018
5 Island,BIB,7,12,1,0.2675,0,0,2018
5 Island,BIB,7,12,3,0.2525,0,0,2018
5 Island,BIB,7,12,4,0.252777778,0,0,2018
5 Island,BIB,7,12,5,0.269166667,0,0,2018
5 Island,BIB,7,12,Bonus 1,0.369722222,0,0,2018
5 Island,BIB,7,12,Bonus 2,0.321944444,0,0,2018
5 Island,BIB,7,12,Bonus 3,0.161388889,0,0,2018
5 Island,BIB,7,12,Bonus 4,0.298333333,0,0,2018
5 Island,BIB,7,20,Bonus 1,1.073888889,0,0,2018
5 Island,BIB,7,20,2,0.3225,0,0,2018
5 Island,BIB,7,20,3,0.317222222,0,0,2018
5 Island,BIB,7,20,4,0.385833333,0,0,2018
5 Island,BIB,7,20,5,0.362777778,0,0,2018
5 Island,BIB,7,20,Bonus 4,0.441111111,0,0,2018
5 Island,BIB,7,25,1,0.994166667,0,0,2018
5 Island,BIB,7,25,3,0.968055556,0,0,2018
5 Island,BIB,8,1,2,0.284722222,0,0,2018
5 Island,BIB,8,1,3,0.358611111,0,0,2018
5 Island,BIB,8,1,4,0.322777778,0,0,2018
5 Island,BIB,8,1,Bonus 1,1.2,0,0,2018
5 Island,BIB,8,15,1,0.466111111,0,0,2018
5 Island,BIB,8,15,2,0.524722222,0,0,2018
5 Island,BIB,8,15,3,0.5275,0,0,2018
5 Island,BIB,8,15,5,0.382777778,0,0,2018
5 Island,BIB,9,9,3,0.250277778,0,0,2018
5 Island,BIB,9,9,4,0.294444444,0,0,2018
5 Island,BIB,9,9,5,0.283611111,0,0,2018
5 Island,BIB,10,6,4,0.2925,0,0,2018
5 Island,BIB,10,6,5,0.260833333,0,0,2018
Center,BIB,5,25,2,0.258611111,0,0,2018
Center,BIB,5,25,3,0.25,0,0,2018
Center,BIB,5,25,4,0.2525,0,0,2018
Center,BIB,5,25,5,0.260833333,0,0,2018
Center,BIB,5,31,3,0.221666667,0,0,2018
Center,BIB,5,31,4,0.397777778,0,0,2018
Center,BIB,6,4,2,0.289166667,0,0,2018
Center,BIB,6,4,3,0.248055556,0,0,2018
Center,BIB,6,4,4,0.183055556,0,0,2018
Center,BIB,6,4,5,0.253611111,0,0,2018
Center,BIB,6,11,2,0.280555556,0,0,2018
Center,BIB,6,11,3,0.186666667,0,0,2018
Center,BIB,6,11,4,0.166388889,0,0,2018
Center,BIB,6,11,5,0.211666667,0,0,2018
Center,BIB,6,11,Bonus 1,0.124722222,0,0,2018
Center,BIB,6,19,4,0.179166667,0,0,2018
Center,BIB,6,19,5,0.248888889,0,0,2018
Center,BIB,7,19,4,0.213888889,0,0,2018
Center,BIB,7,19,5,0.269722222,0,0,2018
Center,BIB,7,30,1,0.616111111,0,0,2018
Center,BIB,7,30,5,0.214444444,0,0,2018
Center,BIB,8,2,1,0.278611111,0,0,2018
Center,BIB,8,2,3,0.242222222,0,0,2018
Center,BIB,8,2,4,0.241666667,0,0,2018
Center,BIB,8,2,5,0.255277778,0,0,2018
N. Twin,BIB,5,15,1,0.25,0,0,2018
N. Twin,BIB,5,15,2,0.25,0,0,2018
N. Twin,BIB,5,18,3,0.25,0,0,2018
N. Twin,BIB,6,6,2,0.25,0,0,2018
N. Twin,BIB,7,3,1,0.25,0,0,2018
N. Twin,BIB,7,3,2,0.25,0,0,2018
N. Twin,BIB,7,3,3,0.25,0,0,2018
N. Twin,BIB,7,9,1,0.25,0,0,2018
N. Twin,BIB,7,9,3,0.25,0,0,2018
N. Twin,BIB,7,16,1,0.463055556,0,0,2018
N. Twin,BIB,8,1,2,0.25,0,0,2018
N. Twin,BIB,8,1,3,0.25,0,0,2018
N. Twin,BIB,8,6,1,0.25,0,0,2018
N. Twin,BIB,8,6,2,0.25,0,0,2018
N. Twin,BIB,8,6,3,0.25,0,0,2018
N. Twin,BIB,11,1,1,0.251388889,0,0,2018
Silver,BIB,5,24,6,0.248333333,0,0,2018
Silver,BIB,6,1,8,0.338333333,0,0,2018
Silver,BIB,6,4,1,0.250277778,0,0,2018
Silver,BIB,6,4,2,0.253888889,0,0,2018
Silver,BIB,6,8,2,0.433333333,0,0,2018
Silver,BIB,6,8,3,0.2,0,0,2018
Silver,BIB,6,9,1,0.281111111,0,0,2018
Silver,BIB,6,12,1,0.603055556,0,0,2018
Silver,BIB,6,12,3,0.775,0,0,2018
Silver,BIB,6,14,1,0.25,0,0,2018
Silver,BIB,6,26,Bonus 3,0.93,0,0,2018
Silver,BIB,6,26,Bonus 4,0.615833333,0,0,2018
Silver,BIB,7,11,3,0.197222222,0,0,2018
Silver,BIB,7,11,5,0.312222222,0,0,2018
Silver,BIB,7,11,Bonus,0.419444444,0,0,2018
Silver,BIB,7,18,2,0.713333333,0,0,2018
Silver,BIB,7,18,5,0.249722222,0,0,2018
Silver,BIB,7,26,1,0.637222222,0,0,2018
Silver,BIB,7,26,2,1.134722222,0,0,2018
Silver,BIB,7,26,3,0.530555556,0,0,2018
Silver,BIB,7,26,4,0.6375,0,0,2018
Silver,BIB,7,26,5,0.668888889,0,0,2018
Silver,BIB,7,26,7,0.835,0,0,2018
Silver,BIB,8,2,1,0.31,0,0,2018
Silver,BIB,8,2,2,0.363055556,0,0,2018
Silver,BIB,8,2,3,0.311388889,0,0,2018
Silver,BIB,8,2,4,0.237222222,0,0,2018
Silver,BIB,8,2,5,0.333888889,0,0,2018
Silver,BIB,8,2,6,0.256388889,0,0,2018
Silver,BIB,8,6,1,0.276944444,0,0,2018
Silver,BIB,8,6,2,0.325833333,0,0,2018
Silver,BIB,8,6,3,0.278888889,0,0,2018
Silver,BIB,8,6,4,0.191111111,0,0,2018
Silver,BIB,8,6,5,0.264444444,0,0,2018
Silver,BIB,8,6,6,0.225,0,0,2018
Silver,BIB,8,13,1,0.518333333,0,0,2018
Silver,BIB,8,13,4,0.488888889,0,0,2018
Silver,BIB,8,13,5,0.175833333,0,0,2018
Silver,BIB,9,8,1,0.321111111,0,0,2018
Silver,BIB,9,8,2,0.350277778,0,0,2018
Silver,BIB,9,8,3,0.308333333,0,0,2018
Silver,BIB,9,8,5,0.328055556,0,0,2018
Silver,BIB,9,8,6,0.266944444,0,0,2018
Silver,BIB,9,8,Bridge,0.153888889,0,0,2018
Silver,BIB,10,5,2,0.267777778,0,0,2018
Silver,BIB,10,5,3,0.335555556,0,0,2018
Silver,BIB,10,5,4,0.247222222,0,0,2018
