Sample ID,Lake ID,Sample Date,Division,Genus,Phytoplankton Biomass (mg/L),Flag,Sample Processed By,Sample Processed Date
A18022238008,22,8/26/2018,Bacillariophyta,Synedra,0.012719149,,Emma Califf,11/9/2018
A18022238008,22,8/26/2018,Chlorophyta,Crucigenia,0.049684175,,Emma Califf,11/9/2018
A18022238008,22,8/26/2018,Chlorophyta,Desmodesmus,0.305433331,,Emma Califf,11/9/2018
A18022238008,22,8/26/2018,Chlorophyta,Kirchneriella,0.675003959,,Emma Califf,11/9/2018
A18022238008,22,8/26/2018,Chlorophyta,Lagerheimia,0.113319482,,Emma Califf,11/9/2018
A18022238008,22,8/26/2018,Chlorophyta,Scenedesmus,0.059937577,,Emma Califf,11/9/2018
A18022238008,22,8/26/2018,Chlorophyta,Schroederia,0.014799402,,Emma Califf,11/9/2018
A18022238008,22,8/26/2018,Chlorophyta,Tetraedron,0.069955319,,Emma Califf,11/9/2018
A18022238008,22,8/26/2018,Cryptophyta,Cryptomonas,1.240895153,,Emma Califf,11/9/2018
A18022238008,22,8/26/2018,Cryptophyta,Komma,0.089738716,,Emma Califf,11/9/2018
A18022238008,22,8/26/2018,Cyanophyta,Aphanocapsa,10.12861808,,Emma Califf,11/9/2018
A18022238008,22,8/26/2018,Cyanophyta,Pseudanabaena,4.564681535,,Emma Califf,11/9/2018
A18022238008,22,8/26/2018,Euglenophyta,Euglena,6.50364336,,Emma Califf,11/9/2018
A18024176014,24,6/25/2018,Bacillariophyta,Aulacoseira,0.403713958,,Emma Califf,8/30/2018
A18024176014,24,6/25/2018,Bacillariophyta,Fragilaria,3.112295229,,Emma Califf,8/30/2018
A18024176014,24,6/25/2018,Chlorophyta,Ankyra,0.000358133,,Emma Califf,8/30/2018
A18024176014,24,6/25/2018,Chlorophyta,Chlamydomonas,0.053646748,,Emma Califf,8/30/2018
A18024176014,24,6/25/2018,Chlorophyta,Oocystis,0.01701676,,Emma Califf,8/30/2018
A18024176014,24,6/25/2018,Chlorophyta,Sphaerocystis,0.088227417,,Emma Califf,8/30/2018
A18024176014,24,6/25/2018,Cryptophyta,Cryptomonas,3.782409504,,Emma Califf,8/30/2018
A18024176014,24,6/25/2018,Cryptophyta,Komma,0.332945373,,Emma Califf,8/30/2018
A18024176014,24,6/25/2018,Cyanophyta,Aphanizomenon,0.069542985,,Emma Califf,8/30/2018
A18024176014,24,6/25/2018,Cyanophyta,Microcystis,2.541169551,,Emma Califf,8/30/2018
A18024176014,24,6/25/2018,Dinophyta,Ceratium,35.57583939,,Emma Califf,8/30/2018
A18024176014,24,6/25/2018,Dinophyta,Gymnodinium,0.170167604,,Emma Califf,8/30/2018
A18024176014,24,6/25/2018,Euglenophyta,Euglena,0.103721206,,Emma Califf,8/30/2018
A18028176007,28,6/25/2018,Bacillariophyta,Synedra,0.022095643,,Emma Califf,8/31/2018
A18028176007,28,6/25/2018,Chlorophyta,Actinastrum,0.002065938,,Emma Califf,8/31/2018
A18028176007,28,6/25/2018,Chlorophyta,Carteria,2.176912923,,Emma Califf,8/31/2018
A18028176007,28,6/25/2018,Chlorophyta,Chlamydomonas,0.955490111,,Emma Califf,8/31/2018
A18028176007,28,6/25/2018,Chlorophyta,Cosmarium,0.514144467,,Emma Califf,8/31/2018
A18028176007,28,6/25/2018,Chlorophyta,Crucigenia,0.313277352,,Emma Califf,8/31/2018
A18028176007,28,6/25/2018,Chlorophyta,Desmodesmus,0.066964276,,Emma Califf,8/31/2018
A18028176007,28,6/25/2018,Chlorophyta,Elakatothrix,0.097615563,,Emma Califf,8/31/2018
A18028176007,28,6/25/2018,Chlorophyta,Monoraphidium,0.007876388,,Emma Califf,8/31/2018
A18028176007,28,6/25/2018,Chlorophyta,Oocystis,1.698845703,,Emma Califf,8/31/2018
A18028176007,28,6/25/2018,Chlorophyta,Scenedesmus,0.571190492,,Emma Califf,8/31/2018
A18028176007,28,6/25/2018,Chlorophyta,Schroederia,0.01626926,,Emma Califf,8/31/2018
A18028176007,28,6/25/2018,Chlorophyta,Selenastrum,0.02663123,,Emma Califf,8/31/2018
A18028176007,28,6/25/2018,Chlorophyta,Tetraedron,0.219115131,,Emma Califf,8/31/2018
A18028176007,28,6/25/2018,Chlorophyta,Tetrastrum,0.005536068,,Emma Califf,8/31/2018
A18028176007,28,6/25/2018,Cryptophyta,Cryptomonas,3.45891521,,Emma Califf,8/31/2018
A18028176007,28,6/25/2018,Cryptophyta,Komma,0.131666583,,Emma Califf,8/31/2018
A18028176007,28,6/25/2018,Cyanophyta,Anabaenopsis,0.087156752,,Emma Califf,8/31/2018
A18028176007,28,6/25/2018,Cyanophyta,Cylindrospermopsis,0.025275458,,Emma Califf,8/31/2018
A18028176007,28,6/25/2018,Cyanophyta,Dolichospermum,0.141193939,,Emma Califf,8/31/2018
A18028176007,28,6/25/2018,Cyanophyta,Merismopedia,1.967738357,,Emma Califf,8/31/2018
A18028176007,28,6/25/2018,Cyanophyta,Planktothrix,0.248473549,,Emma Califf,8/31/2018
A18028176007,28,6/25/2018,Cyanophyta,Pseudanabaena,1.898927741,,Emma Califf,8/31/2018
A18028176007,28,6/25/2018,Cyanophyta,Romeria,0.024403891,,Emma Califf,8/31/2018
A18028176007,28,6/25/2018,Dinophyta,Gymnodinium,0.594990096,,Emma Califf,8/31/2018
A18028176007,28,6/25/2018,Dinophyta,Peridinium,0.960144608,,Emma Califf,8/31/2018
A18028176007,28,6/25/2018,Euglenophyta,Euglena,0.766656617,,Emma Califf,8/31/2018
A18028176007,28,6/25/2018,Euglenophyta,Phacus,1.718860276,,Emma Califf,8/31/2018
A18029211008,29,7/30/2018,Chlorophyta,Carteria,0.303924514,,Emma Califf,9/18/2018
A18029211008,29,7/30/2018,Chlorophyta,Chlamydomonas,0.251197415,,Emma Califf,9/18/2018
A18029211008,29,7/30/2018,Chlorophyta,Cosmarium,0.027330796,,Emma Califf,9/18/2018
A18029211008,29,7/30/2018,Chlorophyta,Crucigenia,0.116874766,,Emma Califf,9/18/2018
A18029211008,29,7/30/2018,Chlorophyta,Desmodesmus,0.01325703,,Emma Califf,9/18/2018
A18029211008,29,7/30/2018,Chlorophyta,Kirchneriella,0.002151404,,Emma Califf,9/18/2018
A18029211008,29,7/30/2018,Chlorophyta,Schroederia,0.000637453,,Emma Califf,9/18/2018
A18029211008,29,7/30/2018,Chrysophyta,Mallomonas,0.138944825,,Emma Califf,9/18/2018
A18029211008,29,7/30/2018,Cryptophyta,Cryptomonas,2.812101112,,Emma Califf,9/18/2018
A18029211008,29,7/30/2018,Cryptophyta,Komma,0.086314292,,Emma Califf,9/18/2018
A18029211008,29,7/30/2018,Cyanophyta,Aphanizomenon,0.204383356,,Emma Califf,9/18/2018
A18029211008,29,7/30/2018,Cyanophyta,Cuspidothrix,0.504862746,,Emma Califf,9/18/2018
A18029211008,29,7/30/2018,Cyanophyta,Cylindrospermopsis,3.832146553,,Emma Califf,9/18/2018
A18029211008,29,7/30/2018,Cyanophyta,Microcystis,5.284923307,,Emma Califf,9/18/2018
A18029211008,29,7/30/2018,Cyanophyta,Planktolyngbya,0.076494355,,Emma Califf,9/18/2018
A18029211008,29,7/30/2018,Cyanophyta,Planktothrix,2.149252344,,Emma Califf,9/18/2018
A18029211008,29,7/30/2018,Cyanophyta,Pseudanabaena,0.218247958,,Emma Califf,9/18/2018
A18029211008,29,7/30/2018,Cyanophyta,Snowella,1.274905925,,Emma Califf,9/18/2018
A18029211008,29,7/30/2018,Dinophyta,Gymnodinium,0.321276293,,Emma Califf,9/18/2018
A18029211008,29,7/30/2018,Euglenophyta,Euglena,0.174263704,,Emma Califf,9/18/2018
A18029211008,29,7/30/2018,Euglenophyta,Trachelomonas,0.058087901,,Emma Califf,9/18/2018
A18030246009,30,9/3/2018,Chlorophyta,Chlamydomonas,0.038374668,,Emma Califf,10/12/2018
A18030246009,30,9/3/2018,Chlorophyta,Coelastrum,1.959126308,,Emma Califf,10/12/2018
A18030246009,30,9/3/2018,Chlorophyta,Cosmarium,0.243750208,,Emma Califf,10/12/2018
A18030246009,30,9/3/2018,Chlorophyta,Crucigenia,0.139279773,,Emma Califf,10/12/2018
A18030246009,30,9/3/2018,Chlorophyta,Desmodesmus,0.108670836,,Emma Califf,10/12/2018
A18030246009,30,9/3/2018,Chlorophyta,Oocystis,0.041572557,,Emma Califf,10/12/2018
A18030246009,30,9/3/2018,Chlorophyta,Scenedesmus,0.062690562,,Emma Califf,10/12/2018
A18030246009,30,9/3/2018,Chlorophyta,Selenastrum,0.003331134,,Emma Califf,10/12/2018
A18030246009,30,9/3/2018,Cryptophyta,Cryptomonas,24.34960735,,Emma Califf,10/12/2018
A18030246009,30,9/3/2018,Cyanophyta,Aphanizomenon,3.007637257,,Emma Califf,10/12/2018
A18030246009,30,9/3/2018,Cyanophyta,Cuspidothrix,0.292307044,,Emma Califf,10/12/2018
A18030246009,30,9/3/2018,Cyanophyta,Microcystis,22.21173771,,Emma Califf,10/12/2018
A18030246009,30,9/3/2018,Dinophyta,Gymnodinium,0.31170535,,Emma Califf,10/12/2018
A18030246009,30,9/3/2018,Dinophyta,Peridinium,2.041674484,,Emma Califf,10/12/2018
A18030246009,30,9/3/2018,Euglenophyta,Euglena,0.284256802,,Emma Califf,10/12/2018
A18030246009,30,9/3/2018,Euglenophyta,Trachelomonas,0.259029011,,Emma Califf,10/12/2018
A18031177007,31,6/26/2018,Bacillariophyta,Fragilaria,1.825711992,,Emma Califf,8/30/2018
A18031177007,31,6/26/2018,Bacillariophyta,Navicula,0.140129213,,Emma Califf,8/30/2018
A18031177007,31,6/26/2018,Bacillariophyta,Nitzschia,0.034839029,,Emma Califf,8/30/2018
A18031177007,31,6/26/2018,Bacillariophyta,Stephanodiscus,0.394560973,,Emma Califf,8/30/2018
A18031177007,31,6/26/2018,Bacillariophyta,Unknown Centric Bacillariophyte,0.3096754,,Emma Califf,8/30/2018
A18031177007,31,6/26/2018,Chlorophyta,Actinastrum,0.003140784,,Emma Califf,8/30/2018
A18031177007,31,6/26/2018,Chlorophyta,Chlamydomonas,0.021861315,,Emma Califf,8/30/2018
A18031177007,31,6/26/2018,Chlorophyta,Desmodesmus,0.021709098,,Emma Califf,8/30/2018
A18031177007,31,6/26/2018,Chlorophyta,Elakatothrix,0.006784093,,Emma Califf,8/30/2018
A18031177007,31,6/26/2018,Chlorophyta,Golenkinia,0.098917159,,Emma Califf,8/30/2018
A18031177007,31,6/26/2018,Chlorophyta,Micractinium,0.005300073,,Emma Califf,8/30/2018
A18031177007,31,6/26/2018,Chlorophyta,Oocystis,0.054725018,,Emma Califf,8/30/2018
A18031177007,31,6/26/2018,Chlorophyta,Pediastrum,0.220809669,,Emma Califf,8/30/2018
A18031177007,31,6/26/2018,Chlorophyta,Schroederia,0.003392047,,Emma Califf,8/30/2018
A18031177007,31,6/26/2018,Chlorophyta,Tetraedron,0.001612385,,Emma Califf,8/30/2018
A18031177007,31,6/26/2018,Chlorophyta,Unknown Chlorophyte,0.006900302,,Emma Califf,8/30/2018
A18031177007,31,6/26/2018,Cryptophyta,Cryptomonas,1.363646404,,Emma Califf,8/30/2018
A18031177007,31,6/26/2018,Cryptophyta,Komma,0.032010461,,Emma Califf,8/30/2018
A18031177007,31,6/26/2018,Dinophyta,Gymnodinium,0.047827857,,Emma Califf,8/30/2018
A18032234005,32,8/22/2018,Chlorophyta,Chlamydomonas,1.541231505,,Emma Califf,10/26/2018
A18032234005,32,8/22/2018,Chlorophyta,Coelastrum,0.691923519,,Emma Califf,10/26/2018
A18032234005,32,8/22/2018,Chlorophyta,Crucigenia,0.008871049,,Emma Califf,10/26/2018
A18032234005,32,8/22/2018,Chlorophyta,Desmodesmus,0.085800483,,Emma Califf,10/26/2018
A18032234005,32,8/22/2018,Chlorophyta,Monoraphidium,0.002544035,,Emma Califf,10/26/2018
A18032234005,32,8/22/2018,Chlorophyta,Schroederia,0.02009028,,Emma Califf,10/26/2018
A18032234005,32,8/22/2018,Chlorophyta,Selenastrum,0.045434658,,Emma Califf,10/26/2018
A18032234005,32,8/22/2018,Chlorophyta,Tetraedron,0.034935004,,Emma Califf,10/26/2018
A18032234005,32,8/22/2018,Chlorophyta,Tetrastrum,0.004020203,,Emma Califf,10/26/2018
A18032234005,32,8/22/2018,Cryptophyta,Cryptomonas,18.08829335,,Emma Califf,10/26/2018
A18032234005,32,8/22/2018,Cryptophyta,Komma,0.022613644,,Emma Califf,10/26/2018
A18032234005,32,8/22/2018,Cyanophyta,Cuspidothrix,0.73777013,,Emma Califf,10/26/2018
A18032234005,32,8/22/2018,Cyanophyta,Cylindrospermopsis,0.19448286,,Emma Califf,10/26/2018
A18032234005,32,8/22/2018,Cyanophyta,Pseudanabaena,0.019598491,,Emma Califf,10/26/2018
A18032234005,32,8/22/2018,Dinophyta,Peridinium,0.812819161,,Emma Califf,10/26/2018
A18032234005,32,8/22/2018,Euglenophyta,Trachelomonas,0.514586029,,Emma Califf,10/26/2018
A18033246004,33,9/3/2018,Bacillariophyta,Aulacoseira,0.228963144,,Emma Califf,11/6/2018
A18033246004,33,9/3/2018,Bacillariophyta,Nitzschia,0.003109599,,Emma Califf,11/6/2018
A18033246004,33,9/3/2018,Bacillariophyta,Unknown Centric Bacillariophyte,0.045227288,,Emma Califf,11/6/2018
A18033246004,33,9/3/2018,Chlorophyta,Chlamydomonas,0.046312743,,Emma Califf,11/6/2018
A18033246004,33,9/3/2018,Chlorophyta,Oocystis,0.049252516,,Emma Califf,11/6/2018
A18033246004,33,9/3/2018,Chlorophyta,Schroederia,0.000254403,,Emma Califf,11/6/2018
A18033246004,33,9/3/2018,Cryptophyta,Cryptomonas,0.145934612,,Emma Califf,11/6/2018
A18033246004,33,9/3/2018,Cryptophyta,Komma,0.010151406,,Emma Califf,11/6/2018
A18033246004,33,9/3/2018,Cyanophyta,Microcystis,125.7558783,,Emma Califf,11/6/2018
A18035169012,35,6/18/2018,Bacillariophyta,Unknown Bacillariophyte,0.007547945,,Emma Califf,7/30/2018
A18035169012,35,6/18/2018,Chlorophyta,Ankyra,0.000928397,,Emma Califf,7/30/2018
A18035169012,35,6/18/2018,Chlorophyta,Chlamydomonas,0.088708418,,Emma Califf,7/30/2018
A18035169012,35,6/18/2018,Chlorophyta,Schroederia,0.000909213,,Emma Califf,7/30/2018
A18035169012,35,6/18/2018,Chlorophyta,Unknown Chlorophyte,0.026289442,,Emma Califf,7/30/2018
A18035169012,35,6/18/2018,Chrysophyta,Dinobryon,0.023631358,,Emma Califf,7/30/2018
A18035169012,35,6/18/2018,Cryptophyta,Cryptomonas,1.446822182,,Emma Califf,7/30/2018
A18035169012,35,6/18/2018,Cryptophyta,Komma,0.11425594,,Emma Califf,7/30/2018
A18035169012,35,6/18/2018,Cyanophyta,Aphanocapsa,0.019656107,,Emma Califf,7/30/2018
A18035169012,35,6/18/2018,Euglenophyta,Euglena,0.015458192,,Emma Califf,7/30/2018
A18035169012,35,6/18/2018,Euglenophyta,Phacus,0.795203309,,Emma Califf,7/30/2018
A18036151003,36,5/31/2018,Bacillariophyta,Cymbella,1.674612585,,Emma Califf,7/20/2018
A18036151003,36,5/31/2018,Bacillariophyta,Stephanodiscus,38.17861711,,Emma Califf,7/20/2018
A18036151003,36,5/31/2018,Chlorophyta,Ankyra,0.003351517,,Emma Califf,7/20/2018
A18036151003,36,5/31/2018,Chlorophyta,Desmodesmus,0.0057735,,Emma Califf,7/20/2018
A18036151003,36,5/31/2018,Chlorophyta,Dictyosphaerium,0.005912064,,Emma Califf,7/20/2018
A18036151003,36,5/31/2018,Chlorophyta,Oocystis,0.123488816,,Emma Califf,7/20/2018
A18036151003,36,5/31/2018,Chlorophyta,Paradoxia,0.007326571,,Emma Califf,7/20/2018
A18036151003,36,5/31/2018,Chlorophyta,Sphaerocystis,0.019047173,,Emma Califf,7/20/2018
A18036151003,36,5/31/2018,Cyanophyta,Aphanizomenon,1.838715031,,Emma Califf,7/20/2018
A18036151003,36,5/31/2018,Cyanophyta,Dolichospermum,0.190321976,,Emma Califf,7/20/2018
A18036151003,36,5/31/2018,Cyanophyta,Microcystis,29.90739846,,Emma Califf,7/20/2018
A18037204012,37,7/23/2018,Bacillariophyta,Synedra,0.059147622,,Emma Califf,9/13/2018
A18037204012,37,7/23/2018,Chlorophyta,Cosmarium,0.095540075,,Emma Califf,9/13/2018
A18037204012,37,7/23/2018,Chlorophyta,Desmodesmus,0.001472721,,Emma Califf,9/13/2018
A18037204012,37,7/23/2018,Chlorophyta,Lagerheimia,0.042287514,,Emma Califf,9/13/2018
A18037204012,37,7/23/2018,Chlorophyta,Monoraphidium,0.002446385,,Emma Califf,9/13/2018
A18037204012,37,7/23/2018,Chlorophyta,Mougeotia,0.100651273,,Emma Califf,9/13/2018
A18037204012,37,7/23/2018,Chlorophyta,Oocystis,0.022832928,,Emma Califf,9/13/2018
A18037204012,37,7/23/2018,Chlorophyta,Selenastrum,0.018639125,,Emma Califf,9/13/2018
A18037204012,37,7/23/2018,Chlorophyta,Sphaerocystis,0.007892864,,Emma Califf,9/13/2018
A18037204012,37,7/23/2018,Chlorophyta,Tetraedron,0.004746414,,Emma Califf,9/13/2018
A18037204012,37,7/23/2018,Cryptophyta,Cryptomonas,0.622261998,,Emma Califf,9/13/2018
A18037204012,37,7/23/2018,Cryptophyta,Komma,0.530871785,,Emma Califf,9/13/2018
A18037204012,37,7/23/2018,Cyanophyta,Aphanizomenon,12.78508039,,Emma Califf,9/13/2018
A18037204012,37,7/23/2018,Cyanophyta,Cuspidothrix,0.975758174,,Emma Califf,9/13/2018
A18037204012,37,7/23/2018,Cyanophyta,Cylindrospermopsis,0.527137743,,Emma Califf,9/13/2018
A18037204012,37,7/23/2018,Cyanophyta,Pseudanabaena,0.04088958,,Emma Califf,9/13/2018
A18037204012,37,7/23/2018,Cyanophyta,Romeria,0.006523694,,Emma Califf,9/13/2018
A18038170001,38,6/19/2018,Bacillariophyta,Fragilaria,4.673914943,,Emma Califf,7/26/2018
A18038170001,38,6/19/2018,Bacillariophyta,Nitzschia,0.020543294,,Emma Califf,7/26/2018
A18038170001,38,6/19/2018,Chlorophyta,Chlamydomonas,0.008604448,,Emma Califf,7/26/2018
A18038170001,38,6/19/2018,Chlorophyta,Cosmarium,0.11118245,,Emma Califf,7/26/2018
A18038170001,38,6/19/2018,Chlorophyta,Desmodesmus,0.011586691,,Emma Califf,7/26/2018
A18038170001,38,6/19/2018,Chlorophyta,Dictyosphaerium,0.011263864,,Emma Califf,7/26/2018
A18038170001,38,6/19/2018,Chlorophyta,Oocystis,0.048871114,,Emma Califf,7/26/2018
A18038170001,38,6/19/2018,Chlorophyta,Radiococcus,0.054411565,,Emma Califf,7/26/2018
A18038170001,38,6/19/2018,Chlorophyta,Schroederia,0.001694554,,Emma Califf,7/26/2018
A18038170001,38,6/19/2018,Chlorophyta,Selenastrum,0.002970221,,Emma Califf,7/26/2018
A18038170001,38,6/19/2018,Chlorophyta,Sphaerocystis,1.642413496,,Emma Califf,7/26/2018
A18038170001,38,6/19/2018,Chlorophyta,Unknown Chlorophyte,0.001940544,,Emma Califf,7/26/2018
A18038170001,38,6/19/2018,Cryptophyta,Cryptomonas,0.227285365,,Emma Califf,7/26/2018
A18038170001,38,6/19/2018,Cryptophyta,Komma,0.11333753,,Emma Califf,7/26/2018
A18038170001,38,6/19/2018,Cyanophyta,Aphanizomenon,0.442987271,,Emma Califf,7/26/2018
A18038170001,38,6/19/2018,Cyanophyta,Dolichospermum,0.264015276,,Emma Califf,7/26/2018
A18038170001,38,6/19/2018,Cyanophyta,Snowella,3.806508123,,Emma Califf,7/26/2018
A18038170001,38,6/19/2018,Euglenophyta,Euglena,0.087986437,,Emma Califf,7/26/2018
A18039170002,39,6/19/2018,Bacillariophyta,Fragilaria,0.169217609,,Emma Califf,8/8/2018
A18039170002,39,6/19/2018,Bacillariophyta,Nitzschia,0.065166825,,Emma Califf,8/8/2018
A18039170002,39,6/19/2018,Bacillariophyta,Unknown Centric Bacillariophyte,0.790505693,,Emma Califf,8/8/2018
A18039170002,39,6/19/2018,Chlorophyta,Closteriopsis,0.105447957,,Emma Califf,8/8/2018
A18039170002,39,6/19/2018,Chlorophyta,Coelastrum,0.266146678,,Emma Califf,8/8/2018
A18039170002,39,6/19/2018,Chlorophyta,Cosmarium,0.187937298,,Emma Califf,8/8/2018
A18039170002,39,6/19/2018,Chlorophyta,Crucigenia,0.014570936,,Emma Califf,8/8/2018
A18039170002,39,6/19/2018,Chlorophyta,Desmodesmus,0.007506988,,Emma Califf,8/8/2018
A18039170002,39,6/19/2018,Chlorophyta,Golenkinia,0.021089591,,Emma Califf,8/8/2018
A18039170002,39,6/19/2018,Chlorophyta,Lagerheimia,0.025062197,,Emma Califf,8/8/2018
A18039170002,39,6/19/2018,Chlorophyta,Oocystis,0.089064392,,Emma Califf,8/8/2018
A18039170002,39,6/19/2018,Chlorophyta,Scenedesmus,0.034968252,,Emma Califf,8/8/2018
A18039170002,39,6/19/2018,Chlorophyta,Schroederia,0.008462191,,Emma Califf,8/8/2018
A18039170002,39,6/19/2018,Chlorophyta,Selenastrum,0.002991146,,Emma Califf,8/8/2018
A18039170002,39,6/19/2018,Chlorophyta,Sphaerocystis,0.125291532,,Emma Califf,8/8/2018
A18039170002,39,6/19/2018,Chlorophyta,Tetraedron,0.01787343,,Emma Califf,8/8/2018
A18039170002,39,6/19/2018,Chlorophyta,Treubaria,0.006853087,,Emma Califf,8/8/2018
A18039170002,39,6/19/2018,Cryptophyta,Cryptomonas,0.107028646,,Emma Califf,8/8/2018
A18039170002,39,6/19/2018,Cryptophyta,Komma,0.075555166,,Emma Califf,8/8/2018
A18039170002,39,6/19/2018,Cyanophyta,Aphanocapsa,0.361983064,,Emma Califf,8/8/2018
A18039170002,39,6/19/2018,Cyanophyta,Coelosphaerium,0.709410397,,Emma Califf,8/8/2018
A18039170002,39,6/19/2018,Cyanophyta,Planktothrix,0.020852745,,Emma Califf,8/8/2018
A18040163003,40,6/12/2018,Bacillariophyta,Gyrosigma,1.542577815,,Emma Califf,8/16/2018
A18040163003,40,6/12/2018,Chlorophyta,Ankyra,0.001611795,,Emma Califf,8/16/2018
A18040163003,40,6/12/2018,Chlorophyta,Chlamydomonas,0.008348787,,Emma Califf,8/16/2018
A18040163003,40,6/12/2018,Chlorophyta,Schroederia,0.002326301,,Emma Califf,8/16/2018
A18040163003,40,6/12/2018,Chlorophyta,Selenastrum,0.004253808,,Emma Califf,8/16/2018
A18040163003,40,6/12/2018,Chlorophyta,Sphaerocystis,2.905908716,,Emma Califf,8/16/2018
A18040163003,40,6/12/2018,Cryptophyta,Cryptomonas,0.008507617,,Emma Califf,8/16/2018
A18040163003,40,6/12/2018,Cryptophyta,Komma,0.193942035,,Emma Califf,8/16/2018
A18040163003,40,6/12/2018,Dinophyta,Ceratium,1.789280281,,Emma Califf,8/16/2018
A18041241002,41,8/29/2018,Bacillariophyta,Aulacoseira,1.835384091,,Emma Califf,11/9/2018
A18041241002,41,8/29/2018,Chlorophyta,Ankyra,0.000283087,,Emma Califf,11/9/2018
A18041241002,41,8/29/2018,Chlorophyta,Chlamydomonas,0.0209327,,Emma Califf,11/9/2018
A18041241002,41,8/29/2018,Chlorophyta,Closteriopsis,0.015852864,,Emma Califf,11/9/2018
A18041241002,41,8/29/2018,Chlorophyta,Desmodesmus,0.000674297,,Emma Califf,11/9/2018
A18041241002,41,8/29/2018,Chlorophyta,Monoraphidium,0.001081235,,Emma Califf,11/9/2018
A18041241002,41,8/29/2018,Chlorophyta,Selenastrum,0.001154464,,Emma Califf,11/9/2018
A18041241002,41,8/29/2018,Chlorophyta,Sphaerocystis,0.034552323,,Emma Califf,11/9/2018
A18041241002,41,8/29/2018,Cryptophyta,Cryptomonas,1.22675087,,Emma Califf,11/9/2018
A18041241002,41,8/29/2018,Cryptophyta,Komma,0.002854459,,Emma Califf,11/9/2018
A18041241002,41,8/29/2018,Cyanophyta,Aphanizomenon,0.163482657,,Emma Califf,11/9/2018
A18041241002,41,8/29/2018,Cyanophyta,Dolichospermum,3.170572744,,Emma Califf,11/9/2018
A18041241002,41,8/29/2018,Cyanophyta,Microcystis,45.53253523,,Emma Califf,11/9/2018
A18041241002,41,8/29/2018,Cyanophyta,Woronichinia,0.125816379,,Emma Califf,11/9/2018
A18041241002,41,8/29/2018,Euglenophyta,Trachelomonas,0.054352676,,Emma Califf,11/9/2018
A18042241005,42,8/29/2018,Bacillariophyta,Nitzschia,0.876267134,,Emma Califf,10/31/2018
A18042241005,42,8/29/2018,Bacillariophyta,Unknown Centric Bacillariophyte,0.488750999,,Emma Califf,10/31/2018
A18042241005,42,8/29/2018,Chlorophyta,Coelastrum,0.460938458,,Emma Califf,10/31/2018
A18042241005,42,8/29/2018,Chlorophyta,Crucigenia,0.136255951,,Emma Califf,10/31/2018
A18042241005,42,8/29/2018,Chlorophyta,Desmodesmus,0.006827791,,Emma Califf,10/31/2018
A18042241005,42,8/29/2018,Chlorophyta,Dictyosphaerium,0.221093276,,Emma Califf,10/31/2018
A18042241005,42,8/29/2018,Chlorophyta,Kirchneriella,0.141553114,,Emma Califf,10/31/2018
A18042241005,42,8/29/2018,Chlorophyta,Scenedesmus,0.308399337,,Emma Califf,10/31/2018
A18042241005,42,8/29/2018,Chlorophyta,Schroederia,5.416606747,,Emma Califf,10/31/2018
A18042241005,42,8/29/2018,Chlorophyta,Tetraedron,0.008679504,,Emma Califf,10/31/2018
A18042241005,42,8/29/2018,Cryptophyta,Komma,0.115482774,,Emma Califf,10/31/2018
A18042241005,42,8/29/2018,Cyanophyta,Aphanizomenon,0.899629744,,Emma Califf,10/31/2018
A18042241005,42,8/29/2018,Cyanophyta,Aphanocapsa,2.265297192,,Emma Califf,10/31/2018
A18042241005,42,8/29/2018,Cyanophyta,Pseudanabaena,0.041130613,,Emma Califf,10/31/2018
A18043255001,43,9/12/2018,Bacillariophyta,Nitzschia,0.856638789,,Emma Califf,10/19/2018
A18043255001,43,9/12/2018,Chlorophyta,Chlamydomonas,0.04266874,,Emma Califf,10/19/2018
A18043255001,43,9/12/2018,Chlorophyta,Desmodesmus,0.086599869,,Emma Califf,10/19/2018
A18043255001,43,9/12/2018,Chlorophyta,Kirchneriella,0.016797648,,Emma Califf,10/19/2018
A18043255001,43,9/12/2018,Chlorophyta,Lagerheimia,0.012021621,,Emma Califf,10/19/2018
A18043255001,43,9/12/2018,Chlorophyta,Micractinium,0.032057656,,Emma Califf,10/19/2018
A18043255001,43,9/12/2018,Chlorophyta,Schroederia,0.054448858,,Emma Califf,10/19/2018
A18043255001,43,9/12/2018,Chlorophyta,Tetraedron,0.012930849,,Emma Califf,10/19/2018
A18043255001,43,9/12/2018,Chlorophyta,Treubaria,0.005333593,,Emma Califf,10/19/2018
A18043255001,43,9/12/2018,Cryptophyta,Cryptomonas,3.199859258,,Emma Califf,10/19/2018
A18043255001,43,9/12/2018,Cryptophyta,Komma,0.050629901,,Emma Califf,10/19/2018
A18043255001,43,9/12/2018,Cyanophyta,Anabaenopsis,0.260051706,,Emma Califf,10/19/2018
A18043255001,43,9/12/2018,Cyanophyta,Cylindrospermopsis,0.30031512,,Emma Califf,10/19/2018
A18043255001,43,9/12/2018,Cyanophyta,Microcystis,35.0144971,,Emma Califf,10/19/2018
A18043255001,43,9/12/2018,Cyanophyta,Pseudanabaena,0.017599653,,Emma Califf,10/19/2018
A18043255001,43,9/12/2018,Dinophyta,Gymnodinium,0.216389178,,Emma Califf,10/19/2018
A18043255001,43,9/12/2018,Euglenophyta,Euglena,0.024043242,,Emma Califf,10/19/2018
A18045254002,45,9/11/2018,Bacillariophyta,Achnanthidium,0.02123943,,Emma Califf,10/27/2018
