Sample ID,Lake ID,Sample Date,Division,Genus,Zooplankton_Biomass (ug/L),Flag,Sample Processed Date,Sample Processed By
A19034156001,34,6/5/2019,Copepoda,Cyclopoida,16.68638771,,6/25/2019,Brittany Howes
A19034156001,34,6/5/2019,Cladocera,Daphnia,62.00908116,,6/25/2019,Brittany Howes
A19034156001,34,6/5/2019,Cladocera,Diaphanosoma,0.442631418,,6/25/2019,Brittany Howes
A19034156001,34,6/5/2019,Rotifera,Keratella.cochlearis,0.000840482,,6/25/2019,Brittany Howes
A19034156001,34,6/5/2019,Copepoda,Nauplii,4.106759714,,6/25/2019,Brittany Howes
A19034156001,34,6/5/2019,Rotifera,Pompholyx,2.091394968,,6/25/2019,Brittany Howes
A19034197006,34,7/16/2019,Copepoda,Calanoida,26.13673445,,8/1/2019,Brittany Howes
A19034197006,34,7/16/2019,Copepoda,Cyclopoida,12.25791952,,8/1/2019,Brittany Howes
A19034197006,34,7/16/2019,Cladocera,Daphnia,3.589982118,,8/1/2019,Brittany Howes
A19034197006,34,7/16/2019,Cladocera,Diaphanosoma,2.973284629,,8/1/2019,Brittany Howes
A19034197006,34,7/16/2019,Rotifera,Keratella.cochlearis,0.022861996,,8/1/2019,Brittany Howes
A19034197006,34,7/16/2019,Copepoda,Nauplii,1.124554415,,8/1/2019,Brittany Howes
A19034241003,34,8/29/2019,Cladocera,Bosmina,9.659874825,,10/11/2019,Karianna Fiebelkorn
A19034241003,34,8/29/2019,Copepoda,Calanoida,97.52445841,,10/11/2019,Karianna Fiebelkorn
A19034241003,34,8/29/2019,Cladocera,Ceriodaphnia,72.04638374,,10/11/2019,Karianna Fiebelkorn
A19034241003,34,8/29/2019,Cladocera,Chydorus,2.934578357,,10/11/2019,Karianna Fiebelkorn
A19034241003,34,8/29/2019,Copepoda,Cyclopoida,14.9912535,,10/11/2019,Karianna Fiebelkorn
A19034241003,34,8/29/2019,Cladocera,Daphnia,24.76152888,,10/11/2019,Karianna Fiebelkorn
A19034241003,34,8/29/2019,Rotifera,Keratella.cochlearis,0.440699513,,10/11/2019,Karianna Fiebelkorn
A19034241003,34,8/29/2019,Copepoda,Nauplii,11.99921172,,10/11/2019,Karianna Fiebelkorn
A19035177002,35,6/26/2019,Cladocera,Bosmina,0.38254272,,7/10/2019,Brittany Howes
A19035177002,35,6/26/2019,Copepoda,Cyclopoida,134.139199,,7/10/2019,Brittany Howes
A19035177002,35,6/26/2019,Cladocera,Daphnia,109.5657349,,7/10/2019,Brittany Howes
A19035177002,35,6/26/2019,Rotifera,Keratella.cochlearis,0.092263955,,7/10/2019,Brittany Howes
A19035177002,35,6/26/2019,Copepoda,Nauplii,11.74542777,,7/10/2019,Brittany Howes
A19035225001,35,8/13/2019,Rotifera,Brachionus,0.522221473,,9/6/2019,Karianna Fiebelkorn
A19035225001,35,8/13/2019,Copepoda,Cyclopoida,6.788591171,,9/6/2019,Karianna Fiebelkorn
A19035225001,35,8/13/2019,Cladocera,Daphnia,10.0926995,,9/6/2019,Karianna Fiebelkorn
A19035225001,35,8/13/2019,Cladocera,Diaphanosoma,0.887937771,,9/6/2019,Karianna Fiebelkorn
A19035225001,35,8/13/2019,Rotifera,Kellicottia,0.004349164,,9/6/2019,Karianna Fiebelkorn
A19035225001,35,8/13/2019,Rotifera,Keratella.cochlearis,0.566141092,,9/6/2019,Karianna Fiebelkorn
A19035225001,35,8/13/2019,Copepoda,Nauplii,36.43496563,,9/6/2019,Karianna Fiebelkorn
A19035225001,35,8/13/2019,Rotifera,Polyarthra,0.180145569,,9/6/2019,Karianna Fiebelkorn
A19035265005,35,9/22/2019,Cladocera,Chydorus,2.73311485,,12/1/2019,Karianna Fiebelkorn
A19035265005,35,9/22/2019,Copepoda,Cyclopoida,1.272463649,,12/1/2019,Karianna Fiebelkorn
A19035265005,35,9/22/2019,Rotifera,Keratella.cochlearis,0.171026276,,12/1/2019,Karianna Fiebelkorn
A19035265005,35,9/22/2019,Copepoda,Nauplii,0.402864764,,12/1/2019,Karianna Fiebelkorn
A19035265005,35,9/22/2019,Rotifera,Polyarthra,1.667220407,,12/1/2019,Karianna Fiebelkorn
A19036150003,36,5/30/2019,Cladocera,Bosmina,14.26490109,,6/13/2019,Brittany Howes
A19036150003,36,5/30/2019,Copepoda,Calanoida,5.249118389,,6/13/2019,Brittany Howes
A19036150003,36,5/30/2019,Cladocera,Chydorus,2.131000768,,6/13/2019,Brittany Howes
A19036150003,36,5/30/2019,Cladocera,Daphnia,29.52322897,,6/13/2019,Brittany Howes
A19036150003,36,5/30/2019,Rotifera,Keratella.cochlearis,0.023076163,,6/13/2019,Brittany Howes
A19036150003,36,5/30/2019,Copepoda,Nauplii,0.968968014,,6/13/2019,Brittany Howes
A19036150003,36,5/30/2019,Rotifera,Polyarthra,0.009162981,,6/13/2019,Brittany Howes
A19036150003,36,5/30/2019,Rotifera,Trichocerca,0.213352206,,6/13/2019,Brittany Howes
A19036204007,36,7/23/2019,Copepoda,Calanoida,31.39949094,,8/15/2019,Brittany Howes
A19036204007,36,7/23/2019,Copepoda,Cyclopoida,8.480309979,,8/15/2019,Brittany Howes
A19036204007,36,7/23/2019,Cladocera,Daphnia,9.152422382,,8/15/2019,Brittany Howes
A19036204007,36,7/23/2019,Rotifera,Keratella.cochlearis,0.011155564,,8/15/2019,Brittany Howes
A19036204007,36,7/23/2019,Copepoda,Nauplii,1.640962192,,8/15/2019,Brittany Howes
A19036247004,36,9/4/2019,Copepoda,Calanoida,26.46558034,,10/24/2019,Brittany Howes
A19036247004,36,9/4/2019,Copepoda,Cyclopoida,34.99305372,,10/24/2019,Brittany Howes
A19036247004,36,9/4/2019,Cladocera,Daphnia,40.54333468,,10/24/2019,Brittany Howes
A19036247004,36,9/4/2019,Rotifera,Keratella.cochlearis,0.001541452,,10/24/2019,Brittany Howes
A19036247004,36,9/4/2019,Copepoda,Nauplii,2.528604016,,10/24/2019,Brittany Howes
A19037161005,37,6/10/2019,Rotifera,Asplanchna,1.224760751,,10/24/2019,Brittany Howes
A19037161005,37,6/10/2019,Cladocera,Bosmina,2.41440586,,7/2/2019,Brittany Howes
A19037161005,37,6/10/2019,Copepoda,Calanoida,274.8288277,,7/2/2019,Brittany Howes
A19037161005,37,6/10/2019,Copepoda,Cyclopoida,201.7463823,,7/2/2019,Brittany Howes
A19037161005,37,6/10/2019,Cladocera,Daphnia,1535.561496,,7/2/2019,Brittany Howes
A19037161005,37,6/10/2019,Rotifera,Keratella.cochlearis,0.229500149,,7/2/2019,Brittany Howes
A19037161005,37,6/10/2019,Copepoda,Nauplii,12.55735296,,7/2/2019,Brittany Howes
A19037161005,37,6/10/2019,Rotifera,Polyarthra,0.391691323,,7/2/2019,Brittany Howes
A19037161005,37,6/10/2019,Rotifera,Synchaeta,0.026790952,,7/2/2019,Brittany Howes
A19037210010,37,7/29/2019,Cladocera,Bosmina,8.450040947,,8/16/2019,Brittany Howes
A19037210010,37,7/29/2019,Copepoda,Calanoida,33.5911418,,8/16/2019,Brittany Howes
A19037210010,37,7/29/2019,Copepoda,Cyclopoida,4.173169316,,8/16/2019,Brittany Howes
A19037210010,37,7/29/2019,Cladocera,Daphnia,3.475149329,,8/16/2019,Brittany Howes
A19037210010,37,7/29/2019,Cladocera,Diaphanosoma,46.86934049,,8/16/2019,Brittany Howes
A19037210010,37,7/29/2019,Rotifera,Keratella.cochlearis,0.011734044,,8/16/2019,Brittany Howes
A19037210010,37,7/29/2019,Copepoda,Nauplii,1.721889262,,8/16/2019,Brittany Howes
A19037210010,37,7/29/2019,Rotifera,Polyarthra,0.555698436,,8/16/2019,Brittany Howes
A19037210010,37,7/29/2019,Rotifera,Trichocerca,1.293969168,,8/16/2019,Brittany Howes
A19037252001,37,9/9/2019,Copepoda,Calanoida,2.196409507,,11/5/2019,Brittany Howes
A19037252001,37,9/9/2019,Copepoda,Cyclopoida,4.656162119,,11/5/2019,Brittany Howes
A19037252001,37,9/9/2019,Cladocera,Daphnia,0.633130202,,11/5/2019,Brittany Howes
A19037252001,37,9/9/2019,Cladocera,Diaphanosoma,0.212891817,,11/5/2019,Brittany Howes
A19037252001,37,9/9/2019,Rotifera,Keratella.cochlearis,0.019044345,,11/5/2019,Brittany Howes
A19037252001,37,9/9/2019,Copepoda,Nauplii,0.409288975,,11/5/2019,Brittany Howes
A19037252001,37,9/9/2019,Rotifera,Polyarthra,1.302275021,,11/5/2019,Brittany Howes
A19038176011,38,6/25/2019,Rotifera,Asplanchna,2.629536534,,7/11/2019,Brittany Howes
A19038176011,38,6/25/2019,Copepoda,Cyclopoida,79.38784156,,7/11/2019,Brittany Howes
A19038176011,38,6/25/2019,Cladocera,Daphnia,83.9767824,,7/11/2019,Brittany Howes
A19038176011,38,6/25/2019,Rotifera,Keratella.cochlearis,0.025565971,,7/11/2019,Brittany Howes
A19038176011,38,6/25/2019,Copepoda,Nauplii,5.353871274,,7/11/2019,Brittany Howes
A19038176011,38,6/25/2019,Rotifera,Polyarthra,0.060843101,,7/11/2019,Brittany Howes
A19038224011,38,8/12/2019,Copepoda,Calanoida,11.11708274,,9/17/2019,Brittany Howes
A19038224011,38,8/12/2019,Copepoda,Cyclopoida,30.3409883,,9/17/2019,Brittany Howes
A19038224011,38,8/12/2019,Rotifera,Kellicottia,0.279718517,,9/17/2019,Brittany Howes
A19038224011,38,8/12/2019,Rotifera,Keratella.cochlearis,0.037520824,,9/17/2019,Brittany Howes
A19038224011,38,8/12/2019,Copepoda,Nauplii,43.56059159,,9/17/2019,Brittany Howes
A19038224011,38,8/12/2019,Rotifera,Polyarthra,0.289779196,,9/17/2019,Brittany Howes
A19038266002,38,9/23/2019,Cladocera,Bosmina,0.582879911,,12/29/2019,Karianna Fiebelkorn
A19038266002,38,9/23/2019,Copepoda,Calanoida,17.10843461,,12/29/2019,Karianna Fiebelkorn
A19038266002,38,9/23/2019,Copepoda,Cyclopoida,32.51683706,,12/29/2019,Karianna Fiebelkorn
A19038266002,38,9/23/2019,Cladocera,Daphnia,4.951129651,,12/29/2019,Karianna Fiebelkorn
A19038266002,38,9/23/2019,Rotifera,Kellicottia,0.032332342,,12/29/2019,Karianna Fiebelkorn
A19038266002,38,9/23/2019,Rotifera,Keratella.cochlearis,0.077007557,,12/29/2019,Karianna Fiebelkorn
A19038266002,38,9/23/2019,Copepoda,Nauplii,2.700008922,,12/29/2019,Karianna Fiebelkorn
A19038266002,38,9/23/2019,Rotifera,Pompholyx,0.582891221,,12/29/2019,Karianna Fiebelkorn
A19039177008,39,6/26/2019,Rotifera,Asplanchna,1.66096255,,7/11/2019,Brittany Howes
A19039177008,39,6/26/2019,Cladocera,Bosmina,22.43412953,,7/11/2019,Brittany Howes
A19039177008,39,6/26/2019,Copepoda,Cyclopoida,48.45387013,,7/11/2019,Brittany Howes
A19039177008,39,6/26/2019,Cladocera,Daphnia,6.219721494,,7/11/2019,Brittany Howes
A19039177008,39,6/26/2019,Rotifera,Kellicottia,0.034271421,,7/11/2019,Brittany Howes
A19039177008,39,6/26/2019,Rotifera,Keratella.cochlearis,0.038925714,,7/11/2019,Brittany Howes
A19039177008,39,6/26/2019,Copepoda,Nauplii,6.037122172,,7/11/2019,Brittany Howes
A19039177008,39,6/26/2019,Rotifera,Polyarthra,3.540947667,,7/11/2019,Brittany Howes
A19039177008,39,6/26/2019,Rotifera,Synchaeta,0.121514626,,7/11/2019,Brittany Howes
A19039224014,39,8/12/2019,Copepoda,Calanoida,3.77324026,,9/11/2019,Karianna Fiebelkorn
A19039224014,39,8/12/2019,Rotifera,Keratella.cochlearis,0.039829472,,9/11/2019,Karianna Fiebelkorn
A19039224014,39,8/12/2019,Copepoda,Nauplii,1.334422704,,9/11/2019,Karianna Fiebelkorn
A19039224014,39,8/12/2019,Rotifera,Polyarthra,1.06215246,,9/11/2019,Karianna Fiebelkorn
A19039268005,39,9/25/2019,Rotifera,Asplanchna,1.479470382,,12/5/2019,Brittany Howes
A19039268005,39,9/25/2019,Cladocera,Bosmina,2.432402578,,12/5/2019,Brittany Howes
A19039268005,39,9/25/2019,Rotifera,Keratella.cochlearis,0.011684239,,12/5/2019,Brittany Howes
A19039268005,39,9/25/2019,Copepoda,Nauplii,10.11684486,,12/5/2019,Brittany Howes
A19039268005,39,9/25/2019,Rotifera,Polyarthra,1.162526261,,12/5/2019,Brittany Howes
A19040169003,40,6/18/2019,Copepoda,Calanoida,21.61319393,,7/3/2019,Brittany Howes
A19040169003,40,6/18/2019,Copepoda,Cyclopoida,34.82952018,,7/3/2019,Brittany Howes
A19040169003,40,6/18/2019,Cladocera,Daphnia,64.29576633,,7/3/2019,Brittany Howes
A19040169003,40,6/18/2019,Rotifera,Keratella.cochlearis,0.12957143,,7/3/2019,Brittany Howes
A19040169003,40,6/18/2019,Rotifera,Lecane,0.106250929,,7/3/2019,Brittany Howes
A19040169003,40,6/18/2019,Copepoda,Nauplii,6.642923171,,7/3/2019,Brittany Howes
A19040169003,40,6/18/2019,Rotifera,Polyarthra,0.588552123,,7/3/2019,Brittany Howes
A19040218004,40,8/6/2019,Cladocera,Bosmina,5.10412912,,8/23/2019,Karianna Fiebelkorn
A19040218004,40,8/6/2019,Copepoda,Calanoida,3.197011632,,8/23/2019,Karianna Fiebelkorn
A19040218004,40,8/6/2019,Cladocera,Ceriodaphnia,1.066761714,,8/23/2019,Karianna Fiebelkorn
A19040218004,40,8/6/2019,Cladocera,Chydorus,0.226436826,,8/23/2019,Karianna Fiebelkorn
A19040218004,40,8/6/2019,Copepoda,Cyclopoida,0.816302082,,8/23/2019,Karianna Fiebelkorn
A19040218004,40,8/6/2019,Rotifera,Keratella.cochlearis,0.213209311,,8/23/2019,Karianna Fiebelkorn
A19040218004,40,8/6/2019,Copepoda,Nauplii,1.429440241,,8/23/2019,Karianna Fiebelkorn
A19040218004,40,8/6/2019,Rotifera,Polyarthra,0.374003618,,8/23/2019,Karianna Fiebelkorn
A19040261001,40,9/18/2019,Cladocera,Bosmina,16.09866515,,11/21/2019,Brittany Howes
A19040261001,40,9/18/2019,Copepoda,Cyclopoida,1.459421702,,11/21/2019,Brittany Howes
A19040261001,40,9/18/2019,Cladocera,Diaphanosoma,0.836583126,,11/21/2019,Brittany Howes
A19040261001,40,9/18/2019,Rotifera,Keratella.cochlearis,0.018480084,,11/21/2019,Brittany Howes
A19040261001,40,9/18/2019,Copepoda,Nauplii,1.931378125,,11/21/2019,Brittany Howes
A19040261001,40,9/18/2019,Rotifera,Polyarthra,0.683114547,,11/21/2019,Brittany Howes
A19041162010,41,6/11/2019,Cladocera,Bosmina,24.38611784,,7/2/2019,Brittany Howes
A19041162010,41,6/11/2019,Copepoda,Calanoida,264.9617753,,7/2/2019,Brittany Howes
A19041162010,41,6/11/2019,Cladocera,Chydorus,47.53163039,,7/2/2019,Brittany Howes
A19041162010,41,6/11/2019,Copepoda,Cyclopoida,136.667893,,7/2/2019,Brittany Howes
A19041162010,41,6/11/2019,Cladocera,Daphnia,9055.861562,,7/2/2019,Brittany Howes
A19041162010,41,6/11/2019,Rotifera,Keratella.cochlearis,0.087823866,,7/2/2019,Brittany Howes
A19041162010,41,6/11/2019,Copepoda,Nauplii,26.46229745,,7/2/2019,Brittany Howes
A19041211013,41,7/30/2019,Cladocera,Chydorus,12.63725468,,8/23/2019,Karianna Fiebelkorn
A19041211013,41,7/30/2019,Copepoda,Cyclopoida,22.92864349,,8/23/2019,Karianna Fiebelkorn
A19041211013,41,7/30/2019,Cladocera,Daphnia,53.45408425,,8/23/2019,Karianna Fiebelkorn
A19041211013,41,7/30/2019,Rotifera,Filinia,0.165677099,,8/23/2019,Karianna Fiebelkorn
A19041211013,41,7/30/2019,Rotifera,Keratella.cochlearis,0.014697729,,8/23/2019,Karianna Fiebelkorn
A19041211013,41,7/30/2019,Copepoda,Nauplii,1.39288109,,8/23/2019,Karianna Fiebelkorn
A19041251001,41,9/8/2019,Copepoda,Calanoida,16.36632914,,11/1/2019,Karianna Fiebelkorn
A19041251001,41,9/8/2019,Cladocera,Chydorus,1.891031205,,11/1/2019,Karianna Fiebelkorn
A19041251001,41,9/8/2019,Cladocera,Daphnia,306.6538244,,11/1/2019,Karianna Fiebelkorn
A19042162002,42,6/11/2019,Cladocera,Bosmina,3.438966146,,6/28/2019,Katie Cope
A19042162002,42,6/11/2019,Cladocera,Chydorus,2.584144081,,6/28/2019,Katie Cope
A19042162002,42,6/11/2019,Copepoda,Cyclopoida,2.108282857,,6/28/2019,Katie Cope
A19042162002,42,6/11/2019,Rotifera,Keratella.cochlearis,1.051471025,,6/28/2019,Katie Cope
A19042162002,42,6/11/2019,Rotifera,Keratella.quadrata,0.155709217,,6/28/2019,Katie Cope
A19042162002,42,6/11/2019,Copepoda,Nauplii,2.548912829,,6/28/2019,Katie Cope
A19042162002,42,6/11/2019,Rotifera,Polyarthra,0.213519024,,6/28/2019,Katie Cope
A19042162002,42,6/11/2019,Rotifera,Pompholyx,0.355966099,,6/28/2019,Katie Cope
A19042211012,42,7/30/2019,Rotifera,Asplanchna,1.377812265,,8/21/2019,Brittany Howes
A19042211012,42,7/30/2019,Rotifera,Brachionus,0.087481076,,8/21/2019,Brittany Howes
A19042211012,42,7/30/2019,Copepoda,Calanoida,19.67867585,,8/21/2019,Brittany Howes
A19042211012,42,7/30/2019,Copepoda,Cyclopoida,11.16456372,,8/21/2019,Brittany Howes
A19042211012,42,7/30/2019,Cladocera,Daphnia,0.779349141,,8/21/2019,Brittany Howes
A19042211012,42,7/30/2019,Cladocera,Diaphanosoma,3.636020651,,8/21/2019,Brittany Howes
A19042211012,42,7/30/2019,Rotifera,Keratella.cochlearis,0.122952461,,8/21/2019,Brittany Howes
A19042211012,42,7/30/2019,Rotifera,Keratella.quadrata,0.22919742,,8/21/2019,Brittany Howes
A19042211012,42,7/30/2019,Copepoda,Nauplii,3.67942677,,8/21/2019,Brittany Howes
A19042251012,42,9/8/2019,Copepoda,Calanoida,68.49509123,,11/6/2019,Karianna Fiebelkorn
A19042251012,42,9/8/2019,Copepoda,Cyclopoida,41.82266458,,11/6/2019,Karianna Fiebelkorn
A19042251012,42,9/8/2019,Cladocera,Daphnia,10.12050541,,11/6/2019,Karianna Fiebelkorn
A19042251012,42,9/8/2019,Rotifera,Keratella.cochlearis,0.007813156,,11/6/2019,Karianna Fiebelkorn
A19042251012,42,9/8/2019,Copepoda,Nauplii,0.618350882,,11/6/2019,Karianna Fiebelkorn
A19042251012,42,9/8/2019,Rotifera,Polyarthra,0.081733843,,11/6/2019,Karianna Fiebelkorn
A19043169001,43,6/18/2019,Rotifera,Asplanchna,4.634034258,,7/8/2019,Brittany Howes
A19043169001,43,6/18/2019,Cladocera,Bosmina,0.678128248,,7/8/2019,Brittany Howes
A19043169001,43,6/18/2019,Copepoda,Calanoida,3.425489866,,7/8/2019,Brittany Howes
A19043169001,43,6/18/2019,Copepoda,Cyclopoida,12.83446084,,7/8/2019,Brittany Howes
A19043169001,43,6/18/2019,Cladocera,Daphnia,34.86929606,,7/8/2019,Brittany Howes
A19043169001,43,6/18/2019,Rotifera,Keratella.cochlearis,0.01174544,,7/8/2019,Brittany Howes
A19043169001,43,6/18/2019,Copepoda,Nauplii,5.08197974,,7/8/2019,Brittany Howes
A19043169001,43,6/18/2019,Rotifera,Synchaeta,0.005664291,,7/8/2019,Brittany Howes
A19043219002,43,8/7/2019,Rotifera,Brachionus,4.769756851,,8/27/2019,Brittany Howes
A19043219002,43,8/7/2019,Copepoda,Calanoida,6.744365568,,8/27/2019,Brittany Howes
A19043219002,43,8/7/2019,Copepoda,Cyclopoida,6.689802024,,8/27/2019,Brittany Howes
A19043219002,43,8/7/2019,Rotifera,Filinia,0.018260927,,8/27/2019,Brittany Howes
A19043219002,43,8/7/2019,Rotifera,Keratella.cochlearis,0.445935731,,8/27/2019,Brittany Howes
A19043219002,43,8/7/2019,Copepoda,Nauplii,1.583404201,,8/27/2019,Brittany Howes
A19043219002,43,8/7/2019,Rotifera,Polyarthra,1.074941258,,8/27/2019,Brittany Howes
A19043258003,43,9/15/2019,Rotifera,Brachionus,0.013283012,,11/22/2019,Karianna Fiebelkorn
A19043258003,43,9/15/2019,Copepoda,Calanoida,5.060640055,,11/22/2019,Karianna Fiebelkorn
A19043258003,43,9/15/2019,Cladocera,Ceriodaphnia,0.463214586,,11/22/2019,Karianna Fiebelkorn
A19043258003,43,9/15/2019,Copepoda,Cyclopoida,6.131880965,,11/22/2019,Karianna Fiebelkorn
A19043258003,43,9/15/2019,Rotifera,Keratella.cochlearis,0.014722445,,11/22/2019,Karianna Fiebelkorn
A19043258003,43,9/15/2019,Copepoda,Nauplii,1.593458863,,11/22/2019,Karianna Fiebelkorn
A19043258003,43,9/15/2019,Rotifera,Polyarthra,0.007286338,,11/22/2019,Karianna Fiebelkorn
A19044170002,44,6/19/2019,Rotifera,Brachionus,0.21763847,,7/10/2019,Brittany Howes
A19044170002,44,6/19/2019,Copepoda,Cyclopoida,0.70067324,,7/10/2019,Brittany Howes
A19044170002,44,6/19/2019,Cladocera,Daphnia,21.58739791,,7/10/2019,Brittany Howes
A19044170002,44,6/19/2019,Cladocera,Diaphanosoma,0.16807447,,7/10/2019,Brittany Howes
A19044170002,44,6/19/2019,Rotifera,Kellicottia,0.00482485,,7/10/2019,Brittany Howes
A19044170002,44,6/19/2019,Rotifera,Keratella.cochlearis,0.047937833,,7/10/2019,Brittany Howes
A19044170002,44,6/19/2019,Copepoda,Nauplii,1.767914881,,7/10/2019,Brittany Howes
A19044170002,44,6/19/2019,Rotifera,Polyarthra,0.047933308,,7/10/2019,Brittany Howes
A19044170002,44,6/19/2019,Rotifera,Trichocerca,0.289174215,,7/10/2019,Brittany Howes
A19044217002,44,8/5/2019,Copepoda,Calanoida,12.20974699,,8/23/2019,Karianna Fiebelkorn
A19044217002,44,8/5/2019,Cladocera,Chydorus,7.658925074,,8/23/2019,Karianna Fiebelkorn
A19044217002,44,8/5/2019,Copepoda,Cyclopoida,15.30632568,,8/23/2019,Karianna Fiebelkorn
A19044217002,44,8/5/2019,Cladocera,Daphnia,6.552242248,,8/23/2019,Karianna Fiebelkorn
A19044217002,44,8/5/2019,Rotifera,Keratella.cochlearis,0.00879083,,8/23/2019,Karianna Fiebelkorn
A19044217002,44,8/5/2019,Copepoda,Nauplii,1.450241881,,8/23/2019,Karianna Fiebelkorn
A19044261004,44,9/18/2019,Copepoda,Calanoida,13.60016374,,11/25/2019,Karianna Fiebelkorn
A19044261004,44,9/18/2019,Cladocera,Chydorus,0.329597882,,11/25/2019,Karianna Fiebelkorn
A19044261004,44,9/18/2019,Copepoda,Cyclopoida,6.724466185,,11/25/2019,Karianna Fiebelkorn
A19044261004,44,9/18/2019,Cladocera,Daphnia,0.258097513,,11/25/2019,Karianna Fiebelkorn
A19044261004,44,9/18/2019,Rotifera,Keratella.cochlearis,0.015099212,,11/25/2019,Karianna Fiebelkorn
A19044261004,44,9/18/2019,Copepoda,Nauplii,1.190178113,,11/25/2019,Karianna Fiebelkorn
A19046155004,46,6/4/2019,Rotifera,Asplanchna,9.965219184,,6/24/2019,Brittany Howes
A19046155004,46,6/4/2019,Copepoda,Calanoida,44.02378128,,6/24/2019,Brittany Howes
A19046155004,46,6/4/2019,Cladocera,Chydorus,2.877073989,,6/24/2019,Brittany Howes
A19046155004,46,6/4/2019,Copepoda,Cyclopoida,1.920208238,,6/24/2019,Brittany Howes
A19046155004,46,6/4/2019,Cladocera,Daphnia,2.007979811,,6/24/2019,Brittany Howes
A19046155004,46,6/4/2019,Rotifera,Keratella.cochlearis,0.073729602,,6/24/2019,Brittany Howes
A19046155004,46,6/4/2019,Copepoda,Nauplii,6.24980879,,6/24/2019,Brittany Howes
A19046155004,46,6/4/2019,Rotifera,Polyarthra,3.856859373,,6/24/2019,Brittany Howes
A19046198004,46,7/17/2019,Rotifera,Asplanchna,0.374776877,,7/31/2019,Brittany Howes
A19046198004,46,7/17/2019,Rotifera,Brachionus,0.267433271,,7/31/2019,Brittany Howes
A19046198004,46,7/17/2019,Copepoda,Calanoida,11.65652588,,7/31/2019,Brittany Howes
A19046198004,46,7/17/2019,Copepoda,Cyclopoida,7.364629325,,7/31/2019,Brittany Howes
A19046198004,46,7/17/2019,Cladocera,Daphnia,1.883920933,,7/31/2019,Brittany Howes
A19046198004,46,7/17/2019,Rotifera,Filinia,0.103735666,,7/31/2019,Brittany Howes
A19046198004,46,7/17/2019,Rotifera,Keratella.cochlearis,0.065258279,,7/31/2019,Brittany Howes
A19046198004,46,7/17/2019,Rotifera,Moina,4.895322235,,7/31/2019,Brittany Howes
A19046198004,46,7/17/2019,Copepoda,Nauplii,4.612444848,,7/31/2019,Brittany Howes
A19046198004,46,7/17/2019,Rotifera,Polyarthra,0.311589485,,7/31/2019,Brittany Howes
A19046198004,46,7/17/2019,Rotifera,Synchaeta,0.037180541,,7/31/2019,Brittany Howes
A19046239009,46,8/27/2019,Cladocera,Ceriodaphnia,1.272781622,,10/12/2019,Karianna Fiebelkorn
A19046239009,46,8/27/2019,Copepoda,Cyclopoida,22.82726985,,10/12/2019,Karianna Fiebelkorn
A19046239009,46,8/27/2019,Rotifera,Keratella.cochlearis,0.032697048,,10/12/2019,Karianna Fiebelkorn
A19046239009,46,8/27/2019,Copepoda,Nauplii,3.338422061,,10/12/2019,Karianna Fiebelkorn
A19046239009,46,8/27/2019,Rotifera,Polyarthra,0.355100089,,10/12/2019,Karianna Fiebelkorn
A19047154008,47,6/3/2019,Cladocera,Bosmina,30.72190671,,6/25/2019,Brittany Howes
A19047154008,47,6/3/2019,Copepoda,Calanoida,0.62008801,,6/25/2019,Brittany Howes
A19047154008,47,6/3/2019,Copepoda,Cyclopoida,8.306929221,,6/25/2019,Brittany Howes
A19047154008,47,6/3/2019,Cladocera,Daphnia,3.109993669,,6/25/2019,Brittany Howes
A19047154008,47,6/3/2019,Rotifera,Keratella.cochlearis,0.006418152,,6/25/2019,Brittany Howes
A19047154008,47,6/3/2019,Copepoda,Nauplii,2.561610072,,6/25/2019,Brittany Howes
A19047196002,47,7/15/2019,Cladocera,Bosmina,29.18220522,,8/1/2019,Brittany Howes
A19047196002,47,7/15/2019,Rotifera,Brachionus,0.25757255,,8/1/2019,Brittany Howes
A19047196002,47,7/15/2019,Copepoda,Calanoida,13.93116168,,8/1/2019,Brittany Howes
A19047196002,47,7/15/2019,Copepoda,Cyclopoida,14.2346356,,8/1/2019,Brittany Howes
A19047196002,47,7/15/2019,Cladocera,Diaphanosoma,25.06129862,,8/1/2019,Brittany Howes
A19047196002,47,7/15/2019,Rotifera,Keratella.cochlearis,4.556129558,,8/1/2019,Brittany Howes
A19047196002,47,7/15/2019,Copepoda,Nauplii,11.7506617,,8/1/2019,Brittany Howes
A19047238003,47,8/26/2019,Rotifera,Brachionus,1.156123051,,10/15/2019,Brittany Howes
A19047238003,47,8/26/2019,Copepoda,Calanoida,30.69523706,,10/15/2019,Brittany Howes
A19047238003,47,8/26/2019,Copepoda,Cyclopoida,16.1808509,,10/15/2019,Brittany Howes
A19047238003,47,8/26/2019,Cladocera,Diaphanosoma,2.979760828,,10/15/2019,Brittany Howes
A19047238003,47,8/26/2019,Rotifera,Keratella.cochlearis,0.031543303,,10/15/2019,Brittany Howes
A19047238003,47,8/26/2019,Copepoda,Nauplii,8.434193092,,10/15/2019,Brittany Howes
A19047238003,47,8/26/2019,Rotifera,Polyarthra,0.583052537,,10/15/2019,Brittany Howes
A19048150002,48,5/30/2019,Cladocera,Bosmina,10.18729283,,6/13/2019,Brittany Howes
A19048150002,48,5/30/2019,Copepoda,Cyclopoida,71.44706455,,6/13/2019,Brittany Howes
A19048150002,48,5/30/2019,Cladocera,Daphnia,115.5837634,,6/13/2019,Brittany Howes
