Sample ID,Lake Number,Date Sampled,Division,Genus,Biomass (mg/L),Sample Processed by,Date Processed
A19022210,22,7/29/2019,Chlorophyta,Chlamydomonas,0.032350406,Katie Cope,12/23/2019
A19022210,22,7/29/2019,Chlorophyta,Crucigenia,0.006178052,Katie Cope,12/23/2019
A19022210,22,7/29/2019,Chlorophyta,Desmodesmus,0.026286865,Katie Cope,12/23/2019
A19022210,22,7/29/2019,Chlorophyta,Kirchneriella,0.002687389,Katie Cope,12/23/2019
A19022210,22,7/29/2019,Chlorophyta,Scenedesmus,0.016302164,Katie Cope,12/23/2019
A19022210,22,7/29/2019,Chlorophyta,Selenastrum,0.006245673,Katie Cope,12/23/2019
A19022210,22,7/29/2019,Chlorophyta,Sphaerocystis,0.082067187,Katie Cope,12/23/2019
A19022210,22,7/29/2019,Chlorophyta,Tetraedron,0.004679938,Katie Cope,12/23/2019
A19022210,22,7/29/2019,Cryptophyta,Cryptomonas,0.159103271,Katie Cope,12/23/2019
A19022210,22,7/29/2019,Cryptophyta,Komma,0.037737754,Katie Cope,12/23/2019
A19022210,22,7/29/2019,Cyanophyta,Aphanizomenon,0.057431476,Katie Cope,12/23/2019
A19022210,22,7/29/2019,Cyanophyta,Aphanocapsa,2.363877234,Katie Cope,12/23/2019
A19022210,22,7/29/2019,Cyanophyta,Cuspidothrix,0.040704559,Katie Cope,12/23/2019
A19022210,22,7/29/2019,Cyanophyta,Microcsytis,0.003647962,Katie Cope,12/23/2019
A19022210,22,7/29/2019,Cyanophyta,Planktothrix,0.057431476,Katie Cope,12/23/2019
A19022210,22,7/29/2019,Cyanophyta,Pseudanabaena,0.047209298,Katie Cope,12/23/2019
A19022210,22,7/29/2019,Cyanophyta,Snowella,0.061637195,Katie Cope,12/23/2019
A19022210,22,7/29/2019,Euglenophyta,Euglena,0.121359889,Katie Cope,12/23/2019
A19022210,22,7/29/2019,Euglenophyta,Trachelomonas,0.30302881,Katie Cope,12/23/2019
A19024231,24,8/19/2019,Bacillariophyta,Synedra,0.077271622,Grace Wilkinson,12/13/2019
A19024231,24,8/19/2019,Chlorophyta,Chlamydomonas,0.237996038,Grace Wilkinson,12/13/2019
A19024231,24,8/19/2019,Cryptophyta,Komma,0.026774554,Grace Wilkinson,12/13/2019
A19024231,24,8/19/2019,Cyanophyta,Cylindrospermopsis,0.767537223,Grace Wilkinson,12/13/2019
A19024231,24,8/19/2019,Cyanophyta,Dolichospermum,0.522103809,Grace Wilkinson,12/13/2019
A19024231,24,8/19/2019,Cyanophyta,Microcystis,0.191326503,Grace Wilkinson,12/13/2019
A19025224,25,8/12/2019,Bacillariophyta,Aulacoseira,0.217090981,Katie Cope,11/17/2019
A19025224,25,8/12/2019,Bacillariophyta,Synedra,0.044225411,Katie Cope,11/17/2019
A19025224,25,8/12/2019,Chlorophyta,Ankyra,0.001557829,Katie Cope,11/17/2019
A19025224,25,8/12/2019,Chlorophyta,Chlamydomonas,0.113226422,Katie Cope,11/17/2019
A19025224,25,8/12/2019,Chlorophyta,Desmodesmus,0.034473244,Katie Cope,11/17/2019
A19025224,25,8/12/2019,Cryptophyta,Cryptomonas,2.910142804,Katie Cope,11/17/2019
A19025224,25,8/12/2019,Cryptophyta,Komma,0.022155787,Katie Cope,11/17/2019
A19025224,25,8/12/2019,Cyanophyta,Aphanizomenon,4.489671766,Katie Cope,11/17/2019
A19025224,25,8/12/2019,Cyanophyta,Aphanocapsa,5.825499394,Katie Cope,11/17/2019
A19025224,25,8/12/2019,Cyanophyta,Dolichospermum,3.918130386,Katie Cope,11/17/2019
A19025224,25,8/12/2019,Cyanophyta,Merismopedia,0.076596041,Katie Cope,11/17/2019
A19025224,25,8/12/2019,Cyanophyta,Microcystis,67.16344412,Katie Cope,11/17/2019
A19025224,25,8/12/2019,Cyanophyta,Pseudanabaena,0.107098217,Katie Cope,11/17/2019
A19028253,28,9/10/2019,Bacillariophyta,Aulacoseira,0.271363726,Katie Cope,12/19/2019
A19028253,28,9/10/2019,Bacillariophyta,Cyclotella,1.054604264,Katie Cope,12/19/2019
A19028253,28,9/10/2019,Bacillariophyta,Synedra,0.039925719,Katie Cope,12/19/2019
A19028253,28,9/10/2019,Chlorophyta,Closterium,0.036935618,Katie Cope,12/19/2019
A19028253,28,9/10/2019,Chlorophyta,Cosmarium,0.043091555,Katie Cope,12/19/2019
A19028253,28,9/10/2019,Chlorophyta,Crucigenia,0.065188213,Katie Cope,12/19/2019
A19028253,28,9/10/2019,Chlorophyta,Desmodesmus,0.73268206,Katie Cope,12/19/2019
A19028253,28,9/10/2019,Chlorophyta,Kirchneriella,0.002701074,Katie Cope,12/19/2019
A19028253,28,9/10/2019,Chlorophyta,Monoraphidium,0.047991177,Katie Cope,12/19/2019
A19028253,28,9/10/2019,Chlorophyta,Tetraedron,0.010749232,Katie Cope,12/19/2019
A19028253,28,9/10/2019,Chlorophyta,Tetrastrum,0.004020203,Katie Cope,12/19/2019
A19028253,28,9/10/2019,Cryptophyta,Cryptomonas,8.07467265,Katie Cope,12/19/2019
A19028253,28,9/10/2019,Cryptophyta,Komma,0.103991742,Katie Cope,12/19/2019
A19028253,28,9/10/2019,Cyanophyta,Aphanocapsa,1.346611083,Katie Cope,12/19/2019
A19028253,28,9/10/2019,Cyanophyta,Merismopedia,0.136190592,Katie Cope,12/19/2019
A19028253,28,9/10/2019,Cyanophyta,Pseudanabaena,0.531571388,Katie Cope,12/19/2019
A19028253,28,9/10/2019,Euglenophyta,Phacus,0.90052555,Katie Cope,12/19/2019
A19029261,29,9/18/2019,Bacillariophyta,Aulacoseira,1.241887108,Katie Cope,12/20/2019
A19029261,29,9/18/2019,Bacillariophyta,Cyclotella,0.59371094,Katie Cope,12/20/2019
A19029261,29,9/18/2019,Chlorophyta,Actinastrum,0.002741048,Katie Cope,12/20/2019
A19029261,29,9/18/2019,Chlorophyta,Chlamydomonas,0.03330373,Katie Cope,12/20/2019
A19029261,29,9/18/2019,Chlorophyta,Closterium,0.145047109,Katie Cope,12/20/2019
A19029261,29,9/18/2019,Chlorophyta,Desmodesmus,0.002923784,Katie Cope,12/20/2019
A19029261,29,9/18/2019,Chlorophyta,Kirchneriella,0.000308368,Katie Cope,12/20/2019
A19029261,29,9/18/2019,Cryptophyta,Cryptomonas,0.19982238,Katie Cope,12/20/2019
A19029261,29,9/18/2019,Cryptophyta,Komma,0.352300986,Katie Cope,12/20/2019
A19029261,29,9/18/2019,Cyanophyta,Aphanizomenon,0.292332741,Katie Cope,12/20/2019
A19029261,29,9/18/2019,Cyanophyta,Aphanocapsa,3.108801493,Katie Cope,12/20/2019
A19029261,29,9/18/2019,Cyanophyta,Cuspidothrix,3.231201895,Katie Cope,12/20/2019
A19029261,29,9/18/2019,Cyanophyta,Cylindrospermopsis,0.63829865,Katie Cope,12/20/2019
A19029261,29,9/18/2019,Cyanophyta,Merismopedia,0.045684129,Katie Cope,12/20/2019
A19029261,29,9/18/2019,Cyanophyta,Microcystis,14.38721137,Katie Cope,12/20/2019
A19029261,29,9/18/2019,Cyanophyta,Planktothrix,4.201066816,Katie Cope,12/20/2019
A19029261,29,9/18/2019,Cyanophyta,Pseudanabaena,0.097432826,Katie Cope,12/20/2019
A19029261,29,9/18/2019,Euglenophyta,Trachelomonas,0.15667372,Katie Cope,12/20/2019
A19030246,30,9/3/2019,Bacillariophyta,Cocconeis,0.026354063,Katie Cope,12/17/2019
A19030246,30,9/3/2019,Chlorophyta,Ankyra,0.002933662,Katie Cope,12/17/2019
A19030246,30,9/3/2019,Chlorophyta,Chlamydomonas,0.072195586,Katie Cope,12/17/2019
A19030246,30,9/3/2019,Chlorophyta,Coelastrum,0.082509241,Katie Cope,12/17/2019
A19030246,30,9/3/2019,Chlorophyta,Crucigenia,0.005976407,Katie Cope,12/17/2019
A19030246,30,9/3/2019,Chlorophyta,Lagerheimia,0.037550872,Katie Cope,12/17/2019
A19030246,30,9/3/2019,Chlorophyta,Oocystis,0.069097698,Katie Cope,12/17/2019
A19030246,30,9/3/2019,Chrysophyta,Uroglena,0.005610628,Katie Cope,12/17/2019
A19030246,30,9/3/2019,Cryptophyta,Cryptomonas,0.777903915,Katie Cope,12/17/2019
A19030246,30,9/3/2019,Cryptophyta,Komma,0.041254621,Katie Cope,12/17/2019
A19030246,30,9/3/2019,Cyanophyta,Aphanizomenon,0.775586866,Katie Cope,12/17/2019
A19030246,30,9/3/2019,Cyanophyta,Aphanocapsa,53.00529893,Katie Cope,12/17/2019
A19030246,30,9/3/2019,Cyanophyta,Aphanothece,1.456612029,Katie Cope,12/17/2019
A19030246,30,9/3/2019,Cyanophyta,Dolichospermum,2.892773991,Katie Cope,12/17/2019
A19030246,30,9/3/2019,Cyanophyta,Microcystis,0.025033915,Katie Cope,12/17/2019
A19030246,30,9/3/2019,Cyanophyta,Pseudanabaena,0.001686856,Katie Cope,12/17/2019
A19031150,31,5/30/2019,Bacillariophyta,Amphora,0.00080763,Katie Cope,10/3/2019
A19031150,31,5/30/2019,Bacillariophyta,Asterionella,0.076780228,Katie Cope,10/3/2019
A19031150,31,5/30/2019,Bacillariophyta,Navicula,0.001292208,Katie Cope,10/3/2019
A19031150,31,5/30/2019,Bacillariophyta,Stephanodiscus,2.274509312,Katie Cope,10/3/2019
A19031150,31,5/30/2019,Bacillariophyta,Synedra,0.000329058,Katie Cope,10/3/2019
A19031150,31,5/30/2019,Chlorophyta,Chlamydomonas,0.136910757,Katie Cope,10/3/2019
A19031150,31,5/30/2019,Chlorophyta,Chlorella,0.02961463,Katie Cope,10/3/2019
A19031150,31,5/30/2019,Chlorophyta,Kirchneriella,8.97E-06,Katie Cope,10/3/2019
A19031150,31,5/30/2019,Chlorophyta,Oocystis,0.014216487,Katie Cope,10/3/2019
A19031150,31,5/30/2019,Chlorophyta,Scenedesmus,0.008851204,Katie Cope,10/3/2019
A19031150,31,5/30/2019,Cryptophyta,Cryptomonas,2.015035846,Katie Cope,10/3/2019
A19031150,31,5/30/2019,Cryptophyta,Komma,0.029632641,Katie Cope,10/3/2019
A19031150,31,5/30/2019,Cyanophyta,Aphanocapsa,0.004486834,Katie Cope,10/3/2019
A19031150,31,5/30/2019,Cyanophyta,Aphanothece,0.207732567,Katie Cope,10/3/2019
A19031150,31,5/30/2019,Euglenophyta,Trachelomonas,0.007278697,Katie Cope,10/3/2019
A19032155,32,6/4/2019,Bacillariophyta,Aulacoseira,0.966896353,Katie Cope,10/11/2019
A19032155,32,6/4/2019,Bacillariophyta,Cocconeis,0.00652969,Katie Cope,10/11/2019
A19032155,32,6/4/2019,Bacillariophyta,Navicula,0.139921921,Katie Cope,10/11/2019
A19032155,32,6/4/2019,Bacillariophyta,Synedra,0.000361964,Katie Cope,10/11/2019
A19032155,32,6/4/2019,Chlorophyta,Characium,0.025023074,Katie Cope,10/11/2019
A19032155,32,6/4/2019,Chlorophyta,Chlamydomonas,0.157123779,Katie Cope,10/11/2019
A19032155,32,6/4/2019,Chlorophyta,Desmodesmus,0.002539324,Katie Cope,10/11/2019
A19032155,32,6/4/2019,Chlorophyta,Golenkina,0.003790477,Katie Cope,10/11/2019
A19032155,32,6/4/2019,Chlorophyta,Scenedesmus,0.008528574,Katie Cope,10/11/2019
A19032155,32,6/4/2019,Cryptophyta,Cryptomonas,6.533301141,Katie Cope,10/11/2019
A19032155,32,6/4/2019,Cryptophyta,Komma,0.172079941,Katie Cope,10/11/2019
A19032155,32,6/4/2019,Cyanophyta,Aphanocapsa,0.016190965,Katie Cope,10/11/2019
A19032155,32,6/4/2019,Cyanophyta,Pseudanabaena,0.002865068,Katie Cope,10/11/2019
A19032155,32,6/4/2019,Euglenophyta,Euglena,0.59501797,Katie Cope,10/11/2019
A19033203,33,7/22/2019,Bacillariophyta,Aulacoseira,1.401310074,Katie Cope,12/3/2019
A19033203,33,7/22/2019,Bacillariophyta,Meloseira,0.054008,Katie Cope,12/3/2019
A19033203,33,7/22/2019,Bacillariophyta,Synedra,0.001273428,Katie Cope,12/3/2019
A19033203,33,7/22/2019,Chlorophyta,Crucigenia,0.013241663,Katie Cope,12/3/2019
A19033203,33,7/22/2019,Chlorophyta,Desmodesmus,0.011663535,Katie Cope,12/3/2019
A19033203,33,7/22/2019,Chlorophyta,Sphaerocystis,0.594532077,Katie Cope,12/3/2019
A19033203,33,7/22/2019,Cryptophyta,Komma,0.017002519,Katie Cope,12/3/2019
A19033203,33,7/22/2019,Cyanophyta,Aphanizomenon,0.102530813,Katie Cope,12/3/2019
A19033203,33,7/22/2019,Cyanophyta,Aphanocapsa,11.8965141,Katie Cope,12/3/2019
A19033203,33,7/22/2019,Cyanophyta,Aphanothece,0.480733247,Katie Cope,12/3/2019
A19033203,33,7/22/2019,Cyanophyta,Microcystis,26.42669575,Katie Cope,12/3/2019
A19033203,33,7/22/2019,Cyanophyta,Pseudanabaena,0.014804276,Katie Cope,12/3/2019
A19033203,33,7/22/2019,Cyanophyta,Snowella,0.014293784,Katie Cope,12/3/2019
A19033203,33,7/22/2019,Euglenophyta,Trachelomonas,0.021336494,Katie Cope,12/3/2019
A19035177,35,6/26/2019,Bacillariophyta,Cyclotella,0.002823438,Katie Cope,12/10/2019
A19035177,35,6/26/2019,Bacillariophyta,Fragilaria,0.178618297,Katie Cope,12/10/2019
A19035177,35,6/26/2019,Chlorophyta,Ankyra,0.000253038,Katie Cope,12/10/2019
A19035177,35,6/26/2019,Chlorophyta,Chlamydomonas,0.030984226,Katie Cope,12/10/2019
A19035177,35,6/26/2019,Chlorophyta,Schroederia,0.000697145,Katie Cope,12/10/2019
A19035177,35,6/26/2019,Chrysophyta,Dinobryon,0.066984851,Katie Cope,12/10/2019
A19035177,35,6/26/2019,Cryptophyta,Cryptomonas,1.572846457,Katie Cope,12/10/2019
A19036150,36,5/30/2019,Bacillariophyta,Amphora,1.603793123,Katie Cope,10/21/2019
A19036150,36,5/30/2019,Bacillariophyta,Asterionella,9.055860015,Katie Cope,10/21/2019
A19036150,36,5/30/2019,Bacillariophyta,Cyclotella,0.212266737,Katie Cope,10/21/2019
A19036150,36,5/30/2019,Bacillariophyta,Navicula,13.9300046,Katie Cope,10/21/2019
A19036150,36,5/30/2019,Chlorophyta,Chlamydomonas,0.067162522,Katie Cope,10/21/2019
A19036150,36,5/30/2019,Chlorophyta,Coelastrum,0.09212966,Katie Cope,10/21/2019
A19036150,36,5/30/2019,Chlorophyta,Golenkina,0.067162522,Katie Cope,10/21/2019
A19036150,36,5/30/2019,Chlorophyta,Oocystis,0.287589932,Katie Cope,10/21/2019
A19036150,36,5/30/2019,Chlorophyta,Scenedesmus,0.018656256,Katie Cope,10/21/2019
A19036150,36,5/30/2019,Chlorophyta,Sphaerocystis,1.314382191,Katie Cope,10/21/2019
A19036150,36,5/30/2019,Chrysophyta,Dinobryon,2.311584764,Katie Cope,10/21/2019
A19036150,36,5/30/2019,Cryptophyta,Cryptomonas,0.238800079,Katie Cope,10/21/2019
A19036150,36,5/30/2019,Cryptophyta,Komma,0.072229654,Katie Cope,10/21/2019
A19036150,36,5/30/2019,Cyanophyta,Aphanizomenon,14.13030532,Katie Cope,10/21/2019
A19036150,36,5/30/2019,Cyanophyta,Aphanocapsa,0.245249155,Katie Cope,10/21/2019
A19037252,37,9/9/2019,Bacillariophyta,Aulacoseira,0.198067253,Katie Cope,12/29/2019
A19037252,37,9/9/2019,Chlorophyta,Chlamydomonas,0.041081432,Katie Cope,12/29/2019
A19037252,37,9/9/2019,Chlorophyta,Crucigenia,0.008421831,Katie Cope,12/29/2019
A19037252,37,9/9/2019,Chlorophyta,Desmodesmus,0.014004755,Katie Cope,12/29/2019
A19037252,37,9/9/2019,Chlorophyta,Oocystis,0.003021434,Katie Cope,12/29/2019
A19037252,37,9/9/2019,Chlorophyta,Scenedesmus,0.015414213,Katie Cope,12/29/2019
A19037252,37,9/9/2019,Chlorophyta,Selenastrum,0.012964402,Katie Cope,12/29/2019
A19037252,37,9/9/2019,Chlorophyta,Tetraedron,0.002744893,Katie Cope,12/29/2019
A19037252,37,9/9/2019,Cryptophyta,Cryptomonas,0.230010072,Katie Cope,12/29/2019
A19037252,37,9/9/2019,Cryptophyta,Komma,0.017852167,Katie Cope,12/29/2019
A19037252,37,9/9/2019,Cyanophyta,Aphanizomenon,0.235955118,Katie Cope,12/29/2019
A19037252,37,9/9/2019,Cyanophyta,Aphanocapsa,0.017225237,Katie Cope,12/29/2019
A19037252,37,9/9/2019,Cyanophyta,Cuspidothrix,1.053357664,Katie Cope,12/29/2019
A19037252,37,9/9/2019,Cyanophyta,Cylindrospermopsis,0.211663706,Katie Cope,12/29/2019
A19037252,37,9/9/2019,Cyanophyta,Merismopedia,0.001306566,Katie Cope,12/29/2019
A19037252,37,9/9/2019,Cyanophyta,Microcystis,0.010034428,Katie Cope,12/29/2019
A19037252,37,9/9/2019,Cyanophyta,Planktothrix,0.431779262,Katie Cope,12/29/2019
A19037252,37,9/9/2019,Cyanophyta,Snowella,0.097948596,Katie Cope,12/29/2019
A19037252,37,9/9/2019,Euglenophyta,Euglena,1.821679769,Katie Cope,12/29/2019
A19038266,38,9/23/2019,Cryptophyta,Cryptomonas,0.248750082,Grace Wilkinson,12/13/2019
A19038266,38,9/23/2019,Cyanophyta,Aphanizomenon,1.849373945,Grace Wilkinson,12/13/2019
A19038266,38,9/23/2019,Cyanophyta,Cylindrospermopsis,0.167160055,Grace Wilkinson,12/13/2019
A19038266,38,9/23/2019,Cyanophyta,Dolichospermum,2.489988323,Grace Wilkinson,12/13/2019
A19038266,38,9/23/2019,Cyanophyta,Woronichinia,0.279843843,Grace Wilkinson,12/13/2019
A19039177,39,6/26/2019,Bacillariophyta,Asterionella,0.154520209,Katie Cope,11/6/2019
A19039177,39,6/26/2019,Bacillariophyta,Cocconeis,0.057492258,Katie Cope,11/6/2019
A19039177,39,6/26/2019,Bacillariophyta,Cyclotella,1.05736555,Katie Cope,11/6/2019
A19039177,39,6/26/2019,Bacillariophyta,Synedra,0.001023736,Katie Cope,11/6/2019
A19039177,39,6/26/2019,Chlorophyta,Chlamydomonas,0.051071472,Katie Cope,11/6/2019
A19039177,39,6/26/2019,Chlorophyta,Closterium,0.014321974,Katie Cope,11/6/2019
A19039177,39,6/26/2019,Chlorophyta,Coelastrum,0.03618183,Katie Cope,11/6/2019
A19039177,39,6/26/2019,Chlorophyta,Desmodesmus,0.092004029,Katie Cope,11/6/2019
A19039177,39,6/26/2019,Chlorophyta,Elaktothrix,0.011558085,Katie Cope,11/6/2019
A19039177,39,6/26/2019,Chlorophyta,Monoraphidium,0.000879419,Katie Cope,11/6/2019
A19039177,39,6/26/2019,Chlorophyta,Selenastrum,0.013623591,Katie Cope,11/6/2019
A19039177,39,6/26/2019,Chlorophyta,Tetraedron,0.012284837,Katie Cope,11/6/2019
A19039177,39,6/26/2019,Chrysophyta,Dinobryon,1.92065215,Katie Cope,11/6/2019
A19039177,39,6/26/2019,Cryptophyta,Komma,0.128707347,Katie Cope,11/6/2019
A19039177,39,6/26/2019,Cyanophyta,Aphanizomenon,0.370851065,Katie Cope,11/6/2019
A19039177,39,6/26/2019,Cyanophyta,Aphanocapsa,0.084848067,Katie Cope,11/6/2019
A19039177,39,6/26/2019,Cyanophyta,Dolichospermum,0.280409184,Katie Cope,11/6/2019
A19039177,39,6/26/2019,Cyanophyta,Microcystis,0.020938559,Katie Cope,11/6/2019
A19039177,39,6/26/2019,Euglenophyta,Trachelomonas,0.030528419,Katie Cope,11/6/2019
A19040169,40,6/18/2019,Chlorophyta,Chlamydomonas,0.003802226,Katie Cope,12/10/2019
A19040169,40,6/18/2019,Chlorophyta,Coelastrum,0.010950411,Katie Cope,12/10/2019
A19040169,40,6/18/2019,Chlorophyta,Elaktothrix,0.012218947,Katie Cope,12/10/2019
A19040169,40,6/18/2019,Chlorophyta,Selenastrum,0.00621415,Katie Cope,12/10/2019
A19040169,40,6/18/2019,Chlorophyta,Sphaerocystis,0.027822156,Katie Cope,12/10/2019
A19040169,40,6/18/2019,Cryptophyta,Cryptomonas,0.070339493,Katie Cope,12/10/2019
A19040169,40,6/18/2019,Cryptophyta,Komma,0.020675923,Katie Cope,12/10/2019
A19040169,40,6/18/2019,Cyanophyta,Aphanocapsa,0.016487204,Katie Cope,12/10/2019
A19040169,40,6/18/2019,Cyanophyta,Merismopedia,0.000192271,Katie Cope,12/10/2019
A19041211,41,7/30/2019,Cryptophyta,Cryptomonas,0.424513,Katie Cope,12/16/2019
A19041211,41,7/30/2019,Cryptophyta,Komma,0.002428873,Katie Cope,12/16/2019
A19041211,41,7/30/2019,Cyanophyta,Microcystis,279.2993469,Katie Cope,12/16/2019
A19041211,41,7/30/2019,Cyanophyta,Pseudanabaena,0.002568533,Katie Cope,12/16/2019
A19041211,41,7/30/2019,Cyanophyta,Snowella,0.398710385,Katie Cope,12/16/2019
A19042162,42,6/11/2019,Bacillariophyta,Aulacoseira,0.936615039,Katie Cope,10/30/2019
A19042162,42,6/11/2019,Bacillariophyta,Cocconeis,0.004314445,Katie Cope,10/30/2019
A19042162,42,6/11/2019,Bacillariophyta,Cyclotella,3.411872226,Katie Cope,10/30/2019
A19042162,42,6/11/2019,Bacillariophyta,Synedra,0.000808213,Katie Cope,10/30/2019
A19042162,42,6/11/2019,Chlorophyta,Ankyra,0.000892644,Katie Cope,10/30/2019
A19042162,42,6/11/2019,Chlorophyta,Chlamydomonas,0.008463586,Katie Cope,10/30/2019
A19042162,42,6/11/2019,Chlorophyta,Coelastrum,0.022002018,Katie Cope,10/30/2019
A19042162,42,6/11/2019,Chlorophyta,Cosmarium,0.057129205,Katie Cope,10/30/2019
A19042162,42,6/11/2019,Chlorophyta,Crucigenia,0.004041065,Katie Cope,10/30/2019
A19042162,42,6/11/2019,Chlorophyta,Desmodesmus,0.089591319,Katie Cope,10/30/2019
A19042162,42,6/11/2019,Chlorophyta,Dictyosphaerium,0.005938303,Katie Cope,10/30/2019
A19042162,42,6/11/2019,Chlorophyta,Elaktothrix,0.017632471,Katie Cope,10/30/2019
A19042162,42,6/11/2019,Chlorophyta,Kirchneriella,0.004797951,Katie Cope,10/30/2019
A19042162,42,6/11/2019,Chlorophyta,Monoraphidium,5.79E-05,Katie Cope,10/30/2019
A19042162,42,6/11/2019,Chlorophyta,Oocystis,0.048260455,Katie Cope,10/30/2019
A19042162,42,6/11/2019,Chlorophyta,Scenedesmus,0.004231793,Katie Cope,10/30/2019
A19042162,42,6/11/2019,Chlorophyta,Schroederia,0.014330123,Katie Cope,10/30/2019
A19042162,42,6/11/2019,Chlorophyta,Sphaerocystis,0.36287625,Katie Cope,10/30/2019
A19042162,42,6/11/2019,Cryptophyta,Cryptomonas,1.293261914,Katie Cope,10/30/2019
A19042162,42,6/11/2019,Cryptophyta,Komma,0.048010279,Katie Cope,10/30/2019
A19042162,42,6/11/2019,Cyanophyta,Aphanocapsa,0.654672276,Katie Cope,10/30/2019
A19042162,42,6/11/2019,Cyanophyta,Snowella,0.002066305,Katie Cope,10/30/2019
A19043258,43,9/15/2019,Bacillariophyta,Cyclotella,1.365362958,Katie Cope,12/27/2019
A19043258,43,9/15/2019,Chlorophyta,Actinastrum,0.0072929,Katie Cope,12/27/2019
A19043258,43,9/15/2019,Chlorophyta,Chlamydomonas,1.698608279,Katie Cope,12/27/2019
A19043258,43,9/15/2019,Chlorophyta,Coelastrum,0.993058343,Katie Cope,12/27/2019
A19043258,43,9/15/2019,Chlorophyta,Desmodesmus,0.148356496,Katie Cope,12/27/2019
A19043258,43,9/15/2019,Chlorophyta,Golenkina,0.196908304,Katie Cope,12/27/2019
A19043258,43,9/15/2019,Chlorophyta,Golenkiniopsis,0.00108043,Katie Cope,12/27/2019
A19043258,43,9/15/2019,Chlorophyta,Kirchneriella,0.017286874,Katie Cope,12/27/2019
A19043258,43,9/15/2019,Chlorophyta,Monoraphidium,0.040483038,Katie Cope,12/27/2019
A19043258,43,9/15/2019,Chlorophyta,Tetraedron,0.013206199,Katie Cope,12/27/2019
A19043258,43,9/15/2019,Chlorophyta,Tetrastrum,0.016881713,Katie Cope,12/27/2019
A19043258,43,9/15/2019,Cryptophyta,Cryptomonas,2.511364424,Katie Cope,12/27/2019
A19043258,43,9/15/2019,Cryptophyta,Komma,0.207135625,Katie Cope,12/27/2019
A19043258,43,9/15/2019,Cyanophyta,Anabaenopsis,2.167611986,Katie Cope,12/27/2019
A19043258,43,9/15/2019,Cyanophyta,Aphanocapsa,4.512633727,Katie Cope,12/27/2019
A19043258,43,9/15/2019,Cyanophyta,Cuspidothrix,0.382877257,Katie Cope,12/27/2019
A19043258,43,9/15/2019,Cyanophyta,Dolichospermum,17.47378873,Katie Cope,12/27/2019
A19043258,43,9/15/2019,Cyanophyta,Merismopedia,0.00108043,Katie Cope,12/27/2019
A19043258,43,9/15/2019,Cyanophyta,Microcystis,5.370800785,Katie Cope,12/27/2019
A19043258,43,9/15/2019,Cyanophyta,Planktothrix,2.248644209,Katie Cope,12/27/2019
A19043258,43,9/15/2019,Cyanophyta,Pseudanabaena,0.032818051,Katie Cope,12/27/2019
A19043258,43,9/15/2019,Cyanophyta,Snowella,2.43810334,Katie Cope,12/27/2019
A19044217,44,8/5/2019,Bacillariophyta,Synedra,0.002525216,Katie Cope,11/11/2019
A19044217,44,8/5/2019,Chlorophyta,Chlamydomonas,0.546855551,Katie Cope,11/11/2019
A19044217,44,8/5/2019,Chlorophyta,Cosmarium,0.070861668,Katie Cope,11/11/2019
A19044217,44,8/5/2019,Chlorophyta,Dictyosphaerium,0.025779031,Katie Cope,11/11/2019
A19044217,44,8/5/2019,Chlorophyta,Elaktothrix,0.02293191,Katie Cope,11/11/2019
A19044217,44,8/5/2019,Chlorophyta,Kirchneriella,0.00464836,Katie Cope,11/11/2019
A19044217,44,8/5/2019,Chlorophyta,Oocystis,0.016734096,Katie Cope,11/11/2019
A19044217,44,8/5/2019,Chlorophyta,Scenedesmus,0.023241801,Katie Cope,11/11/2019
A19044217,44,8/5/2019,Cryptophyta,Cryptomonas,1.000072084,Katie Cope,11/11/2019
A19044217,44,8/5/2019,Cryptophyta,Komma,0.102449435,Katie Cope,11/11/2019
A19044217,44,8/5/2019,Cyanophyta,Aphanizomenon,3.675058552,Katie Cope,11/11/2019
A19044217,44,8/5/2019,Cyanophyta,Aphanocapsa,0.211552034,Katie Cope,11/11/2019
A19044217,44,8/5/2019,Cyanophyta,Cylindrospermopsis,16.35658624,Katie Cope,11/11/2019
A19044217,44,8/5/2019,Cyanophyta,Dolichospermum,12.88314942,Katie Cope,11/11/2019
A19044217,44,8/5/2019,Cyanophyta,Microcystis,9.532971714,Katie Cope,11/11/2019
A19044217,44,8/5/2019,Cyanophyta,Pseudanabaena,0.349629597,Katie Cope,11/11/2019
A19044217,44,8/5/2019,Cyanophyta,Romeria,0.108918417,Katie Cope,11/11/2019
A19046155,46,6/4/2019,Bacillariophyta,Asterionella,0.416806953,Katie Cope,10/8/2019
A19046155,46,6/4/2019,Chlorophyta,Chlamydomonas,7.44492461,Katie Cope,10/8/2019
A19046155,46,6/4/2019,Chlorophyta,Eudorina,27.23813578,Katie Cope,10/8/2019
A19046155,46,6/4/2019,Chlorophyta,Golenkina,0.033145141,Katie Cope,10/8/2019
A19046155,46,6/4/2019,Chlorophyta,Monoraphidium,0.001363998,Katie Cope,10/8/2019
A19046155,46,6/4/2019,Chlorophyta,Scenedesmus,0.033672553,Katie Cope,10/8/2019
A19046155,46,6/4/2019,Chrysophyta,Mallomonas,0.08951234,Katie Cope,10/8/2019
A19046155,46,6/4/2019,Cryptophyta,Cryptomonas,0.404584411,Katie Cope,10/8/2019
A19046155,46,6/4/2019,Cryptophyta,Komma,0.679966836,Katie Cope,10/8/2019
