Sample ID,Lake ID,Sample Date,Division,Genus,Zooplankton_Biomass (ug/L),Flag,Sample Processed By,Sample Processed Date
A18036198007,36,7/17/2018,Copepoda,Calanoida,3.47639363,,1/15/2019,Quin Shingai
A18036198007,36,7/17/2018,Copepoda,Cyclopoida,27.08764882,,1/15/2019,Quin Shingai
A18036198007,36,7/17/2018,Cladocera,Daphnia,9.952891023,,1/15/2019,Quin Shingai
A18036198007,36,7/17/2018,Rotifera,Filinia,0.020297715,,1/15/2019,Quin Shingai
A18036198007,36,7/17/2018,Rotifera,Keratella.cochlearis,0.053343355,,1/15/2019,Quin Shingai
A18036198007,36,7/17/2018,Copepoda,Nauplii,3.82785769,,1/15/2019,Quin Shingai
A18036198007,36,7/17/2018,Rotifera,Pompholyx,0.005200187,,1/15/2019,Quin Shingai
A18036248002,36,9/5/2018,Cladocera,Alonella,0.155314608,,11/29/2018,Emma Califf
A18036248002,36,9/5/2018,Copepoda,Calanoida,24.38425662,,11/29/2018,Emma Califf
A18036248002,36,9/5/2018,Cladocera,Chydorus,10.37694162,,11/29/2018,Emma Califf
A18036248002,36,9/5/2018,Copepoda,Cyclopoida,5.104042799,,11/29/2018,Emma Califf
A18036248002,36,9/5/2018,Cladocera,Daphnia,36.31640305,,11/29/2018,Emma Califf
A18036248002,36,9/5/2018,Cladocera,Diaphanosoma,8.772426727,,11/29/2018,Emma Califf
A18036248002,36,9/5/2018,Rotifera,Keratella.cochlearis,0.099506085,,11/29/2018,Emma Califf
A18036248002,36,9/5/2018,Copepoda,Nauplii,1.292913103,,11/29/2018,Emma Califf
A18036248002,36,9/5/2018,Rotifera,Pompholyx,0.017502467,,11/29/2018,Emma Califf
A18037155011,37,6/4/2018,Rotifera,Asplanchna,5.391598221,,8/10/2018,Ashley Heins
A18037155011,37,6/4/2018,Cladocera,Bosmina,1.102938782,,8/10/2018,Ashley Heins
A18037155011,37,6/4/2018,Copepoda,Calanoida,5.81653928,,8/10/2018,Ashley Heins
A18037155011,37,6/4/2018,Cladocera,Chydorus,4.194103696,,8/10/2018,Ashley Heins
A18037155011,37,6/4/2018,Rotifera,Conochilus,1.269953215,,8/10/2018,Ashley Heins
A18037155011,37,6/4/2018,Copepoda,Cyclopoida,1.548892274,,8/10/2018,Ashley Heins
A18037155011,37,6/4/2018,Cladocera,Daphnia,75.19478529,,8/10/2018,Ashley Heins
A18037155011,37,6/4/2018,Rotifera,Keratella.cochlearis,0.310259997,,8/10/2018,Ashley Heins
A18037155011,37,6/4/2018,Copepoda,Nauplii,10.62676528,,8/10/2018,Ashley Heins
A18037155011,37,6/4/2018,Rotifera,Polyarthra,0.022632233,,8/10/2018,Ashley Heins
A18037204012,37,7/23/2018,Cladocera,Bosmina,68.10327918,,9/5/2018,Tyler Butts
A18037204012,37,7/23/2018,Copepoda,Calanoida,26.06587496,,9/5/2018,Tyler Butts
A18037204012,37,7/23/2018,Copepoda,Cyclopoida,0.987208322,,9/5/2018,Tyler Butts
A18037204012,37,7/23/2018,Cladocera,Diaphanosoma,0.674703994,,9/5/2018,Tyler Butts
A18037204012,37,7/23/2018,Rotifera,Keratella.cochlearis,0.645263497,,9/5/2018,Tyler Butts
A18037204012,37,7/23/2018,Copepoda,Nauplii,6.844773393,,9/5/2018,Tyler Butts
A18037204012,37,7/23/2018,Rotifera,Polyarthra,0.921066061,,9/5/2018,Tyler Butts
A18037204012,37,7/23/2018,Rotifera,Pompholyx,0.335017767,,9/5/2018,Tyler Butts
A18037238004,37,8/26/2018,Copepoda,Calanoida,4.035851132,,1/9/2019,Ashley Heins
A18037238004,37,8/26/2018,Copepoda,Cyclopoida,1.735198214,,1/9/2019,Ashley Heins
A18037238004,37,8/26/2018,Rotifera,Keratella.cochlearis,0.124222208,,1/9/2019,Ashley Heins
A18037238004,37,8/26/2018,Copepoda,Nauplii,1.083479998,,1/9/2019,Ashley Heins
A18037238004,37,8/26/2018,Rotifera,Polyarthra,2.605012648,,1/9/2019,Ashley Heins
A18037238004,37,8/26/2018,Rotifera,Pompholyx,0.046574294,,1/9/2019,Ashley Heins
A18037238004,37,8/26/2018,Rotifera,Synchaeta,0.081227101,,1/9/2019,Ashley Heins
A18038170001,38,6/19/2018,Rotifera,Asplanchna,13.42742553,,7/11/2018,Emma Califf
A18038170001,38,6/19/2018,Cladocera,Bosmina,2.528953766,,7/11/2018,Emma Califf
A18038170001,38,6/19/2018,Copepoda,Calanoida,95.57673726,,7/11/2018,Emma Califf
A18038170001,38,6/19/2018,Rotifera,Conochilus,2.620418615,,7/11/2018,Emma Califf
A18038170001,38,6/19/2018,Copepoda,Cyclopoida,28.58879663,,7/11/2018,Emma Califf
A18038170001,38,6/19/2018,Cladocera,Daphnia,117.9415747,,7/11/2018,Emma Califf
A18038170001,38,6/19/2018,Rotifera,Kellicottia,0.022818016,,7/11/2018,Emma Califf
A18038170001,38,6/19/2018,Rotifera,Keratella.cochlearis,0.667919147,,7/11/2018,Emma Califf
A18038170001,38,6/19/2018,Copepoda,Nauplii,36.1411787,,7/11/2018,Emma Califf
A18038170001,38,6/19/2018,Rotifera,Polyarthra,2.63456012,,7/11/2018,Emma Califf
A18038170001,38,6/19/2018,Rotifera,Pompholyx,3.02654862,,7/11/2018,Emma Califf
A18038170001,38,6/19/2018,Rotifera,Trichocerca,3.054307822,,7/11/2018,Emma Califf
A18038219013,38,8/7/2018,Copepoda,Calanoida,45.82294741,,11/29/2018,Elena Sandry
A18038219013,38,8/7/2018,Copepoda,Cyclopoida,16.45445096,,11/29/2018,Elena Sandry
A18038219013,38,8/7/2018,Cladocera,Diaphanosoma,5.757303707,,11/29/2018,Elena Sandry
A18038219013,38,8/7/2018,Rotifera,Keratella.cochlearis,0.024063992,,11/29/2018,Elena Sandry
A18038219013,38,8/7/2018,Copepoda,Nauplii,6.711537975,,11/29/2018,Elena Sandry
A18038219013,38,8/7/2018,Rotifera,Polyarthra,0.049195406,,11/29/2018,Elena Sandry
A18038219013,38,8/7/2018,Rotifera,Pompholyx,0.247489823,,11/29/2018,Elena Sandry
A18038259012,38,9/16/2018,Copepoda,Calanoida,17.23536046,,11/12/2018,Ashley Heins
A18038259012,38,9/16/2018,Copepoda,Cyclopoida,0.311481396,,11/12/2018,Ashley Heins
A18038259012,38,9/16/2018,Rotifera,Keratella.cochlearis,0.025889233,,11/12/2018,Ashley Heins
A18038259012,38,9/16/2018,Copepoda,Nauplii,7.342718511,,11/12/2018,Ashley Heins
A18038259012,38,9/16/2018,Rotifera,Polyarthra,0.363144769,,11/12/2018,Ashley Heins
A18039170002,39,6/19/2018,Cladocera,Bosmina,0.940934423,,6/28/2016,Ashley Heins
A18039170002,39,6/19/2018,Rotifera,Brachionus,0.955437191,,6/28/2016,Ashley Heins
A18039170002,39,6/19/2018,Cladocera,Ceriodaphnia,0.596297301,,6/28/2016,Ashley Heins
A18039170002,39,6/19/2018,Rotifera,Conochilus,0.091534859,,6/28/2016,Ashley Heins
A18039170002,39,6/19/2018,Copepoda,Cyclopoida,1.272469767,,6/28/2016,Ashley Heins
A18039170002,39,6/19/2018,Rotifera,Keratella.cochlearis,0.572766881,,6/28/2016,Ashley Heins
A18039170002,39,6/19/2018,Copepoda,Nauplii,4.133564939,,6/28/2016,Ashley Heins
A18039170002,39,6/19/2018,Rotifera,Polyarthra,2.677592613,,6/28/2016,Ashley Heins
A18039170002,39,6/19/2018,Rotifera,Pompholyx,0.013825845,,6/28/2016,Ashley Heins
A18039170002,39,6/19/2018,Rotifera,Trichocerca,2.459648303,,6/28/2016,Ashley Heins
A18039219007,39,8/7/2018,Rotifera,Ascomorpha,0.01567061,,11/30/2018,Emma Califf
A18039219007,39,8/7/2018,Rotifera,Asplanchna,2.193296515,,11/30/2018,Emma Califf
A18039219007,39,8/7/2018,Cladocera,Bosmina,14.92112887,,11/30/2018,Emma Califf
A18039219007,39,8/7/2018,Rotifera,Brachionus,0.04963515,,11/30/2018,Emma Califf
A18039219007,39,8/7/2018,Cladocera,Ceriodaphnia,27.23920443,,11/30/2018,Emma Califf
A18039219007,39,8/7/2018,Rotifera,Conochilus,0.226100697,,11/30/2018,Emma Califf
A18039219007,39,8/7/2018,Copepoda,Cyclopoida,20.7932355,,11/30/2018,Emma Califf
A18039219007,39,8/7/2018,Cladocera,Daphnia,0.923955922,,11/30/2018,Emma Califf
A18039219007,39,8/7/2018,Cladocera,Diaphanosoma,1.200914893,,11/30/2018,Emma Califf
A18039219007,39,8/7/2018,Rotifera,Kellicottia,0.102945479,,11/30/2018,Emma Califf
A18039219007,39,8/7/2018,Rotifera,Keratella.cochlearis,0.203216604,,11/30/2018,Emma Califf
A18039219007,39,8/7/2018,Copepoda,Nauplii,1.74636365,,11/30/2018,Emma Califf
A18039219007,39,8/7/2018,Rotifera,Polyarthra,6.220211031,,11/30/2018,Emma Califf
A18039219007,39,8/7/2018,Rotifera,Pompholyx,0.01330978,,11/30/2018,Emma Califf
A18039259015,39,9/16/2018,Cladocera,Bosmina,3.269569024,,12/2/2018,Elena Sandry
A18039259015,39,9/16/2018,Cladocera,Ceriodaphnia,4.693220029,,12/2/2018,Elena Sandry
A18039259015,39,9/16/2018,Copepoda,Cyclopoida,22.33522596,,12/2/2018,Elena Sandry
A18039259015,39,9/16/2018,Rotifera,Kellicottia,0.04360819,,12/2/2018,Elena Sandry
A18039259015,39,9/16/2018,Rotifera,Keratella.cochlearis,0.026473078,,12/2/2018,Elena Sandry
A18039259015,39,9/16/2018,Copepoda,Nauplii,3.223100191,,12/2/2018,Elena Sandry
A18039259015,39,9/16/2018,Rotifera,Polyarthra,0.636597853,,12/2/2018,Elena Sandry
A18040163003,40,6/12/2018,Cladocera,Bosmina,0.100694967,,11/9/2018,Tyler Butts
A18040163003,40,6/12/2018,Rotifera,Brachionus,0.019115528,,11/9/2018,Tyler Butts
A18040163003,40,6/12/2018,Copepoda,Calanoida,1.939237992,,11/9/2018,Tyler Butts
A18040163003,40,6/12/2018,Cladocera,Ceriodaphnia,0.560127156,,11/9/2018,Tyler Butts
A18040163003,40,6/12/2018,Rotifera,Conochilus,0.099617365,,11/9/2018,Tyler Butts
A18040163003,40,6/12/2018,Copepoda,Cyclopoida,1.655368801,,11/9/2018,Tyler Butts
A18040163003,40,6/12/2018,Cladocera,Daphnia,7.425081618,,11/9/2018,Tyler Butts
A18040163003,40,6/12/2018,Cladocera,Diaphanosoma,1.452945985,,11/9/2018,Tyler Butts
A18040163003,40,6/12/2018,Rotifera,Keratella.cochlearis,0.03387269,,11/9/2018,Tyler Butts
A18040163003,40,6/12/2018,Copepoda,Nauplii,1.409726128,,11/9/2018,Tyler Butts
A18040163003,40,6/12/2018,Rotifera,Polyarthra,0.236157596,,11/9/2018,Tyler Butts
A18040212004,40,7/31/2018,Rotifera,Asplanchna,0.592704051,,1/7/2019,Quin Shingai
A18040212004,40,7/31/2018,Cladocera,Bosmina,3.139652769,,1/7/2019,Quin Shingai
A18040212004,40,7/31/2018,Copepoda,Calanoida,20.66533606,,1/7/2019,Quin Shingai
A18040212004,40,7/31/2018,Cladocera,Ceriodaphnia,11.72105714,,1/7/2019,Quin Shingai
A18040212004,40,7/31/2018,Copepoda,Cyclopoida,34.44293355,,1/7/2019,Quin Shingai
A18040212004,40,7/31/2018,Cladocera,Daphnia,3.038412762,,1/7/2019,Quin Shingai
A18040212004,40,7/31/2018,Rotifera,Keratella.cochlearis,0.010011357,,1/7/2019,Quin Shingai
A18040212004,40,7/31/2018,Copepoda,Nauplii,3.480096374,,1/7/2019,Quin Shingai
A18040212004,40,7/31/2018,Rotifera,Platyias,0.259056318,,1/7/2019,Quin Shingai
A18040212004,40,7/31/2018,Rotifera,Polyarthra,0.112611302,,1/7/2019,Quin Shingai
A18040255004,40,9/12/2018,Cladocera,Bosmina,8.735535783,,11/29/2018,Elena Sandry
A18040255004,40,9/12/2018,Cladocera,Ceriodaphnia,0.601006513,,11/29/2018,Elena Sandry
A18040255004,40,9/12/2018,Copepoda,Cyclopoida,5.923288949,,11/29/2018,Elena Sandry
A18040255004,40,9/12/2018,Cladocera,Daphnia,0.448867943,,11/29/2018,Elena Sandry
A18040255004,40,9/12/2018,Rotifera,Keratella.cochlearis,0.008230961,,11/29/2018,Elena Sandry
A18040255004,40,9/12/2018,Copepoda,Nauplii,4.473249163,,11/29/2018,Elena Sandry
A18040255004,40,9/12/2018,Rotifera,Polyarthra,0.945111113,,11/29/2018,Elena Sandry
A18041156006,41,6/5/2018,Cladocera,Alonella,0.430508863,,11/4/2018,Quin Shingai
A18041156006,41,6/5/2018,Cladocera,Bosmina,3.91796854,,11/4/2018,Quin Shingai
A18041156006,41,6/5/2018,Rotifera,Brachionus,0.031969184,,11/4/2018,Quin Shingai
A18041156006,41,6/5/2018,Copepoda,Calanoida,13.18893747,,11/4/2018,Quin Shingai
A18041156006,41,6/5/2018,Cladocera,Chydorus,3.823109697,,11/4/2018,Quin Shingai
A18041156006,41,6/5/2018,Copepoda,Cyclopoida,19.90017272,,11/4/2018,Quin Shingai
A18041156006,41,6/5/2018,Cladocera,Daphnia,67.89224216,,11/4/2018,Quin Shingai
A18041156006,41,6/5/2018,Rotifera,Filinia,0.070796506,,11/4/2018,Quin Shingai
A18041156006,41,6/5/2018,Rotifera,Keratella.cochlearis,0.103650307,,11/4/2018,Quin Shingai
A18041156006,41,6/5/2018,Copepoda,Nauplii,3.068241142,,11/4/2018,Quin Shingai
A18041206008,41,7/25/2018,Copepoda,Calanoida,22.43881967,,1/18/2019,Quin Shingai
A18041206008,41,7/25/2018,Cladocera,Ceriodaphnia,3.236243295,,1/18/2019,Quin Shingai
A18041206008,41,7/25/2018,Cladocera,Chydorus,32.62700236,,1/18/2019,Quin Shingai
A18041206008,41,7/25/2018,Cladocera,Daphnia,17.31094804,,1/18/2019,Quin Shingai
A18041206008,41,7/25/2018,Rotifera,Filinia,1.165725356,,1/18/2019,Quin Shingai
A18041206008,41,7/25/2018,Rotifera,Keratella.cochlearis,0.052861072,,1/18/2019,Quin Shingai
A18041206008,41,7/25/2018,Copepoda,Nauplii,1.722408959,,1/18/2019,Quin Shingai
A18041206008,41,7/25/2018,Rotifera,Polyarthra,0.062808966,,1/18/2019,Quin Shingai
A18041206008,41,7/25/2018,Rotifera,Pompholyx,0.030424759,,1/18/2019,Quin Shingai
A18041241002,41,8/29/2018,Cladocera,Bosmina,0.215083378,,12/2/2018,Tyler Butts
A18041241002,41,8/29/2018,Copepoda,Calanoida,0.864505629,,12/2/2018,Tyler Butts
A18041241002,41,8/29/2018,Cladocera,Ceriodaphnia,0.553521955,,12/2/2018,Tyler Butts
A18041241002,41,8/29/2018,Cladocera,Chydorus,0.66078641,,12/2/2018,Tyler Butts
A18041241002,41,8/29/2018,Rotifera,Conochilus,0.038367807,,12/2/2018,Tyler Butts
A18041241002,41,8/29/2018,Copepoda,Cyclopoida,0.174674549,,12/2/2018,Tyler Butts
A18041241002,41,8/29/2018,Cladocera,Daphnia,5.019130853,,12/2/2018,Tyler Butts
A18041241002,41,8/29/2018,Rotifera,Keratella.cochlearis,0.110393046,,12/2/2018,Tyler Butts
A18041241002,41,8/29/2018,Copepoda,Nauplii,0.676329902,,12/2/2018,Tyler Butts
A18041241002,41,8/29/2018,Rotifera,Polyarthra,0.038464148,,12/2/2018,Tyler Butts
A18041241002,41,8/29/2018,Rotifera,Pompholyx,0.028107902,,12/2/2018,Tyler Butts
A18041241002,41,8/29/2018,Rotifera,Trichocerca,0.114303335,,12/2/2018,Tyler Butts
A18042156004,42,6/5/2018,Rotifera,Brachionus,0.060611406,,6/14/2018,Ashley Heins
A18042156004,42,6/5/2018,Copepoda,Cyclopoida,4.034384564,,6/14/2018,Ashley Heins
A18042156004,42,6/5/2018,Rotifera,Keratella.cochlearis,0.478588823,,6/14/2018,Ashley Heins
A18042156004,42,6/5/2018,Copepoda,Nauplii,4.218726942,,6/14/2018,Ashley Heins
A18042156004,42,6/5/2018,Rotifera,Pompholyx,0.070945268,,6/14/2018,Ashley Heins
A18042206004,42,7/25/2018,Rotifera,Brachionus,0.262937576,,10/12/2018,Ashley Heins
A18042206004,42,7/25/2018,Copepoda,Cyclopoida,3.691518186,,10/12/2018,Ashley Heins
A18042206004,42,7/25/2018,Rotifera,Keratella.cochlearis,0.011395382,,10/12/2018,Ashley Heins
A18042206004,42,7/25/2018,Copepoda,Nauplii,3.293099091,,10/12/2018,Ashley Heins
A18042206004,42,7/25/2018,Rotifera,Pompholyx,0.322042428,,10/12/2018,Ashley Heins
A18042241005,42,8/29/2018,Rotifera,Brachionus,2.728967403,,11/30/2018,Elena Sandry
A18042241005,42,8/29/2018,Cladocera,Ceriodaphnia,1.252505651,,11/30/2018,Elena Sandry
A18042241005,42,8/29/2018,Copepoda,Cyclopoida,21.74715747,,11/30/2018,Elena Sandry
A18042241005,42,8/29/2018,Cladocera,Daphnia,4.458017139,,11/30/2018,Elena Sandry
A18042241005,42,8/29/2018,Rotifera,Keratella.cochlearis,0.673526217,,11/30/2018,Elena Sandry
A18042241005,42,8/29/2018,Copepoda,Nauplii,15.23594955,,11/30/2018,Elena Sandry
A18042241005,42,8/29/2018,Rotifera,Polyarthra,0.397593288,,11/30/2018,Elena Sandry
A18042241005,42,8/29/2018,Rotifera,Pompholyx,0.17631224,,11/30/2018,Elena Sandry
A18042241005,42,8/29/2018,Rotifera,Trichocerca,3.595823698,,11/30/2018,Elena Sandry
A18043162012,43,6/11/2018,Copepoda,Calanoida,24.0535053,,1/21/2019,Quin Shingai
A18043162012,43,6/11/2018,Copepoda,Cyclopoida,22.44524274,,1/21/2019,Quin Shingai
A18043162012,43,6/11/2018,Cladocera,Daphnia,1322.495108,,1/21/2019,Quin Shingai
A18043162012,43,6/11/2018,Rotifera,Keratella.cochlearis,0.309887947,,1/21/2019,Quin Shingai
A18043162012,43,6/11/2018,Copepoda,Nauplii,7.960333326,,1/21/2019,Quin Shingai
A18043162012,43,6/11/2018,Rotifera,Polyarthra,0.02208654,,1/21/2019,Quin Shingai
A18043211010,43,7/30/2018,Rotifera,Brachionus,0.279113317,,10/11/2018,Ashley Heins
A18043211010,43,7/30/2018,Rotifera,Filinia,0.02960049,,10/11/2018,Ashley Heins
A18043211010,43,7/30/2018,Rotifera,Keratella.cochlearis,0.002763652,,10/11/2018,Ashley Heins
A18043211010,43,7/30/2018,Copepoda,Nauplii,0.035035757,,10/11/2018,Ashley Heins
A18043211010,43,7/30/2018,Rotifera,Polyarthra,0.155173264,,10/11/2018,Ashley Heins
A18043211010,43,7/30/2018,Rotifera,Pompholyx,0.005744628,,10/11/2018,Ashley Heins
A18043211010,43,7/30/2018,Rotifera,Trichocerca,0.294637756,,10/11/2018,Ashley Heins
A18043255001,43,9/12/2018,Rotifera,Brachionus,1.091381705,,11/28/2018,Elena Sandry
A18043255001,43,9/12/2018,Copepoda,Cyclopoida,0.77356112,,11/28/2018,Elena Sandry
A18043255001,43,9/12/2018,Rotifera,Filinia,0.016835216,,11/28/2018,Elena Sandry
A18043255001,43,9/12/2018,Rotifera,Keratella.cochlearis,0.044859542,,11/28/2018,Elena Sandry
A18043255001,43,9/12/2018,Copepoda,Nauplii,0.515843478,,11/28/2018,Elena Sandry
A18043255001,43,9/12/2018,Rotifera,Polyarthra,0.383356037,,11/28/2018,Elena Sandry
A18043255001,43,9/12/2018,Rotifera,Pompholyx,0.009183148,,11/28/2018,Elena Sandry
A18044162008,44,6/11/2018,Rotifera,Asplanchna,3.221217454,,8/13/2018,Ashley Heins
A18044162008,44,6/11/2018,Cladocera,Bosmina,0.307102491,,8/13/2018,Ashley Heins
A18044162008,44,6/11/2018,Copepoda,Calanoida,26.0910662,,8/13/2018,Ashley Heins
A18044162008,44,6/11/2018,Rotifera,Conochilus,0.787866805,,8/13/2018,Ashley Heins
A18044162008,44,6/11/2018,Copepoda,Cyclopoida,30.44250254,,8/13/2018,Ashley Heins
A18044162008,44,6/11/2018,Cladocera,Daphnia,48.52424995,,8/13/2018,Ashley Heins
A18044162008,44,6/11/2018,Rotifera,Keratella.cochlearis,0.184692523,,8/13/2018,Ashley Heins
A18044162008,44,6/11/2018,Rotifera,Keratella.quadrata,0.061661239,,8/13/2018,Ashley Heins
A18044162008,44,6/11/2018,Copepoda,Nauplii,4.308138025,,8/13/2018,Ashley Heins
A18044211007,44,7/30/2018,Rotifera,Asplanchna,0.103782025,,11/28/2018,Ashley Heins
A18044211007,44,7/30/2018,Rotifera,Brachionus,0.06625471,,11/28/2018,Ashley Heins
A18044211007,44,7/30/2018,Copepoda,Calanoida,0.251461563,,11/28/2018,Ashley Heins
A18044211007,44,7/30/2018,Rotifera,Keratella.cochlearis,0.055482247,,11/28/2018,Ashley Heins
A18044211007,44,7/30/2018,Copepoda,Nauplii,0.376815374,,11/28/2018,Ashley Heins
A18044211007,44,7/30/2018,Rotifera,Polyarthra,0.096760372,,11/28/2018,Ashley Heins
A18044211007,44,7/30/2018,Rotifera,Pompholyx,0.020727393,,11/28/2018,Ashley Heins
A18044211007,44,7/30/2018,Rotifera,Trichocerca,0.560661445,,11/28/2018,Ashley Heins
A18044252011,44,9/9/2018,Rotifera,Brachionus,0.012151959,,11/20/2018,Elena Sandry
A18044252011,44,9/9/2018,Cladocera,Ceriodaphnia,3.642471871,,11/20/2018,Elena Sandry
A18044252011,44,9/9/2018,Copepoda,Cyclopoida,0.481668256,,11/20/2018,Elena Sandry
A18044252011,44,9/9/2018,Rotifera,Kellicottia,1.458806357,,11/20/2018,Elena Sandry
A18044252011,44,9/9/2018,Rotifera,Keratella.cochlearis,0.308117481,,11/20/2018,Elena Sandry
A18044252011,44,9/9/2018,Copepoda,Nauplii,0.969148917,,11/20/2018,Elena Sandry
A18044252011,44,9/9/2018,Rotifera,Polyarthra,0.074542713,,11/20/2018,Elena Sandry
A18044252011,44,9/9/2018,Rotifera,Pompholyx,0.02107694,,11/20/2018,Elena Sandry
A18045163004,45,6/12/2018,Copepoda,Calanoida,7.557454171,,12/4/2018,Quin Shingai
A18045163004,45,6/12/2018,Copepoda,Cyclopoida,10.08321873,,12/4/2018,Quin Shingai
A18045163004,45,6/12/2018,Cladocera,Daphnia,116.6182106,,12/4/2018,Quin Shingai
A18045163004,45,6/12/2018,Rotifera,Keratella.cochlearis,0.064037395,,12/4/2018,Quin Shingai
A18045163004,45,6/12/2018,Copepoda,Nauplii,0.549365075,,12/4/2018,Quin Shingai
A18045212005,45,7/31/2018,Copepoda,Cyclopoida,46.44930171,,11/13/2018,Emma Califf
A18045212005,45,7/31/2018,Cladocera,Daphnia,64.22222499,,11/13/2018,Emma Califf
A18045212005,45,7/31/2018,Rotifera,Filinia,0.033013043,,11/13/2018,Emma Califf
A18045212005,45,7/31/2018,Rotifera,Keratella.cochlearis,0.495704648,,11/13/2018,Emma Califf
A18045212005,45,7/31/2018,Copepoda,Nauplii,7.371689748,,11/13/2018,Emma Califf
A18045212005,45,7/31/2018,Rotifera,Pompholyx,0.042512509,,11/13/2018,Emma Califf
A18045254002,45,9/11/2018,Copepoda,Cyclopoida,0.978039377,,11/27/2018,Elena Sandry
A18045254002,45,9/11/2018,Cladocera,Daphnia,0.764534624,,11/27/2018,Elena Sandry
A18045254002,45,9/11/2018,Rotifera,Kellicottia,0.011030653,,11/27/2018,Elena Sandry
A18045254002,45,9/11/2018,Rotifera,Keratella.cochlearis,0.014605312,,11/27/2018,Elena Sandry
A18045254002,45,9/11/2018,Copepoda,Nauplii,1.263104248,,11/27/2018,Elena Sandry
A18045254002,45,9/11/2018,Rotifera,Polyarthra,0.013788077,,11/27/2018,Elena Sandry
A18045254002,45,9/11/2018,Rotifera,Pompholyx,0.003178547,,11/27/2018,Elena Sandry
A18046142007,46,5/22/2018,Copepoda,Calanoida,27.77170366,,7/19/2018,Emma Califf
A18046142007,46,5/22/2018,Copepoda,Cyclopoida,82.31961889,,7/19/2018,Emma Califf
A18046142007,46,5/22/2018,Cladocera,Daphnia,118.5433819,,7/19/2018,Emma Califf
A18046142007,46,5/22/2018,Rotifera,Keratella.cochlearis,0.634751121,,7/19/2018,Emma Califf
A18046142007,46,5/22/2018,Copepoda,Nauplii,5.771742784,,7/19/2018,Emma Califf
A18046142007,46,5/22/2018,Cladocera,Pleuroxus,1.588997303,,7/19/2018,Emma Califf
A18046191008,46,7/10/2018,Rotifera,Brachionus,0.084451583,,1/9/2019,Quin Shingai
A18046191008,46,7/10/2018,Cladocera,Ceriodaphnia,7.993939711,,1/9/2019,Quin Shingai
A18046191008,46,7/10/2018,Copepoda,Cyclopoida,0.476293523,,1/9/2019,Quin Shingai
A18046191008,46,7/10/2018,Cladocera,Daphnia,0.568808656,,1/9/2019,Quin Shingai
A18046191008,46,7/10/2018,Rotifera,Keratella.quadrata,3.057403635,,1/9/2019,Quin Shingai
A18046191008,46,7/10/2018,Rotifera,Pompholyx,0.017395056,,1/9/2019,Quin Shingai
A18046233001,46,8/21/2018,Rotifera,Asplanchnopus,0.051112497,,10/26/2018,Elena Sandry
A18046233001,46,8/21/2018,Rotifera,Brachionus,0.03133543,,10/26/2018,Elena Sandry
A18046233001,46,8/21/2018,Copepoda,Cyclopoida,8.386195657,,10/26/2018,Elena Sandry
A18046233001,46,8/21/2018,Rotifera,Keratella.cochlearis,0.089310223,,10/26/2018,Elena Sandry
A18046233001,46,8/21/2018,Rotifera,Synchaeta,0.035388254,,10/26/2018,Elena Sandry
A18047141003,47,5/21/2018,Rotifera,Asplanchna,3.228605059,,11/15/2018,Ashley Heins
A18047141003,47,5/21/2018,Rotifera,Brachionus,1.752062973,,11/15/2018,Ashley Heins
A18047141003,47,5/21/2018,Cladocera,Daphnia,0.874313543,,11/15/2018,Ashley Heins
A18047141003,47,5/21/2018,Rotifera,Euchlanis,5.408041146,,11/15/2018,Ashley Heins
A18047141003,47,5/21/2018,Rotifera,Keratella.cochlearis,0.03052472,,11/15/2018,Ashley Heins
A18047141003,47,5/21/2018,Copepoda,Nauplii,4.247491926,,11/15/2018,Ashley Heins
A18047190003,47,7/9/2018,Rotifera,Brachionus,5.887272043,,7/24/2018,Ashley Heins
A18047190003,47,7/9/2018,Rotifera,Conochilus,0.731542585,,7/24/2018,Ashley Heins
A18047190003,47,7/9/2018,Rotifera,Keratella.cochlearis,0.05246991,,7/24/2018,Ashley Heins
A18047190003,47,7/9/2018,Rotifera,Trichocerca,2.393380707,,7/24/2018,Ashley Heins
A18047231009,47,8/19/2018,Rotifera,Brachionus,0.148471412,,1/10/2019,Ashley Heins
A18047231009,47,8/19/2018,Rotifera,Euchlanis,0.055558338,,1/10/2019,Ashley Heins
A18047231009,47,8/19/2018,Rotifera,Keratella.cochlearis,0.000910175,,1/10/2019,Ashley Heins
A18047231009,47,8/19/2018,Copepoda,Nauplii,0.721306451,,1/10/2019,Ashley Heins
A18047231009,47,8/19/2018,Rotifera,Polyarthra,0.328301758,,1/10/2019,Ashley Heins
A18047231009,47,8/19/2018,Rotifera,Synchaeta,0.007921485,,1/10/2019,Ashley Heins
A18048151002,48,5/31/2018,Cladocera,Alonella,4.492193537,,11/6/2018,Quin Shingai
A18048151002,48,5/31/2018,Rotifera,Asplanchna,33.88119324,,11/6/2018,Quin Shingai
A18048151002,48,5/31/2018,Cladocera,Bosmina,24.75615424,,11/6/2018,Quin Shingai
A18048151002,48,5/31/2018,Cladocera,Ceriodaphnia,5.844362484,,11/6/2018,Quin Shingai
A18048151002,48,5/31/2018,Copepoda,Cyclopoida,92.23230372,,11/6/2018,Quin Shingai
A18048151002,48,5/31/2018,Cladocera,Daphnia,1396.917713,,11/6/2018,Quin Shingai
A18048151002,48,5/31/2018,Rotifera,Keratella.cochlearis,0.052317746,,11/6/2018,Quin Shingai
