Lake,TAG.NUMBER,Structure,Reader,AgeEst,MeanAge
5 Island,Env259,Pectoral,Marty,3,3
5 Island,Env265,Pectoral,Marty,,NA
5 Island,Env268,Pectoral,Marty,10,11.33333333
Center,Env101,Pectoral,Marty,5,6
Center,Env11,Pectoral,Marty,5,5
Center,Env113,Pectoral,Marty,3,3.666666667
Center,Env131,Pectoral,Marty,5,5.666666667
Center,Env19,Pectoral,Marty,6,6.333333333
Center,Env23,Pectoral,Marty,,NA
Center,Env3,Pectoral,Marty,4,4
Center,Env36,Pectoral,Marty,10,11
Center,Env39,Pectoral,Marty,5,5.666666667
Center,Env44,Pectoral,Marty,4,4.666666667
Center,Env45,Pectoral,Marty,4,4.333333333
Center,Env5,Pectoral,Marty,10,10.33333333
Center,Env51,Pectoral,Marty,4,4
Center,Env52,Pectoral,Marty,6,8
Center,Env58,Pectoral,Marty,7,9.333333333
Center,Env59,Pectoral,Marty,11,11
Center,Env61,Pectoral,Marty,10,11.33333333
Center,Env62,Pectoral,Marty,8,11.33333333
Center,Env63,Pectoral,Marty,8,9
Center,Env64,Pectoral,Marty,10,12
Center,Env66,Pectoral,Marty,4,4.333333333
Center,Env71,Pectoral,Marty,10,11
Center,Env72,Pectoral,Marty,12,12
Center,Env73,Pectoral,Marty,15,12.33333333
Center,Env74,Pectoral,Marty,,NA
Center,Env75,Pectoral,Marty,6,6.666666667
Center,Env79,Pectoral,Marty,7,10.33333333
Center,Env8,Pectoral,Marty,3,4.333333333
Center,Env83,Pectoral,Marty,7,11
Center,Env89,Pectoral,Marty,10,10.33333333
Silver,Env100,Pectoral,Marty,6,6.666666667
Silver,Env101,Pectoral,Marty,3,3.333333333
Silver,Env107,Pectoral,Marty,2,2
Silver,Env121,Pectoral,Marty,5,6
Silver,Env123,Pectoral,Marty,7,7.666666667
Silver,Env13,Pectoral,Marty,4,5
Silver,Env137,Pectoral,Marty,2,3
Silver,Env14,Pectoral,Marty,11,11.66666667
Silver,Env140,Pectoral,Marty,9,10.66666667
Silver,Env141,Pectoral,Marty,3,3.333333333
Silver,Env142,Pectoral,Marty,10,8.333333333
Silver,Env15,Pectoral,Marty,9,7.333333333
Silver,Env18,Pectoral,Marty,1,2.5
Silver,Env19,Pectoral,Marty,2,3
Silver,Env2,Pectoral,Marty,10,10
Silver,Env25,Pectoral,Marty,9,15
Silver,Env27,Pectoral,Marty,4,4.333333333
Silver,Env28,Pectoral,Marty,11,11.66666667
Silver,Env29,Pectoral,Marty,11,11
Silver,Env3,Pectoral,Marty,10,10
Silver,Env30,Pectoral,Marty,2,3.333333333
Silver,Env47,Pectoral,Marty,,NA
Silver,Env48,Pectoral,Marty,,NA
Silver,Env49,Pectoral,Marty,2,2.333333333
Silver,Env53,Pectoral,Marty,12,12.33333333
Silver,Env55,Pectoral,Marty,5,4.333333333
Silver,Env6,Pectoral,Marty,3,3.333333333
Silver,Env60,Pectoral,Marty,3,3
Silver,Env61,Pectoral,Marty,10,10
Silver,Env63,Pectoral,Marty,3,3.333333333
Silver,Env66,Pectoral,Marty,12,13.33333333
Silver,Env67,Pectoral,Marty,3,3.333333333
Silver,Env82,Pectoral,Marty,3,3.333333333
Silver,Env84,Pectoral,Marty,3,3
Silver,Env87,Pectoral,Marty,4,3.666666667
Silver,Env89,Pectoral,Marty,7,6.666666667
Silver,Env93,Pectoral,Marty,,NA
Silver,Env94,Pectoral,Marty,10,9.333333333
Silver,Env97,Pectoral,Marty,7,8.666666667
Silver,Env99,Pectoral,Marty,8,8.666666667
5 Island,Env105,SectOtolith,Marcus,12,12
5 Island,Env106,SectOtolith,Marcus,17,13
5 Island,Env112,SectOtolith,Marcus,10,9
5 Island,Env117,SectOtolith,Marcus,13,10.33333333
5 Island,Env119,SectOtolith,Marcus,13,10
5 Island,Env131,SectOtolith,Marcus,13,10.66666667
5 Island,Env132,SectOtolith,Marcus,4,4.666666667
5 Island,Env135,SectOtolith,Marcus,12,9.666666667
5 Island,Env137,SectOtolith,Marcus,14,12.33333333
5 Island,Env146,SectOtolith,Marcus,14,11
5 Island,Env149,SectOtolith,Marcus,16,15.33333333
5 Island,Env156,SectOtolith,Marcus,14,7.666666667
5 Island,Env157,SectOtolith,Marcus,16,12.66666667
5 Island,Env161,SectOtolith,Marcus,14,12.33333333
5 Island,Env164,SectOtolith,Marcus,10,6.666666667
5 Island,Env167,SectOtolith,Marcus,15,11
5 Island,Env168,SectOtolith,Marcus,6,5
5 Island,Env169,SectOtolith,Marcus,5,4.333333333
5 Island,Env172,SectOtolith,Marcus,4,3.666666667
5 Island,Env176,SectOtolith,Marcus,,7
5 Island,Env182,SectOtolith,Marcus,9,8.666666667
5 Island,Env183,SectOtolith,Marcus,6,5.666666667
5 Island,Env189,SectOtolith,Marcus,12,10.33333333
5 Island,Env235,SectOtolith,Marcus,10,8
5 Island,Env236,SectOtolith,Marcus,12,9.333333333
5 Island,Env244,SectOtolith,Marcus,16,16.33333333
5 Island,Env246,SectOtolith,Marcus,4,3
5 Island,Env247,SectOtolith,Marcus,14,12
5 Island,Env249,SectOtolith,Marcus,3,4.333333333
5 Island,Env250,SectOtolith,Marcus,,NA
5 Island,Env254,SectOtolith,Marcus,3,2.666666667
5 Island,Env256,SectOtolith,Marcus,5,4
5 Island,Env259,SectOtolith,Marcus,5,5
5 Island,Env265,SectOtolith,Marcus,3,5
5 Island,Env268,SectOtolith,Marcus,10,8.333333333
Center,Env101,SectOtolith,Marcus,9,8
Center,Env11,SectOtolith,Marcus,7,6.333333333
Center,Env113,SectOtolith,Marcus,5,4.333333333
Center,Env131,SectOtolith,Marcus,4,3.666666667
Center,Env19,SectOtolith,Marcus,5,6.666666667
Center,Env23,SectOtolith,Marcus,5,4
Center,Env3,SectOtolith,Marcus,5,4.333333333
Center,Env36,SectOtolith,Marcus,4,4.666666667
Center,Env39,SectOtolith,Marcus,6,5.333333333
Center,Env44,SectOtolith,Marcus,5,4.333333333
Center,Env45,SectOtolith,Marcus,4,4.333333333
Center,Env5,SectOtolith,Marcus,4,5
Center,Env51,SectOtolith,Marcus,5,4
Center,Env52,SectOtolith,Marcus,8,7
Center,Env58,SectOtolith,Marcus,11,10.33333333
Center,Env59,SectOtolith,Marcus,13,12
Center,Env61,SectOtolith,Marcus,9,8
Center,Env62,SectOtolith,Marcus,12,11
Center,Env63,SectOtolith,Marcus,12,10
Center,Env64,SectOtolith,Marcus,13,10.66666667
Center,Env66,SectOtolith,Marcus,5,3.666666667
Center,Env71,SectOtolith,Marcus,10,9.666666667
Center,Env72,SectOtolith,Marcus,7,7.333333333
Center,Env73,SectOtolith,Marcus,7,10.33333333
Center,Env74,SectOtolith,Marcus,8,7.666666667
Center,Env75,SectOtolith,Marcus,9,6.333333333
Center,Env79,SectOtolith,Marcus,7,8
Center,Env8,SectOtolith,Marcus,6,5.5
Center,Env83,SectOtolith,Marcus,,7.5
Center,Env89,SectOtolith,Marcus,14,13
Silver,Env100,SectOtolith,Marcus,6,5.333333333
Silver,Env101,SectOtolith,Marcus,4,4
Silver,Env107,SectOtolith,Marcus,5,4.666666667
Silver,Env121,SectOtolith,Marcus,7,4.666666667
Silver,Env123,SectOtolith,Marcus,13,12
Silver,Env13,SectOtolith,Marcus,7,4.666666667
Silver,Env137,SectOtolith,Marcus,,3.5
Silver,Env14,SectOtolith,Marcus,10,8
Silver,Env140,SectOtolith,Marcus,10,8.333333333
Silver,Env141,SectOtolith,Marcus,,3
Silver,Env142,SectOtolith,Marcus,9,7
Silver,Env15,SectOtolith,Marcus,11,10.66666667
Silver,Env18,SectOtolith,Marcus,3,3
Silver,Env19,SectOtolith,Marcus,4,2.666666667
Silver,Env2,SectOtolith,Marcus,,NA
Silver,Env25,SectOtolith,Marcus,16,12.33333333
Silver,Env27,SectOtolith,Marcus,4,3.666666667
Silver,Env28,SectOtolith,Marcus,13,11
Silver,Env29,SectOtolith,Marcus,10,11.66666667
Silver,Env3,SectOtolith,Marcus,12,8.333333333
Silver,Env30,SectOtolith,Marcus,4,5
Silver,Env47,SectOtolith,Marcus,2,2.333333333
Silver,Env48,SectOtolith,Marcus,3,3.333333333
Silver,Env49,SectOtolith,Marcus,4,4
Silver,Env53,SectOtolith,Marcus,9,8
Silver,Env55,SectOtolith,Marcus,5,5
Silver,Env6,SectOtolith,Marcus,,NA
Silver,Env60,SectOtolith,Marcus,,NA
Silver,Env61,SectOtolith,Marcus,6,5
Silver,Env63,SectOtolith,Marcus,6,4.666666667
Silver,Env66,SectOtolith,Marcus,13,8.666666667
Silver,Env67,SectOtolith,Marcus,5,3.666666667
Silver,Env82,SectOtolith,Marcus,3,2.666666667
Silver,Env84,SectOtolith,Marcus,5,3.333333333
Silver,Env87,SectOtolith,Marcus,6,4
Silver,Env89,SectOtolith,Marcus,4,3.666666667
Silver,Env93,SectOtolith,Marcus,5,5
Silver,Env94,SectOtolith,Marcus,6,7
Silver,Env97,SectOtolith,Marcus,14,10.66666667
Silver,Env99,SectOtolith,Marcus,12,12.33333333
5 Island,Env105,SectOtolith,Drake,13,12
5 Island,Env106,SectOtolith,Drake,12,13
5 Island,Env112,SectOtolith,Drake,9,9
5 Island,Env117,SectOtolith,Drake,8,10.33333333
5 Island,Env119,SectOtolith,Drake,9,10
5 Island,Env131,SectOtolith,Drake,12,10.66666667
5 Island,Env132,SectOtolith,Drake,6,4.666666667
5 Island,Env135,SectOtolith,Drake,9,9.666666667
5 Island,Env137,SectOtolith,Drake,10,12.33333333
5 Island,Env146,SectOtolith,Drake,10,11
5 Island,Env149,SectOtolith,Drake,16,15.33333333
5 Island,Env156,SectOtolith,Drake,5,7.666666667
5 Island,Env157,SectOtolith,Drake,12,12.66666667
5 Island,Env161,SectOtolith,Drake,13,12.33333333
5 Island,Env164,SectOtolith,Drake,5,6.666666667
5 Island,Env167,SectOtolith,Drake,12,11
5 Island,Env168,SectOtolith,Drake,4,5
5 Island,Env169,SectOtolith,Drake,5,4.333333333
5 Island,Env172,SectOtolith,Drake,3,3.666666667
5 Island,Env176,SectOtolith,Drake,8,7
5 Island,Env182,SectOtolith,Drake,9,8.666666667
5 Island,Env183,SectOtolith,Drake,5,5.666666667
5 Island,Env189,SectOtolith,Drake,7,10.33333333
5 Island,Env235,SectOtolith,Drake,5,8
5 Island,Env236,SectOtolith,Drake,8,9.333333333
5 Island,Env244,SectOtolith,Drake,15,16.33333333
5 Island,Env246,SectOtolith,Drake,2,3
5 Island,Env247,SectOtolith,Drake,10,12
5 Island,Env249,SectOtolith,Drake,6,4.333333333
5 Island,Env250,SectOtolith,Drake,,NA
5 Island,Env254,SectOtolith,Drake,3,2.666666667
5 Island,Env256,SectOtolith,Drake,4,4
5 Island,Env259,SectOtolith,Drake,5,5
5 Island,Env265,SectOtolith,Drake,8,5
5 Island,Env268,SectOtolith,Drake,8,8.333333333
Center,Env101,SectOtolith,Drake,9,8
Center,Env11,SectOtolith,Drake,5,6.333333333
Center,Env113,SectOtolith,Drake,4,4.333333333
Center,Env131,SectOtolith,Drake,4,3.666666667
Center,Env19,SectOtolith,Drake,8,6.666666667
Center,Env23,SectOtolith,Drake,3,4
Center,Env3,SectOtolith,Drake,3,4.333333333
Center,Env36,SectOtolith,Drake,6,4.666666667
Center,Env39,SectOtolith,Drake,5,5.333333333
Center,Env44,SectOtolith,Drake,4,4.333333333
Center,Env45,SectOtolith,Drake,3,4.333333333
Center,Env5,SectOtolith,Drake,5,5
Center,Env51,SectOtolith,Drake,3,4
Center,Env52,SectOtolith,Drake,5,7
Center,Env58,SectOtolith,Drake,8,10.33333333
Center,Env59,SectOtolith,Drake,11,12
Center,Env61,SectOtolith,Drake,7,8
Center,Env62,SectOtolith,Drake,12,11
Center,Env63,SectOtolith,Drake,9,10
Center,Env64,SectOtolith,Drake,9,10.66666667
Center,Env66,SectOtolith,Drake,3,3.666666667
Center,Env71,SectOtolith,Drake,8,9.666666667
Center,Env72,SectOtolith,Drake,8,7.333333333
Center,Env73,SectOtolith,Drake,10,10.33333333
Center,Env74,SectOtolith,Drake,7,7.666666667
Center,Env75,SectOtolith,Drake,5,6.333333333
Center,Env79,SectOtolith,Drake,8,8
Center,Env8,SectOtolith,Drake,5,5.5
Center,Env83,SectOtolith,Drake,6,7.5
Center,Env89,SectOtolith,Drake,11,13
Silver,Env100,SectOtolith,Drake,5,5.333333333
Silver,Env101,SectOtolith,Drake,4,4
Silver,Env107,SectOtolith,Drake,5,4.666666667
Silver,Env121,SectOtolith,Drake,3,4.666666667
Silver,Env123,SectOtolith,Drake,9,12
Silver,Env13,SectOtolith,Drake,5,4.666666667
Silver,Env137,SectOtolith,Drake,3,3.5
Silver,Env14,SectOtolith,Drake,6,8
Silver,Env140,SectOtolith,Drake,6,8.333333333
Silver,Env141,SectOtolith,Drake,3,3
Silver,Env142,SectOtolith,Drake,5,7
Silver,Env15,SectOtolith,Drake,10,10.66666667
Silver,Env18,SectOtolith,Drake,4,3
Silver,Env19,SectOtolith,Drake,2,2.666666667
Silver,Env2,SectOtolith,Drake,,NA
Silver,Env25,SectOtolith,Drake,11,12.33333333
Silver,Env27,SectOtolith,Drake,3,3.666666667
Silver,Env28,SectOtolith,Drake,7,11
Silver,Env29,SectOtolith,Drake,10,11.66666667
Silver,Env3,SectOtolith,Drake,4,8.333333333
Silver,Env30,SectOtolith,Drake,8,5
Silver,Env47,SectOtolith,Drake,2,2.333333333
Silver,Env48,SectOtolith,Drake,3,3.333333333
Silver,Env49,SectOtolith,Drake,4,4
Silver,Env53,SectOtolith,Drake,5,8
Silver,Env55,SectOtolith,Drake,6,5
Silver,Env6,SectOtolith,Drake,,NA
Silver,Env60,SectOtolith,Drake,,NA
Silver,Env61,SectOtolith,Drake,6,5
Silver,Env63,SectOtolith,Drake,5,4.666666667
Silver,Env66,SectOtolith,Drake,6,8.666666667
Silver,Env67,SectOtolith,Drake,3,3.666666667
Silver,Env82,SectOtolith,Drake,2,2.666666667
Silver,Env84,SectOtolith,Drake,2,3.333333333
Silver,Env87,SectOtolith,Drake,3,4
Silver,Env89,SectOtolith,Drake,3,3.666666667
Silver,Env93,SectOtolith,Drake,4,5
Silver,Env94,SectOtolith,Drake,7,7
Silver,Env97,SectOtolith,Drake,11,10.66666667
Silver,Env99,SectOtolith,Drake,12,12.33333333
5 Island,Env105,SectOtolith,Marty,11,12
5 Island,Env106,SectOtolith,Marty,10,13
5 Island,Env112,SectOtolith,Marty,8,9
5 Island,Env117,SectOtolith,Marty,10,10.33333333
5 Island,Env119,SectOtolith,Marty,8,10
5 Island,Env131,SectOtolith,Marty,7,10.66666667
5 Island,Env132,SectOtolith,Marty,4,4.666666667
5 Island,Env135,SectOtolith,Marty,8,9.666666667
5 Island,Env137,SectOtolith,Marty,13,12.33333333
5 Island,Env146,SectOtolith,Marty,9,11
5 Island,Env149,SectOtolith,Marty,14,15.33333333
5 Island,Env156,SectOtolith,Marty,4,7.666666667
5 Island,Env157,SectOtolith,Marty,10,12.66666667
5 Island,Env161,SectOtolith,Marty,10,12.33333333
5 Island,Env164,SectOtolith,Marty,5,6.666666667
5 Island,Env167,SectOtolith,Marty,6,11
5 Island,Env168,SectOtolith,Marty,5,5
5 Island,Env169,SectOtolith,Marty,3,4.333333333
5 Island,Env172,SectOtolith,Marty,4,3.666666667
5 Island,Env176,SectOtolith,Marty,6,7
5 Island,Env182,SectOtolith,Marty,8,8.666666667
5 Island,Env183,SectOtolith,Marty,6,5.666666667
5 Island,Env189,SectOtolith,Marty,12,10.33333333
5 Island,Env235,SectOtolith,Marty,9,8
5 Island,Env236,SectOtolith,Marty,8,9.333333333
5 Island,Env244,SectOtolith,Marty,18,16.33333333
5 Island,Env246,SectOtolith,Marty,3,3
5 Island,Env247,SectOtolith,Marty,12,12
5 Island,Env249,SectOtolith,Marty,4,4.333333333
5 Island,Env250,SectOtolith,Marty,,NA
5 Island,Env254,SectOtolith,Marty,2,2.666666667
5 Island,Env256,SectOtolith,Marty,3,4
5 Island,Env259,SectOtolith,Marty,5,5
5 Island,Env265,SectOtolith,Marty,4,5
5 Island,Env268,SectOtolith,Marty,7,8.333333333
Center,Env101,SectOtolith,Marty,6,8
Center,Env11,SectOtolith,Marty,7,6.333333333
Center,Env113,SectOtolith,Marty,4,4.333333333
Center,Env131,SectOtolith,Marty,3,3.666666667
Center,Env19,SectOtolith,Marty,7,6.666666667
Center,Env23,SectOtolith,Marty,4,4
Center,Env3,SectOtolith,Marty,5,4.333333333
Center,Env36,SectOtolith,Marty,4,4.666666667
Center,Env39,SectOtolith,Marty,5,5.333333333
Center,Env44,SectOtolith,Marty,4,4.333333333
Center,Env45,SectOtolith,Marty,6,4.333333333
Center,Env5,SectOtolith,Marty,6,5
Center,Env51,SectOtolith,Marty,4,4
Center,Env52,SectOtolith,Marty,8,7
Center,Env58,SectOtolith,Marty,12,10.33333333
Center,Env59,SectOtolith,Marty,12,12
Center,Env61,SectOtolith,Marty,8,8
Center,Env62,SectOtolith,Marty,9,11
Center,Env63,SectOtolith,Marty,9,10
Center,Env64,SectOtolith,Marty,10,10.66666667
Center,Env66,SectOtolith,Marty,3,3.666666667
Center,Env71,SectOtolith,Marty,11,9.666666667
Center,Env72,SectOtolith,Marty,7,7.333333333
Center,Env73,SectOtolith,Marty,14,10.33333333
Center,Env74,SectOtolith,Marty,8,7.666666667
Center,Env75,SectOtolith,Marty,5,6.333333333
Center,Env79,SectOtolith,Marty,9,8
Center,Env8,SectOtolith,Marty,,5.5
Center,Env83,SectOtolith,Marty,9,7.5
Center,Env89,SectOtolith,Marty,14,13
Silver,Env100,SectOtolith,Marty,5,5.333333333
Silver,Env101,SectOtolith,Marty,4,4
Silver,Env107,SectOtolith,Marty,4,4.666666667
Silver,Env121,SectOtolith,Marty,4,4.666666667
Silver,Env123,SectOtolith,Marty,14,12
Silver,Env13,SectOtolith,Marty,2,4.666666667
Silver,Env137,SectOtolith,Marty,4,3.5
Silver,Env14,SectOtolith,Marty,8,8
Silver,Env140,SectOtolith,Marty,9,8.333333333
Silver,Env141,SectOtolith,Marty,3,3
Silver,Env142,SectOtolith,Marty,7,7
Silver,Env15,SectOtolith,Marty,11,10.66666667
Silver,Env18,SectOtolith,Marty,2,3
Silver,Env19,SectOtolith,Marty,2,2.666666667
Silver,Env2,SectOtolith,Marty,,NA
Silver,Env25,SectOtolith,Marty,10,12.33333333
Silver,Env27,SectOtolith,Marty,4,3.666666667
Silver,Env28,SectOtolith,Marty,13,11
Silver,Env29,SectOtolith,Marty,15,11.66666667
Silver,Env3,SectOtolith,Marty,9,8.333333333
Silver,Env30,SectOtolith,Marty,3,5
Silver,Env47,SectOtolith,Marty,3,2.333333333
Silver,Env48,SectOtolith,Marty,4,3.333333333
Silver,Env49,SectOtolith,Marty,4,4
Silver,Env53,SectOtolith,Marty,10,8
Silver,Env55,SectOtolith,Marty,4,5
Silver,Env6,SectOtolith,Marty,,NA
Silver,Env60,SectOtolith,Marty,,NA
Silver,Env61,SectOtolith,Marty,3,5
Silver,Env63,SectOtolith,Marty,3,4.666666667
Silver,Env66,SectOtolith,Marty,7,8.666666667
Silver,Env67,SectOtolith,Marty,3,3.666666667
Silver,Env82,SectOtolith,Marty,3,2.666666667
Silver,Env84,SectOtolith,Marty,3,3.333333333
Silver,Env87,SectOtolith,Marty,3,4
Silver,Env89,SectOtolith,Marty,4,3.666666667
Silver,Env93,SectOtolith,Marty,6,5
Silver,Env94,SectOtolith,Marty,8,7
Silver,Env97,SectOtolith,Marty,7,10.66666667
Silver,Env99,SectOtolith,Marty,13,12.33333333
5 Island,Env105,SandOtolith,Marcus,,
5 Island,Env106,SandOtolith,Marcus,"Anything added past here needs to have the #DIV/0! Changed to NA. Also, probably remove all Nas",
5 Island,Env112,SandOtolith,Marcus,,
5 Island,Env117,SandOtolith,Marcus,,
5 Island,Env119,SandOtolith,Marcus,,
5 Island,Env131,SandOtolith,Marcus,,
5 Island,Env132,SandOtolith,Marcus,,
5 Island,Env135,SandOtolith,Marcus,,
5 Island,Env137,SandOtolith,Marcus,,
5 Island,Env146,SandOtolith,Marcus,,
5 Island,Env149,SandOtolith,Marcus,,
5 Island,Env156,SandOtolith,Marcus,,
5 Island,Env157,SandOtolith,Marcus,,
5 Island,Env161,SandOtolith,Marcus,,
5 Island,Env164,SandOtolith,Marcus,,
5 Island,Env167,SandOtolith,Marcus,,
5 Island,Env168,SandOtolith,Marcus,,
5 Island,Env169,SandOtolith,Marcus,,
5 Island,Env172,SandOtolith,Marcus,,
5 Island,Env176,SandOtolith,Marcus,,
5 Island,Env182,SandOtolith,Marcus,,
5 Island,Env183,SandOtolith,Marcus,,
5 Island,Env189,SandOtolith,Marcus,,
5 Island,Env235,SandOtolith,Marcus,,
5 Island,Env236,SandOtolith,Marcus,,
5 Island,Env244,SandOtolith,Marcus,,
5 Island,Env246,SandOtolith,Marcus,,
5 Island,Env247,SandOtolith,Marcus,,
5 Island,Env249,SandOtolith,Marcus,,
5 Island,Env250,SandOtolith,Marcus,,
5 Island,Env254,SandOtolith,Marcus,,
5 Island,Env256,SandOtolith,Marcus,,
5 Island,Env259,SandOtolith,Marcus,,
5 Island,Env265,SandOtolith,Marcus,,
5 Island,Env268,SandOtolith,Marcus,,
Center,Env101,SandOtolith,Marcus,,
Center,Env11,SandOtolith,Marcus,,
Center,Env113,SandOtolith,Marcus,,
Center,Env131,SandOtolith,Marcus,,
Center,Env19,SandOtolith,Marcus,,
Center,Env23,SandOtolith,Marcus,,
Center,Env3,SandOtolith,Marcus,,
Center,Env36,SandOtolith,Marcus,,
Center,Env39,SandOtolith,Marcus,,
Center,Env44,SandOtolith,Marcus,,
Center,Env45,SandOtolith,Marcus,,
Center,Env5,SandOtolith,Marcus,,
Center,Env51,SandOtolith,Marcus,,
Center,Env52,SandOtolith,Marcus,,
Center,Env58,SandOtolith,Marcus,,
Center,Env59,SandOtolith,Marcus,,
Center,Env61,SandOtolith,Marcus,,
Center,Env62,SandOtolith,Marcus,,
Center,Env63,SandOtolith,Marcus,,
Center,Env64,SandOtolith,Marcus,,
Center,Env66,SandOtolith,Marcus,,
Center,Env71,SandOtolith,Marcus,,
Center,Env72,SandOtolith,Marcus,,
Center,Env73,SandOtolith,Marcus,,
Center,Env74,SandOtolith,Marcus,,
Center,Env75,SandOtolith,Marcus,,
Center,Env79,SandOtolith,Marcus,,
Center,Env8,SandOtolith,Marcus,,
Center,Env83,SandOtolith,Marcus,,
Center,Env89,SandOtolith,Marcus,,
Silver,Env100,SandOtolith,Marcus,,
Silver,Env101,SandOtolith,Marcus,,
Silver,Env107,SandOtolith,Marcus,,
Silver,Env121,SandOtolith,Marcus,,
Silver,Env123,SandOtolith,Marcus,,
Silver,Env13,SandOtolith,Marcus,,
Silver,Env137,SandOtolith,Marcus,,
Silver,Env14,SandOtolith,Marcus,,
Silver,Env140,SandOtolith,Marcus,,
Silver,Env141,SandOtolith,Marcus,,
Silver,Env142,SandOtolith,Marcus,,
Silver,Env15,SandOtolith,Marcus,,
Silver,Env18,SandOtolith,Marcus,,
Silver,Env19,SandOtolith,Marcus,,
Silver,Env2,SandOtolith,Marcus,,
Silver,Env25,SandOtolith,Marcus,,
Silver,Env27,SandOtolith,Marcus,,
Silver,Env28,SandOtolith,Marcus,,
Silver,Env29,SandOtolith,Marcus,,
Silver,Env3,SandOtolith,Marcus,,
Silver,Env30,SandOtolith,Marcus,,
Silver,Env47,SandOtolith,Marcus,,
Silver,Env48,SandOtolith,Marcus,,
Silver,Env49,SandOtolith,Marcus,,
Silver,Env53,SandOtolith,Marcus,,
Silver,Env55,SandOtolith,Marcus,,
Silver,Env6,SandOtolith,Marcus,,
Silver,Env60,SandOtolith,Marcus,,
Silver,Env61,SandOtolith,Marcus,,
Silver,Env63,SandOtolith,Marcus,,
Silver,Env66,SandOtolith,Marcus,,
Silver,Env67,SandOtolith,Marcus,,
Silver,Env82,SandOtolith,Marcus,,
Silver,Env84,SandOtolith,Marcus,,
Silver,Env87,SandOtolith,Marcus,,
Silver,Env89,SandOtolith,Marcus,,
Silver,Env93,SandOtolith,Marcus,,
Silver,Env94,SandOtolith,Marcus,,
Silver,Env97,SandOtolith,Marcus,,
Silver,Env99,SandOtolith,Marcus,,
5 Island,Env105,SandOtolith,Drake,,
5 Island,Env106,SandOtolith,Drake,,
5 Island,Env112,SandOtolith,Drake,,
5 Island,Env117,SandOtolith,Drake,,
5 Island,Env119,SandOtolith,Drake,,
5 Island,Env131,SandOtolith,Drake,,
5 Island,Env132,SandOtolith,Drake,,
5 Island,Env135,SandOtolith,Drake,,
5 Island,Env137,SandOtolith,Drake,,
5 Island,Env146,SandOtolith,Drake,,
5 Island,Env149,SandOtolith,Drake,,
5 Island,Env156,SandOtolith,Drake,,
5 Island,Env157,SandOtolith,Drake,,
5 Island,Env161,SandOtolith,Drake,,
5 Island,Env164,SandOtolith,Drake,,
5 Island,Env167,SandOtolith,Drake,,
5 Island,Env168,SandOtolith,Drake,,
5 Island,Env169,SandOtolith,Drake,,
5 Island,Env172,SandOtolith,Drake,,
5 Island,Env176,SandOtolith,Drake,,
5 Island,Env182,SandOtolith,Drake,,
5 Island,Env183,SandOtolith,Drake,,
5 Island,Env189,SandOtolith,Drake,,
5 Island,Env235,SandOtolith,Drake,,
5 Island,Env236,SandOtolith,Drake,,
5 Island,Env244,SandOtolith,Drake,,
5 Island,Env246,SandOtolith,Drake,,
5 Island,Env247,SandOtolith,Drake,,
5 Island,Env249,SandOtolith,Drake,,
5 Island,Env250,SandOtolith,Drake,,
5 Island,Env254,SandOtolith,Drake,,
5 Island,Env256,SandOtolith,Drake,,
5 Island,Env259,SandOtolith,Drake,,
5 Island,Env265,SandOtolith,Drake,,
5 Island,Env268,SandOtolith,Drake,,
Center,Env101,SandOtolith,Drake,,
Center,Env11,SandOtolith,Drake,,
Center,Env113,SandOtolith,Drake,,
Center,Env131,SandOtolith,Drake,,
Center,Env19,SandOtolith,Drake,,
Center,Env23,SandOtolith,Drake,,
Center,Env3,SandOtolith,Drake,,
Center,Env36,SandOtolith,Drake,,
Center,Env39,SandOtolith,Drake,,
Center,Env44,SandOtolith,Drake,,
Center,Env45,SandOtolith,Drake,,
Center,Env5,SandOtolith,Drake,,
Center,Env51,SandOtolith,Drake,,
Center,Env52,SandOtolith,Drake,,
Center,Env58,SandOtolith,Drake,,
Center,Env59,SandOtolith,Drake,,
Center,Env61,SandOtolith,Drake,,
Center,Env62,SandOtolith,Drake,,
Center,Env63,SandOtolith,Drake,,
Center,Env64,SandOtolith,Drake,,
Center,Env66,SandOtolith,Drake,,
Center,Env71,SandOtolith,Drake,,
Center,Env72,SandOtolith,Drake,,
Center,Env73,SandOtolith,Drake,,
Center,Env74,SandOtolith,Drake,,
Center,Env75,SandOtolith,Drake,,
Center,Env79,SandOtolith,Drake,,
Center,Env8,SandOtolith,Drake,,
Center,Env83,SandOtolith,Drake,,
Center,Env89,SandOtolith,Drake,,
Silver,Env100,SandOtolith,Drake,,
Silver,Env101,SandOtolith,Drake,,
Silver,Env107,SandOtolith,Drake,,
Silver,Env121,SandOtolith,Drake,,
Silver,Env123,SandOtolith,Drake,,
Silver,Env13,SandOtolith,Drake,,
Silver,Env137,SandOtolith,Drake,,
Silver,Env14,SandOtolith,Drake,,
Silver,Env140,SandOtolith,Drake,,
Silver,Env141,SandOtolith,Drake,,
Silver,Env142,SandOtolith,Drake,,
Silver,Env15,SandOtolith,Drake,,
Silver,Env18,SandOtolith,Drake,,
Silver,Env19,SandOtolith,Drake,,
Silver,Env2,SandOtolith,Drake,,
Silver,Env25,SandOtolith,Drake,,
Silver,Env27,SandOtolith,Drake,,
Silver,Env28,SandOtolith,Drake,,
Silver,Env29,SandOtolith,Drake,,
Silver,Env3,SandOtolith,Drake,,
